N	2gram	Losev_Prob_5	FransuaR
1	и в	30	45
2	то есть	21	25
3	и не	12	15
4	в этом	17	14
5	но в	9	14
6	не только	18	14
7	и его	6	13
8	в его	12	13
9	как бы	6	12
10	что в	5	12
11	то же	2	11
12	в своем	11	11
13	в то	4	11
14	в романе	1	11
15	право на	1	10
16	в нем	6	10
17	и с	5	10
18	как и	7	10
19	в том	12	10
20	но и	13	10
21	прежде всего	6	10
22	же время	1	9
23	в ней	3	8
24	таким образом	13	8
25	в самой	3	8
26	как мы	2	8
27	мира и	2	8
28	жизни и	2	8
29	вовсе не	8	8
30	и др	1	8
31	так же	5	8
32	также и	12	7
33	он был	2	7
34	с его	1	7
35	том что	17	7
36	не в	7	7
37	потому что	13	7
38	в эпоху	3	7
39	что и	6	7
40	в конце	8	7
41	и все	9	7
42	все это	1	7
43	здесь не	7	6
44	в этой	10	6
45	он не	3	6
46	всех этих	1	6
47	весь мир	1	6
48	в них	2	6
49	в атмосфере	2	6
50	того чтобы	2	6
51	связи с	7	6
52	так и	7	6
53	что он	7	6
54	так как	6	6
55	для того	3	6
56	самом деле	2	5
57	на самом	1	5
58	это и	1	5
59	с ее	1	5
60	и на	6	5
61	хотя и	8	5
62	и как	6	5
63	и к	4	5
64	и у	5	5
65	все эти	2	5
66	его в	6	5
67	страха и	2	5
68	с ним	3	5
69	этом отношении	1	5
70	свободу и	1	5
71	одной из	1	5
72	со всеми	2	5
73	и их	5	5
74	как раз	5	5
75	в связи	7	5
76	не может	5	5
77	но это	1	5
78	мы уже	1	4
79	его не	2	4
80	мы не	2	4
81	и о	5	4
82	но не	7	4
83	перед нами	1	4
84	кроме того	2	4
85	в самом	5	4
86	тому же	1	4
87	об этом	4	4
88	между собою	1	4
89	не мог	4	4
90	точки зрения	10	4
91	в их	1	4
92	своего рода	1	4
93	дается в	1	4
94	у него	11	4
95	и это	1	4
96	можно было	2	4
97	здесь как	2	4
98	ничего не	2	4
99	и здесь	1	4
100	о том	12	4
101	только в	9	4
102	в первой	2	4
103	с этим	1	4
104	мы находим	7	4
105	и даже	14	4
106	здесь в	2	4
107	сказать что	9	4
108	а не	5	4
109	как это	1	4
110	и от	1	4
111	бы в	1	4
112	а также	3	4
113	а в	6	4
114	по поводу	2	4
115	такой же	1	4
116	том числе	2	4
117	того же	4	3
118	и он	4	3
119	из этих	1	3
120	как в	2	3
121	в одной	2	3
122	но на	1	3
123	вообще не	1	3
124	что она	1	3
