N	3gram	Voloshinov_1	KulturaY
1	для того чтобы	1	15
2	в том что	2	15
3	с точки зрения	5	9
4	по отношению к	3	8
5	в самом деле	2	7
6	только потому что	1	6
7	с другой стороны	2	6
8	в зависимости от	2	5
9	в этом отношении	1	5
10	хотя бы в	1	4
11	тем не менее	1	4
12	состоит в том	1	3
13	более или менее	1	3
14	того или иного	2	3
15	можно было бы	1	3
16	в связи с	1	3
17	не может быть	4	3
18	чуть ли не	1	2
19	на самом деле	1	2
20	на то что	1	2
21	социального общения и	2	2
22	в тех случаях	1	2
23	то же время	1	2
24	этой точки зрения	1	2
25	тех случаях когда	1	2
26	в то же	1	2
27	к тому что	1	2
28	и может и	1	1
29	что иное как	2	1
30	в одном ряду	1	1
31	в пределах данной	2	1
32	с ними и	1	1
33	в области лингвистики	1	1
34	что в этом	1	1
35	иметь в виду	1	1
36	с одной стороны	2	1
37	но не менее	1	1
38	такие явления как	1	1
39	можно говорить о	1	1
40	в отличие от	1	1
41	в собственном смысле	1	1
42	связи с понятием	1	1
43	с этой точки	1	1
44	одно и то	3	1
45	истории языка и	2	1
46	постановка вопроса о	1	1
47	на философию и	1	1
48	в особенности в	1	1
49	ничего общего с	2	1
50	и в его	1	1
51	все равно не	1	1
52	тех или иных	1	1
53	и то же	2	1
54	на том основании	1	1
55	что он называет	1	1
56	том что язык	1	1
57	и вместе с	1	1
58	все же есть	1	1
59	а вовсе не	1	1
60	та или иная	1	1
61	собственном смысле слова	1	1
62	те или иные	1	1
63	само по себе	1	1
64	то же слово	2	1
65	так же как	1	1
66	потому что они	1	1
67	роковую роль в	1	1
68	языковых средств в	1	1
69	между тем как	1	1
70	том основании что	1	1
71	в языке столь	1	1
72	что в ней	1	1
73	далеко не всегда	1	1
74	все же остается	1	1
75	грамматики и стилистики	1	1
76	эту точку зрения	1	1
77	не что иное	2	1
78	все то что	1	1
79	своего времени в	1	1
