N	4gram	Bakhtin_Pr_1	slovoVRo
1	в то же время	7	12
2	и в то же	3	5
3	но в то же	2	4
4	из одного в другой	1	2
5	в то время как	1	2
6	точки зрения на мир	1	2
7	является лишь одним из	2	1
8	в истории европейского романа	1	1
9	бы то ни было	2	1
10	на мир и на	3	1
11	дело в том что	1	1
12	точками зрения на мир	1	1
13	переходил из одного в	1	1
14	но с другой стороны	1	1
15	с этой точки зрения	1	1
16	не значит конечно что	2	1
17	точка зрения на мир	2	1
18	в одной плоскости с	1	1
19	и не могут быть	1	1
20	мир и на события	1	1
21	бы оно ни было	1	1
22	с точки зрения которого	1	1
23	это не значит конечно	2	1
24	можно прямо сказать что	1	1
25	зрения на мир и	1	1
