N	3gram	Bakhtin_Pr_3	StatiiOP
1	в том что	1	16
2	о том что	2	11
3	в этом отношении	1	9
4	и т д	2	6
5	до сих пор	1	5
6	вместе с тем	2	5
7	для того чтобы	1	5
8	к тому что	1	5
9	что он не	1	4
10	и т п	6	3
11	с другой стороны	3	3
12	во всяком случае	5	3
13	с самого начала	8	3
14	вопрос о том	1	3
15	в том же	1	2
16	у меня в	1	2
17	с точки зрения	4	2
18	но все это	2	2
19	в отличие от	2	2
20	не только с	1	2
21	бы то ни	4	2
22	то что в	1	2
23	в значительной степени	1	2
24	ни в одном	1	2
25	то ни было	4	2
26	не столько в	1	2
27	и в этом	2	2
28	всяком случае не	1	2
29	для него самого	1	2
30	то что он	1	2
31	но и с	1	2
32	так и в	2	2
33	не только не	1	2
34	в самом деле	3	2
35	но все же	1	2
36	на то что	1	2
37	за то что	1	2
38	тем не менее	2	2
39	к тому же	2	2
40	возбудило в нем	1	1
41	а между тем	3	1
42	и в которой	1	1
43	и для самого	1	1
44	на самом деле	10	1
45	в котором он	1	1
46	где я не	1	1
47	но и по	1	1
48	в этом смысле	4	1
49	кажется что в	1	1
50	каждого из них	1	1
51	что же касается	1	1
52	в эту сторону	1	1
53	он не может	3	1
54	них как на	1	1
55	он с самого	1	1
56	в еще более	1	1
57	должно было быть	1	1
58	точно такое же	1	1
59	говорить о мире	1	1
60	о чем он	1	1
61	говорит о себе	1	1
62	с которыми он	1	1
63	и в другом	1	1
64	вы говорите что	1	1
65	но и эти	1	1
66	и пр в	1	1
67	одно и то	1	1
68	что почти все	1	1
69	ни о каком	1	1
70	в чем же	1	1
71	в данном случае	1	1
72	в высшей степени	3	1
73	в конце концов	3	1
74	все это и	1	1
75	и то же	1	1
76	и вместе с	1	1
77	настолько велико что	1	1
78	к одному из	1	1
79	на них как	1	1
80	что он сам	2	1
81	друг к другу	1	1
82	а прежде всего	2	1
83	на тему о	2	1
84	и в том	1	1
85	потому что они	1	1
86	нет ни одного	1	1
87	по отношению к	5	1
88	ни одного слова	1	1
89	то же время	12	1
90	действующих лиц в	1	1
91	имел в виду	1	1
92	т е внутренне	1	1
93	в свою очередь	1	1
94	же время с	1	1
95	в этом случае	2	1
96	что у меня	3	1
97	как его понимал	1	1
98	и все это	3	1
99	как бы ни	1	1
100	по его мнению	1	1
101	и в особенности	1	1
102	в ней буквально	1	1
103	в то же	12	1
104	говорит что он	1	1
105	и что он	1	1
106	в отношении к	7	1
107	как мы видели	2	1
