N	3gram	Vygotskiy__6	Komedia
1	до сих пор	3	9
2	в том что	19	9
3	в самом деле	1	6
4	для того чтобы	8	6
5	в свою очередь	1	6
6	с самого начала	7	4
7	по отношению к	10	3
8	о том как	1	3
9	с точки зрения	10	3
10	вместе с тем	2	3
11	в связи с	2	3
12	с одной стороны	1	3
13	тем не менее	1	3
14	то же самое	6	3
15	иначе обстоит дело	1	2
16	состоит в том	2	2
17	в этом случае	2	2
18	по сравнению с	14	2
19	что он не	1	2
20	в этом отношении	3	2
21	то время как	5	2
22	в конце концов	1	2
23	обстоит дело с	1	2
24	с другой стороны	2	2
25	то обстоятельство что	1	2
26	из того же	1	2
27	в то время	6	2
28	на этот раз	1	2
29	что и в	1	2
30	именно потому что	2	2
31	не в состоянии	2	1
32	потому что он	4	1
33	разве не ясно	1	1
34	в силу этого	1	1
35	и в своей	1	1
36	сравнению с тем	1	1
37	мы можем заключить	1	1
38	подобно тому как	1	1
39	это в свою	1	1
40	в том числе	1	1
41	в ответ на	1	1
42	мы можем теперь	1	1
43	на первый план	1	1
44	но как раз	1	1
45	в зависимости от	5	1
46	в отличие от	1	1
47	в первую очередь	3	1
48	независимо от того	2	1
49	и не может	2	1
50	на то что	4	1
51	несмотря на то	2	1
52	с этой точки	1	1
53	об этом уже	1	1
54	как раз в	2	1
55	что мы не	1	1
56	едва ли не	1	1
57	нас в этом	1	1
58	в самом начале	4	1
59	его отношение к	2	1
60	в настоящее время	1	1
61	в первом случае	3	1
62	по самой своей	4	1
63	один из них	1	1
64	же самое что	1	1
65	в раннем детстве	1	1
66	самого начала что	2	1
67	самым тесным образом	1	1
68	зависимости от того	1	1
69	и в отношении	1	1
70	в одной точке	1	1
71	то что он	2	1
72	все равно что	1	1
73	но вместе с	1	1
74	как бы в	1	1
75	и в силу	1	1
76	можем заключить что	1	1
77	этой точки зрения	1	1
78	так же точно	3	1
79	можно сказать что	6	1
80	чем он его	1	1
81	ничего общего с	1	1
82	вопрос о том	1	1
83	к одному и	1	1
84	не с точки	1	1
85	как мы знаем	1	1
86	после того как	1	1
87	самой своей природе	4	1
88	таким образом что	1	1
89	к тому что	7	1
90	друг от друга	1	1
91	друг с другом	5	1
92	и в этом	1	1
93	решение вопроса об	1	1
94	в том же	2	1
95	том числе и	1	1
