N	2gram	Vinokur_Ku_2	Dialekti
1	т е	22	46
2	не есть	1	40
3	и не	16	30
4	и есть	2	19
5	а не	10	18
6	и т	39	17
7	ничего не	4	17
8	может быть	15	17
9	то что	9	16
10	т д	14	15
11	и в	23	15
12	как бы	4	14
13	точки зрения	14	14
14	не имеет	4	14
15	так как	15	14
16	что это	7	13
17	по себе	10	13
18	того что	3	13
19	это не	6	12
20	в этом	18	11
21	и вот	5	11
22	говорить о	4	11
23	ясно что	5	11
24	в том	19	11
25	прежде всего	8	11
26	не может	9	11
27	и все	2	11
28	том что	11	10
29	потому что	25	10
30	с ее	1	10
31	она есть	1	10
32	это и	3	9
33	то же	6	9
34	мы не	1	9
35	было бы	15	9
36	с точки	8	9
37	в виду	3	9
38	и что	8	9
39	уже не	8	9
40	и пр	8	9
41	значит что	1	9
42	все это	5	9
43	что иное	1	8
44	в чем	1	8
45	не в	8	8
46	в себе	1	8
47	не только	20	8
48	ни в	4	8
49	и это	3	8
50	и о	4	8
51	иное как	1	8
52	не что	1	8
53	должна быть	5	7
54	не просто	2	7
55	что именно	1	7
56	как и	2	7
57	по крайней	6	7
58	и вообще	2	7
59	и его	3	7
60	что оно	3	7
61	только в	5	7
62	крайней мере	6	7
63	что мы	6	7
64	или в	4	7
65	что он	5	7
66	что в	10	7
67	перед нами	4	6
68	хотя и	4	6
69	и тем	5	6
70	если бы	12	6
71	в то	4	6
72	же время	3	6
73	что и	3	6
74	так что	1	6
75	вовсе не	9	6
76	и даже	2	6
77	а именно	2	6
78	в результате	4	6
79	тем более	1	6
80	сказать что	4	6
81	ни на	2	6
82	в сфере	3	5
83	той же	2	5
84	мы имеем	5	5
85	в сущности	9	5
86	и на	6	5
87	с его	1	5
88	только тогда	1	5
89	сама по	1	5
90	в своем	2	5
91	то в	1	5
92	на то	4	5
93	что она	3	5
94	в нем	4	5
95	есть не	1	5
96	что такое	3	5
97	же это	1	5
98	что я	4	5
99	в ней	3	5
100	на себе	4	5
101	но что	2	5
102	но только	4	5
103	того чтобы	11	5
104	тогда когда	1	5
105	я не	5	5
106	в каком	4	5
107	таким образом	5	5
108	как только	1	5
109	о том	1	5
110	в себя	1	5
111	так и	4	5
112	можно сказать	4	5
113	именно в	3	5
114	в свете	1	5
115	если мы	4	5
116	не говорит	2	5
117	для того	9	5
118	и для	2	5
119	также и	5	4
120	оно есть	1	4
121	хотя бы	9	4
122	что они	2	4
123	в этой	6	4
124	и как	1	4
125	бы только	1	4
126	не как	2	4
127	в силу	7	4
128	то ни	1	4
129	и с	7	4
130	этом смысле	5	4
131	с тем	2	4
132	и уже	1	4
133	она не	2	4
134	так то	1	4
135	уже о	3	4
136	ничего общего	1	4
137	что все	5	4
138	идет речь	1	4
139	еще не	5	4
140	в его	5	4
141	мы должны	2	4
142	с ними	2	4
143	есть в	3	4
144	в одном	1	4
145	само по	5	4
146	как раз	3	4
147	отнюдь не	4	4
148	так же	4	4
149	в особенности	4	4
150	но это	3	4
151	один из	5	4
152	тех или	1	4
153	лишь как	1	4
154	бы в	1	4
155	или не	1	4
156	но и	7	4
157	должны быть	2	4
158	отношения к	2	3
159	и то	5	3
160	только потому	8	3
161	мы имели	1	3
162	едва ли	1	3
163	что если	2	3
164	же что	1	3
165	то мы	1	3
166	не говорят	3	3
167	а если	2	3
168	со стороны	4	3
169	общего с	1	3
170	как в	3	3
171	с этим	3	3
172	когда он	1	3
173	но в	11	3
174	от этого	2	3
175	бы и	4	3
176	все эти	12	3
177	и если	2	3
178	одной и	1	3
179	на этом	3	3
180	в одну	2	3
181	об этом	5	3
182	мы уже	1	3
183	известно что	1	3
184	не всегда	2	3
185	в данном	4	3
186	смысл и	3	3
187	в своей	2	3
188	в их	2	3
189	и той	1	3
190	только для	2	3
191	мы можем	1	3
192	могут быть	4	3
193	лежит в	1	3
194	говоря уже	2	3
195	то или	3	3
196	сознания и	2	3
197	вот почему	3	3
198	и следовательно	2	3
199	быть и	1	3
200	д и	1	3
201	в виде	1	3
202	даже и	2	3
203	или иное	3	3
204	в области	11	3
205	что не	6	3
206	смысла и	2	3
207	у нас	12	3
208	я уже	1	3
209	и потому	2	3
210	из которых	3	3
211	что здесь	1	3
212	оно и	1	3
213	в свою	2	3
214	не говоря	2	3
215	совершенно не	3	3
216	только о	2	3
217	тем самым	2	3
218	к этому	4	3
219	одних и	1	2
220	можно говорить	2	2
221	и без	1	2
222	тех же	2	2
223	очень много	1	2
224	мы говорим	2	2
225	ведь и	1	2
226	не говорю	1	2
227	вопрос о	9	2
228	есть нечто	1	2
229	говорит именно	1	2
230	совпадает с	1	2
231	себе что	1	2
232	сам по	1	2
233	думаю что	2	2
234	только после	1	2
235	как таковая	1	2
236	мы будем	2	2
237	но как	1	2
238	есть по	1	2
239	себе и	1	2
240	нет и	1	2
241	не видно	1	2
242	данный момент	3	2
243	вот как	1	2
244	далее мы	1	2
245	все же	7	2
246	кроме того	1	2
247	что по	1	2
248	себе не	2	2
249	в самом	12	2
250	от чего	1	2
251	в которой	1	2
252	мы получаем	1	2
253	из этих	1	2
254	же вы	1	2
255	ни одна	1	2
256	что даже	1	2
257	при этом	2	2
258	тем не	6	2
259	быть без	1	2
260	с этой	2	2
261	а это	2	2
262	но все	4	2
263	не будет	1	2
264	на все	2	2
265	лишь в	5	2
266	заключается в	2	2
267	есть также	1	2
268	в них	4	2
269	все равно	2	2
270	во внимание	1	2
271	и вне	1	2
272	между собою	1	2
273	становится и	1	2
274	если так	1	2
275	должно быть	4	2
276	нисколько не	3	2
277	в котором	1	2
278	по сравнению	2	2
279	если есть	1	2
280	далее в	1	2
281	от себя	1	2
282	дает в	1	2
283	не понимает	1	2
284	однако в	1	2
285	для нее	1	2
286	что есть	1	2
287	в отношении	2	2
288	не менее	7	2
289	не раз	1	2
290	что эта	2	2
291	того как	2	2
292	и именно	1	2
293	иметь в	2	2
294	никогда не	2	2
295	всякой иной	2	2
296	и по	3	2
297	во всем	1	2
298	как не	3	2
299	е не	1	2
300	как будто	2	2
301	может и	1	2
302	что на	4	2
303	не могут	5	2
304	а что	1	2
305	слово которое	1	2
306	свою очередь	2	2
307	без всякого	1	2
308	в ее	1	2
