N	3gram	Losev_Vlad_3	StatiiOP
1	в том что	10	16
2	о том что	8	11
3	в этом отношении	2	9
4	том что он	1	5
5	до сих пор	1	5
6	в письме к	1	5
7	вместе с тем	6	5
8	для того чтобы	1	5
9	к тому что	2	5
10	дело в том	5	4
11	иметь в виду	2	3
12	так же как	2	3
13	обращает на себя	2	3
14	с другой стороны	2	3
15	во всяком случае	3	3
16	с самого начала	1	3
17	вопрос о том	1	3
18	что в своем	2	3
19	том что в	3	2
20	на себя внимание	2	2
21	в том же	1	2
22	с точки зрения	6	2
23	в отличие от	3	2
24	не только с	1	2
25	бы то ни	3	2
26	то что в	3	2
27	но и здесь	1	2
28	совершенно так же	2	2
29	в это время	2	2
30	ни в одном	1	2
31	то ни было	1	2
32	и в этом	5	2
33	то что он	1	2
34	более или менее	5	2
35	не только не	1	2
36	в самом деле	1	2
37	с тем что	1	2
38	на то что	2	2
39	по этому поводу	1	2
40	в том смысле	1	2
41	тем не менее	9	2
42	к тому же	5	2
43	к первому изданию	1	1
44	раз об этой	1	1
45	но как раз	1	1
46	того что и	1	1
47	что в этом	2	1
48	и в результате	1	1
49	точки зрения но	1	1
50	чтобы можно было	1	1
51	за год до	1	1
52	в виду что	1	1
53	между прочим и	1	1
54	отдавая себе отчет	1	1
55	не говоря уже	1	1
56	в котором он	1	1
57	в настоящее время	3	1
58	в таком виде	1	1
59	в этом смысле	3	1
60	при таких условиях	2	1
61	так что в	1	1
62	внимание на то	1	1
63	он не только	1	1
64	говорит здесь о	1	1
65	то что с	1	1
66	что же касается	5	1
67	сам по себе	2	1
68	не имеет никакого	1	1
69	в первую очередь	1	1
70	и в тех	1	1
71	точно так же	4	1
72	если оно не	1	1
73	никогда не был	4	1
74	с тех пор	1	1
75	шесть лет раньше	1	1
76	он никогда не	2	1
77	одно и то	1	1
78	не могло быть	1	1
79	него даже в	1	1
80	нам еще предстоит	1	1
81	в данном случае	2	1
82	в свете этой	1	1
83	себе отчет в	2	1
84	я не стану	1	1
85	в конце концов	5	1
86	и то же	1	1
87	имеет ничего общего	2	1
88	в известном смысле	1	1
89	мы видели выше	2	1
90	и вместе с	2	1
91	так или иначе	2	1
92	не создает никаких	1	1
93	в связи с	2	1
94	но вместе с	1	1
95	основана не на	1	1
96	мнение о том	1	1
97	и в том	2	1
98	тем что в	1	1
99	потому что они	1	1
100	не входя в	1	1
101	одна с другой	1	1
102	не мог не	1	1
103	а то что	1	1
104	ни в каком	2	1
105	то же время	2	1
106	имел в виду	1	1
107	как раз об	1	1
108	заключается в том	1	1
109	в то время	4	1
110	против того что	1	1
111	в этом случае	1	1
112	ничего общего с	2	1
113	к графине с	1	1
114	при решении вопроса	1	1
115	во внимание его	1	1
116	в данном отношении	1	1
117	в каком смысле	1	1
118	можно предполагать что	1	1
119	в то же	3	1
120	каком смысле не	1	1
121	в том числе	1	1
122	был напечатан в	1	1
123	не имеет ничего	2	1
124	как мы видели	3	1
