N	3gram	Propp_Isto_1	Psycholo
1	в том что	4	17
2	для того чтобы	1	13
3	и т п	1	8
4	не может быть	7	8
5	на то что	4	6
6	то же самое	3	6
7	до сих пор	5	5
8	в этом отношении	1	5
9	мы знаем что	1	4
10	можно было бы	3	4
11	в том случае	1	4
12	так же как	2	4
13	тем не менее	6	4
14	о том что	3	4
15	том что она	1	3
16	сами по себе	1	3
17	точно так же	3	3
18	в том чтобы	1	3
19	то что она	1	3
20	в то время	3	3
21	никогда не может	1	3
22	само по себе	2	3
23	таким образом и	1	3
24	что и в	1	3
25	и когда он	2	2
26	но так как	1	2
27	это было бы	1	2
28	подобно тому как	1	2
29	на этот вопрос	2	2
30	то время как	3	2
31	не в том	1	2
32	тому или иному	1	2
33	бы то ни	2	2
34	надо сказать что	3	2
35	таким образом в	1	2
36	же самое что	2	2
37	того или иного	1	2
38	с другой стороны	5	2
39	к тому что	1	2
40	мы видим что	8	2
41	то же что	1	2
42	и т д	22	2
43	указанием на то	1	1
44	что иное как	1	1
45	поставлен перед необходимостью	1	1
46	если бы в	1	1
47	идет только о	1	1
48	в силу того	1	1
49	все дело в	1	1
50	мы никогда не	1	1
51	та же самая	1	1
52	одной стороны оно	1	1
53	в этом смысле	1	1
54	может быть признано	1	1
55	один и тот	2	1
56	никак не может	1	1
57	о том как	1	1
58	в этом случае	1	1
59	же как и	1	1
60	как раз наоборот	1	1
61	в зависимости от	2	1
62	в отличие от	2	1
63	лишь тогда когда	1	1
64	но и в	2	1
65	только то что	1	1
66	но он не	1	1
67	за то что	1	1
68	не только все	1	1
69	в противном случае	1	1
70	же как нельзя	1	1
71	силу того что	1	1
72	вместе с тем	2	1
73	и тем не	2	1
74	редко и что	1	1
75	все эти вещи	1	1
76	то ни было	2	1
77	едва ли не	1	1
78	приводит к тому	1	1
79	а не только	1	1
80	здесь мы имеем	2	1
81	бы так же	1	1
82	и они-то и	1	1
83	и что он	1	1
84	с одной стороны	4	1
85	на другом материале	1	1
86	и тот же	2	1
87	если взглянуть на	1	1
88	она никогда не	1	1
89	только из анализа	1	1
90	при этом он	1	1
91	не зависит от	1	1
92	в том как	1	1
93	как будто бы	2	1
94	приблизительно так же	1	1
95	и точно так	1	1
96	т д мы	1	1
97	не могут быть	1	1
98	в одном случае	1	1
99	все же не	2	1
100	в связи с	3	1
101	а не как	1	1
102	ответ на этот	1	1
103	до наших дней	1	1
104	по себе не	1	1
105	такая точка зрения	1	1
106	мы могли бы	1	1
107	друг с другом	3	1
108	и должен быть	2	1
109	более или менее	5	1
110	есть не что	1	1
111	жизнь так и	1	1
112	не само по	1	1
113	по себе а	1	1
114	к тому или	1	1
115	именно из этого	1	1
116	он должен был	1	1
117	дело не с	1	1
118	с того что	3	1
119	мы не найдем	1	1
120	с самого начала	2	1
121	легко заметить что	1	1
122	не только на	1	1
123	именно потому что	1	1
124	до тех пор	1	1
125	если бы не	1	1
126	по себе но	1	1
127	за тридевять земель	2	1
128	пролить свет на	1	1
129	после того как	1	1
130	по этому поводу	2	1
131	не значит что	1	1
132	не что иное	1	1
133	в первом случае	1	1
134	может быть объяснено	1	1
135	ясно что это	1	1
136	мы увидим что	5	1
