N	4gram	Medvedev_F_1	StatiiOP
1	в то же время	8	4
2	и т п в	1	3
3	в том отношении что	1	2
4	том отношении что они	1	2
5	в том числе и	1	2
6	с точки зрения их	2	2
7	но в то же	2	2
8	что бы то ни	2	1
9	как и всякая иная	1	1
10	ведь на самом деле	1	1
11	и в то же	1	1
12	произведений с точки зрения	1	1
13	на самом деле оно	1	1
14	не может быть и	1	1
15	для этого прежде всего	1	1
16	во что бы то	2	1
17	только с точки зрения	1	1
18	что и в этом	1	1
19	но ведь на самом	1	1
20	бы то ни стало	2	1
21	не говоря уже о	1	1
22	и т п на	1	1
23	то же время не	1	1
