N	2gram	Bakhtin_fo_2	Analitik
1	в качестве	3	31
2	может быть	7	29
3	в том	10	27
4	не может	2	22
5	и не	9	21
6	в частности	5	19
7	и в	46	18
8	но и	9	17
9	а не	4	17
10	отнюдь не	4	15
11	не только	11	15
12	не в	9	14
13	в этом	22	13
14	как и	8	13
15	в его	8	13
16	при этом	6	12
17	том что	4	12
18	в себе	4	11
19	то есть	10	11
20	но не	5	10
21	то же	8	9
22	в то	5	9
23	а в	3	9
24	есть не	1	8
25	в мире	4	8
26	но в	10	8
27	нуждается в	1	8
28	в той	2	8
29	значении этого	1	7
30	к тому	3	7
31	этого слова	1	7
32	особого рода	1	7
33	мы имеем	2	6
34	в сущности	2	6
35	отличие от	1	6
36	в самом	1	6
37	в случае	1	6
38	это не	2	6
39	далеко не	2	6
40	точки зрения	10	6
41	в своей	1	6
42	в отличие	1	6
43	в основе	6	6
44	по своей	1	6
45	той или	1	6
46	должен быть	1	6
47	в себя	2	6
48	времени и	1	6
49	же время	4	6
50	только в	11	6
51	себя в	1	6
52	то что	7	6
53	или иной	2	6
54	прежде всего	14	6
55	в их	3	5
56	и на	7	5
57	и как	3	5
58	в произведении	1	5
59	в этой	2	5
60	лишь в	2	5
61	и его	12	5
62	имеет место	3	5
63	о том	4	5
64	сводится к	1	5
65	и того	1	5
66	между тем	1	5
67	и т.п	2	5
68	как бы	10	5
69	что в	5	5
70	того же	3	4
71	из того	1	4
72	в широком	1	4
73	все же	6	4
74	с точки	8	4
75	и более	2	4
76	по себе	2	4
77	ни в	1	4
78	могут быть	2	4
79	так и	7	4
80	с ним	4	4
81	в другом	3	4
82	с другой	2	4
83	того что	3	4
84	и пространстве	1	4
85	дело с	1	4
86	уже не	3	4
87	для того	8	4
88	именно в	2	4
89	себя и	3	4
90	во времени	3	4
91	вместе с	9	4
92	в литературе	2	4
93	исходя из	1	4
94	истории литературы	1	4
95	и т	14	3
96	и есть	2	3
97	место в	4	3
98	в полной	1	3
99	если в	2	3
100	что как	1	3
101	однако не	1	3
102	и к	2	3
103	автора и	2	3
104	в нашем	1	3
105	как он	2	3
106	в нем	5	3
107	он не	5	3
108	вследствие этого	1	3
109	таким образом	3	3
110	опираются на	1	3
111	смысл и	1	3
112	в котором	4	3
113	однако в	1	3
114	того чтобы	8	3
115	т п	11	3
116	того и	1	3
117	в таком	1	3
118	не могут	1	3
119	если бы	1	3
120	а также	3	3
121	с его	1	3
122	еще не	6	3
123	вопрос об	1	3
124	с одной	2	3
125	ни с	1	3
126	что и	3	3
127	одной стороны	1	3
128	другого в	1	3
129	что не	1	3
130	смысла и	2	3
131	более того	1	3
132	человек в	2	3
133	которая в	1	3
134	и одновременно	1	3
135	и все	6	3
136	что он	3	3
137	том числе	3	3
138	говоря о	1	2
139	отношения к	4	2
140	самом деле	1	2
141	на самом	1	2
142	также и	4	2
143	а как	1	2
144	на место	1	2
145	и то	1	2
146	между собой	1	2
147	иного рода	1	2
148	данном случае	1	2
149	на основе	3	2
150	отношение к	3	2
151	нет и	3	2
152	за пределы	1	2
153	как говорит	1	2
154	до его	1	2
155	как уже	3	2
156	не являются	1	2
157	его к	1	2
158	то в	2	2
159	в которой	1	2
160	все эти	5	2
161	бы не	1	2
162	из этих	4	2
163	и до	2	2
164	широком смысле	1	2
165	на его	1	2
166	свидетельствует о	1	2
167	смертью в	1	2
168	и по	3	2
169	на этом	2	2
170	и с	6	2
171	из них	8	2
172	реальности и	1	2
173	вовсе не	13	2
174	так как	6	2
175	несмотря на	1	2
176	для чего	2	2
177	жизни но	2	2
178	такой же	1	2
179	одного и	1	2
180	для него	3	2
181	не становится	1	2
182	не столько	1	2
183	на каждом	1	2
184	вопрос о	1	2
185	художественного мира	1	2
186	только для	2	2
187	которые в	1	2
188	самое время	3	2
189	в эпизоде	7	2
190	никогда не	6	2
191	и является	1	2
192	потому что	8	2
193	же самое	3	2
194	для себя	1	2
195	как мы	6	2
196	роль в	3	2
197	и о	2	2
198	здесь не	2	2
199	связей в	1	2
200	в пределах	5	2
201	принимают участие	1	2
202	и сам	1	2
203	особенно в	2	2
204	еще в	1	2
205	должно быть	5	2
206	существующим в	1	2
207	но к	1	2
208	и та	2	2
209	за пределами	1	2
210	можно сказать	2	2
211	каждом из	2	2
212	и смыслом	1	2
213	целостность и	1	2
214	утрачивает свою	1	2
215	этом ряду	2	2
216	романа в	2	2
217	один из	2	2
218	в двух	2	2
219	ли он	1	2
220	бы ни	1	2
221	оказывается в	1	2
222	себе в	1	2
223	сами по	2	2
224	бытия и	1	2
225	каждый из	2	2
226	этом отношении	2	2
227	было бы	2	2
228	в ряду	4	2
229	мира в	3	2
230	и потому	2	2
231	в присутствии	1	2
232	с анализом	2	2
233	взгляде на	1	2
234	установкой на	1	2
235	в данном	2	2
236	и тогда	1	2
237	не является	3	2
238	это как	1	2
239	в собственно	1	2
240	тем более	3	2
241	мире и	2	2
242	другой стороны	1	2
243	себя как	1	1
244	то на	1	1
245	например в	1	1
246	человека и	4	1
247	смысле слова	2	1
248	тех же	1	1
249	этого мира	2	1
250	как необходимый	2	1
251	явления и	2	1
252	по преимуществу	1	1
253	он всегда	1	1
254	не имеют	1	1
255	в какой-то	1	1
256	должна быть	1	1
257	и больше	1	1
258	видеть в	1	1
259	и цельного	1	1
260	мы уже	9	1
261	целого но	1	1
262	на тех	1	1
263	принадлежит только	1	1
264	мы не	1	1
265	имеется и	1	1
266	со смертью	1	1
267	впечатление от	1	1
268	он как	1	1
269	есть нечто	1	1
270	равно как	2	1
271	принадлежит к	2	1
272	имеют место	1	1
273	как не	1	1
274	здесь как	1	1
275	героев в	1	1
276	значения в	2	1
277	в ней	1	1
278	свою очередь	1	1
279	заключенных в	1	1
280	по этому	1	1
281	он был	2	1
282	он сам	1	1
283	оно ни	1	1
284	в различных	1	1
285	в чем	1	1
286	что люди	1	1
287	во всех	11	1
288	тем как	1	1
289	в ее	1	1
290	и всего	1	1
291	истинный смысл	1	1
292	мы будем	3	1
293	но как	1	1
294	не входит	1	1
295	герой не	1	1
296	связи и	1	1
297	первый взгляд	1	1
298	его на	1	1
299	как в	4	1
300	о жизни	1	1
301	есть в	1	1
302	в полном	1	1
303	своей реализации	1	1
304	и наконец	6	1
305	всех предыдущих	1	1
306	к сыну	1	1
307	первой из	1	1
308	отдельных произведений	1	1
309	точкой зрения	1	1
310	та же	3	1
311	учение о	1	1
312	романа но	1	1
313	и тот	1	1
314	только один	2	1
315	этих актов	1	1
316	имеем в	3	1
317	и те	1	1
318	не обходится	1	1
319	мы наблюдаем	3	1
320	а вовсе	1	1
321	но прежде	1	1
322	вернуться к	1	1
323	а отнюдь	1	1
324	основные положения	2	1
325	всех этих	7	1
326	не значит	1	1
327	в виде	1	1
328	не как	1	1
329	в человеческой	1	1
330	из него	1	1
331	его от	1	1
332	всех своих	1	1
333	ни был	1	1
334	в основу	1	1
335	но все	1	1
336	от нее	1	1
337	а вместе	1	1
338	здесь мы	3	1
339	а затем	3	1
340	что все	2	1
341	в состоянии	1	1
342	и внутренняя	1	1
343	вещи и	2	1
344	подлинной реальности	1	1
345	в будущее	1	1
346	все их	1	1
347	его в	6	1
348	с самим	1	1
349	реальности как	1	1
350	и тем	1	1
351	человека поэтому	1	1
352	смерть и	8	1
353	участие в	1	1
354	в них	7	1
355	в историческом	2	1
356	все равно	1	1
357	с тем	2	1
358	и уже	1	1
359	одна и	2	1
360	он и	1	1
361	только во	1	1
362	и становится	2	1
363	в этих	3	1
364	все более	1	1
365	во время	10	1
366	определяется и	1	1
367	и ее	1	1
368	том же	4	1
369	целого или	1	1
370	в отношении	2	1
371	вне всякого	1	1
372	в которых	3	1
373	жизни с	2	1
374	собственному я	1	1
375	одном из	2	1
376	характера эти	1	1
377	него не	1	1
378	точку зрения	1	1
379	времени не	1	1
380	но он	2	1
381	и эти	1	1
382	борьбу с	1	1
383	их в	4	1
384	ним в	1	1
385	случае мы	1	1
386	например и	1	1
387	тому что	1	1
388	раз и	1	1
389	ему как	1	1
390	и третья	1	1
391	о будущем	1	1
392	возникает в	1	1
393	одна из	1	1
394	и доказательность	1	1
395	на него	1	1
396	характеристика этого	1	1
397	картины мира	2	1
398	на котором	2	1
399	о природе	1	1
400	под этим	1	1
401	такова что	1	1
402	этих двух	1	1
403	не принадлежат	1	1
404	при взгляде	1	1
405	того в	1	1
406	такая же	1	1
407	во всем	1	1
408	литературного развития	1	1
409	но это	2	1
410	входят в	1	1
411	с другом	4	1
412	мы встречаем	1	1
413	одно и	1	1
414	начиная с	1	1
415	к себе	4	1
416	он видел	1	1
417	эпосе в	1	1
418	числе и	2	1
419	всего в	3	1
420	его с	1	1
421	как для	1	1
422	оно не	1	1
423	и художественное	1	1
424	в виду	3	1
425	но при	1	1
426	проявляется в	1	1
427	сама природа	2	1
428	самим собою	2	1
429	когда наконец	1	1
430	культуры и	1	1
431	начал как	1	1
432	на свой	1	1
433	иной мир	1	1
434	по аналогии	2	1
435	те же	6	1
436	том как	3	1
437	в отдельных	1	1
438	человека человек	1	1
439	мира вокруг	1	1
440	строго говоря	2	1
441	этой жизни	1	1
442	в разных	1	1
443	в прошлое	1	1
444	эпизод в	1	1
445	и должно	2	1
446	и т.д	1	1
447	лучше чем	1	1
448	в самой	2	1
449	для своей	1	1
450	внимание на	1	1
451	слова как	1	1
452	но мы	1	1
453	и что	1	1
454	его жизни	4	1
455	людей как	1	1
456	может не	1	1
457	аналогии с	1	1
458	времени в	7	1
459	и во	6	1
460	на всех	1	1
461	и только	2	1
462	столько сколько	1	1
463	наконец в	2	1
464	вплоть до	2	1
465	без свидетелей	1	1
466	которой в	1	1
467	в него	1	1
468	тех пор	1	1
469	герой в	1	1
470	быть и	2	1
471	в формах	1	1
472	и дело	1	1
473	тот же	3	1
474	же напротив	1	1
475	мы увидим	1	1
476	что даже	1	1
477	зрения в	1	1
478	как нечто	1	1
479	в разные	1	1
480	романа как	1	1
481	бытия в	1	1
482	историческом событии	1	1
483	ему самому	1	1
484	и жизни	1	1
485	разных авторов	1	1
486	все они	3	1
487	построению в	1	1
488	так что	4	1
489	внимание в	1	1
490	для всех	1	1
491	связи с	8	1
492	не можем	1	1
493	эпизод с	1	1
494	то и	1	1
495	иной форме	1	1
496	за свой	2	1
497	ними нет	1	1
498	как их	1	1
499	в одном	7	1
500	в пространстве	5	1
501	жизни конечно	3	1
502	у него	9	1
503	и рождается	1	1
504	быть по	1	1
505	и вместе	1	1
506	в целях	1	1
507	смерти и	4	1
508	не нарушает	1	1
509	в особенности	6	1
510	не до	1	1
511	и даже	3	1
512	требует чтобы	1	1
513	выходит за	1	1
514	нам не	1	1
515	до сих	2	1
516	влияние на	2	1
517	моменты и	1	1
518	одну из	1	1
519	здесь в	6	1
520	может показаться	1	1
521	личной жизни	1	1
522	и др	5	1
523	не было	3	1
524	в рассказе	1	1
525	в действии	1	1
526	человеческой жизни	4	1
527	его как	1	1
528	и следовало	1	1
529	его по	1	1
530	о чем	3	1
531	для человека	1	1
532	этот принцип	1	1
533	авторского права	1	1
534	бы как	1	1
535	если не	2	1
536	в связи	8	1
