N	2gram	Trubetskoy_1	Komedia
1	и в	26	26
2	и не	8	14
3	и его	1	12
4	к тому	6	12
5	так и	6	12
6	тому же	5	11
7	может быть	10	11
8	в том	11	11
9	в этом	15	10
10	но и	9	10
11	том что	7	9
12	если бы	3	9
13	вместе с	15	9
14	что в	9	9
15	ясно что	3	8
16	было бы	1	8
17	и на	2	7
18	не только	10	7
19	что и	6	7
20	из них	7	7
21	ли не	1	7
22	еще не	2	6
23	в своем	3	6
24	о том	6	6
25	в нем	4	6
26	таким образом	22	6
27	в то	4	6
28	того чтобы	5	6
29	потому что	7	6
30	и здесь	2	6
31	во время	4	6
32	то что	7	6
33	в которой	3	5
34	с его	2	5
35	что он	4	5
36	так что	3	5
37	с этим	1	5
38	для того	5	5
39	ни в	1	5
40	с тем	18	5
41	и с	10	5
42	больше чем	2	5
43	один из	2	5
44	в качестве	3	5
45	к этому	3	5
46	уже в	2	4
47	в самом	4	4
48	что это	3	4
49	из этих	10	4
50	с их	1	4
51	это было	1	4
52	в них	2	4
53	как и	1	4
54	в этих	4	4
55	место в	1	4
56	не менее	3	4
57	не по	1	4
58	судя по	1	4
59	это слово	1	4
60	его в	1	4
61	между тем	2	4
62	в его	5	4
63	только в	4	4
64	до нас	1	4
65	же в	1	4
66	в начале	2	4
67	этот раз	1	4
68	так как	9	4
69	у него	1	4
70	на этот	4	4
71	прежде всего	2	4
72	мира в	1	4
73	о его	1	4
74	все же	6	4
75	и для	5	4
76	и от	4	4
77	одной из	5	4
78	точки зрения	13	4
79	речь идет	1	3
80	становится в	1	3
81	в котором	4	3
82	то же	4	3
83	в их	1	3
84	той же	1	3
85	надо было	2	3
86	того же	6	3
87	в ней	1	3
88	что его	1	3
89	во всех	2	3
90	но не	8	3
91	по отношению	1	3
92	как в	1	3
93	что касается	1	3
94	но в	7	3
95	так или	3	3
96	в этой	4	3
97	но все	7	3
98	человека в	1	3
99	первую очередь	1	3
100	но если	2	3
101	не имеет	5	3
102	того как	1	3
103	в самой	2	3
104	же время	2	3
105	к концу	3	3
106	связи с	9	3
107	то время	1	3
108	в образе	2	3
109	обеих сторон	1	3
110	к нему	7	3
111	а у	1	3
112	после смерти	10	3
113	тех пор	2	3
114	дело с	1	3
115	к их	1	3
116	себя в	1	3
117	для всех	2	3
118	мы знаем	1	3
119	и их	1	3
120	никто не	1	3
121	представить себе	1	3
122	друг друга	1	3
123	мы можем	2	3
124	тем что	1	3
125	в первую	1	3
126	до начала	1	3
127	возможно что	1	3
128	или иначе	3	3
129	не было	2	3
130	так называемой	2	3
131	о чем	1	3
132	в связи	3	3
133	и особенно	2	3
134	из которых	4	3
135	отношению к	3	3
136	да и	1	3
137	с этой	3	3
138	все это	6	3
139	а в	4	3
140	в своей	1	3
141	жизни и	2	3
142	том числе	5	3
143	не может	4	3
144	как известно	1	2
145	одним из	2	2
146	и есть	1	2
147	в первом	1	2
148	и за	1	2
149	мы имеем	2	2
150	мы не	1	2
151	время как	1	2
152	не вполне	3	2
153	в виду	2	2
154	в народном	3	2
155	бы то	2	2
156	в ее	1	2
157	и другие	3	2
158	если в	3	2
159	силу этого	1	2
160	отличие от	1	2
161	идет о	1	2
162	в одной	1	2
163	что именно	2	2
164	целый ряд	4	2
165	от этого	1	2
166	за собой	3	2
167	бы и	1	2
168	чуть ли	1	2
169	в нашем	1	2
170	роль в	1	2
171	и если	3	2
172	что она	1	2
173	не следует	1	2
174	он не	4	2
175	в силу	5	2
176	на этом	1	2
177	то ни	2	2
178	связанных с	2	2
179	в глазах	2	2
180	это не	1	2
181	как видно	1	2
182	не всегда	2	2
183	чем в	1	2
184	не более	1	2
185	по всем	1	2
186	всяком случае	6	2
187	представление о	6	2
188	в отличие	1	2
189	признать что	2	2
190	которые в	2	2
191	не в	2	2
192	в конце	6	2
193	однако в	1	2
194	он выступает	1	2
195	даже в	1	2
196	на пути	2	2
197	в одном	3	2
198	в какой-то	1	2
199	и после	2	2
200	не является	1	2
201	с другом	5	2
202	бог и	1	2
203	своего отца	1	2
204	на это	1	2
205	и это	2	2
206	как не	1	2
207	с самого	3	2
208	и что	4	2
209	похож на	2	2
210	в мире	5	2
211	с собой	1	2
212	в состав	1	2
213	после того	1	2
214	в пользу	2	2
215	времени в	1	2
216	и во	1	2
217	и все	2	2
218	под именем	1	2
219	вслед за	2	2
220	наконец в	2	2
221	тот же	2	2
222	с ними	1	2
223	и ее	1	2
224	или его	1	2
225	в уста	1	2
226	с одной	7	2
227	и у	8	2
228	же от	1	2
229	одно из	2	2
230	не для	1	2
231	отношение к	5	2
232	в других	3	2
233	видно из	1	2
234	и к	5	2
235	до сих	5	2
236	с другой	8	2
237	одной стороны	7	2
238	если не	2	2
239	должна была	2	2
240	так называемых	1	2
241	по своему	2	2
242	в течение	4	2
243	в той	1	2
244	не удалось	1	2
245	одновременно с	1	2
246	как бы	12	2
247	друг с	5	2
248	пути к	2	2
249	сих пор	5	2
250	в так	4	2
251	бы в	1	2
252	хотя бы	3	2
253	ни было	2	2
254	к его	2	2
255	из этого	2	2
256	во всяком	6	2
257	отношения к	1	1
258	и отчасти	1	1
259	в сражении	1	1
260	сильное влияние	1	1
261	самом деле	1	1
262	этого последнего	2	1
263	или к	1	1
264	мере в	1	1
265	следует видеть	1	1
266	как результат	1	1
267	что эти	3	1
268	имя его	2	1
269	и этот	1	1
270	то для	1	1
271	сравнению с	2	1
272	повседневной жизни	1	1
273	та же	1	1
274	она скорее	1	1
275	такое положение	2	1
276	в сущности	1	1
277	ему в	2	1
278	же что	1	1
279	в каждой	1	1
280	большей частью	3	1
281	между собой	1	1
282	все эти	6	1
283	не был	1	1
284	в чем	1	1
285	время он	2	1
286	что становится	1	1
287	в создании	2	1
288	при жизни	4	1
289	же она	1	1
290	в общем	8	1
291	считает нужным	1	1
292	из таких	1	1
293	составить себе	1	1
294	в рамках	3	1
295	общего с	2	1
296	для создания	1	1
297	как к	1	1
298	и нет	3	1
299	это был	1	1
300	однако не	1	1
301	выступают как	1	1
302	почти совсем	1	1
303	тем же	1	1
304	более или	5	1
305	следует сказать	1	1
306	не приходится	1	1
307	разве я	1	1
308	представляет собой	3	1
309	и нравственности	1	1
