N	2gram	Losev_Dial_1	Komedia
1	и в	18	22
2	и не	30	21
3	т е	25	16
4	том что	9	13
5	таким образом	1	12
6	в том	9	12
7	так как	11	11
8	со стороны	2	11
9	ни в	15	10
10	потому что	14	10
11	в самом	3	9
12	до сих	2	9
13	вместе с	1	9
14	сих пор	2	9
15	в этом	12	8
16	его в	1	8
17	в своем	5	8
18	к ней	4	8
19	о том	4	8
20	если бы	12	8
21	в его	3	8
22	что и	3	8
23	что он	11	8
24	то же	10	7
25	при этом	1	7
26	об этом	4	7
27	в конце	4	7
28	о чем	2	7
29	только что	3	7
30	а в	5	7
31	самом деле	3	6
32	еще не	2	6
33	ничуть не	2	6
34	так что	15	6
35	тому же	2	6
36	в то	6	6
37	и его	1	6
38	к тому	4	6
39	того чтобы	1	6
40	ясно что	8	6
41	и что	12	6
42	для того	2	6
43	может быть	17	6
44	как раз	4	6
45	к этому	2	6
46	речь идет	1	5
47	отношение к	5	5
48	но в	6	5
49	не только	13	5
50	а по	1	5
51	он не	3	5
52	в своей	2	5
53	в которых	2	5
54	то это	4	5
55	не менее	2	5
56	же время	4	5
57	связи с	1	5
58	и сам	1	5
59	хотя и	4	5
60	с ним	6	5
61	любви к	1	5
62	к нему	8	5
63	что в	13	5
64	из них	2	5
65	прежде всего	10	5
66	как это	4	5
67	все это	11	5
68	и т	21	4
69	на себя	1	4
70	в ней	3	4
71	с другой	6	4
72	нет и	1	4
73	меньше всего	3	4
74	отнюдь не	9	4
75	все же	5	4
76	когда он	1	4
77	то что	13	4
78	в себе	11	4
79	что она	7	4
80	но все	3	4
81	и с	5	4
82	несмотря на	10	4
83	точки зрения	17	4
84	не в	6	4
85	в отношении	5	4
86	самого начала	1	4
87	у него	1	4
88	с самого	1	4
89	так и	9	4
90	сразу же	1	4
91	не дает	1	4
92	т п	2	4
93	вовсе не	7	4
94	но и	7	4
95	ничем не	3	4
96	а не	14	4
97	в связи	1	4
98	не является	3	4
99	и для	2	4
100	бы в	3	4
101	тем более	2	4
102	хотя бы	6	4
103	так же	4	4
104	говорить о	5	3
105	из того	2	3
106	столь же	1	3
107	в ее	1	3
108	с этим	2	3
109	и к	1	3
110	тем же	1	3
111	и этим	1	3
112	в которой	1	3
113	в этой	1	3
114	как он	4	3
115	на то	5	3
116	не могла	1	3
117	в нем	16	3
118	взять в	1	3
119	что ни	3	3
120	дома и	1	3
121	было бы	12	3
122	в них	3	3
123	все равно	3	3
124	далеко не	1	3
125	как и	2	3
126	и еще	3	3
127	но если	5	3
128	себе в	1	3
129	с точки	12	3
130	тем не	1	3
131	к ним	2	3
132	не имеет	15	3
133	никогда не	9	3
134	ничего не	17	3
135	же самое	1	3
136	на это	1	3
137	должно было	1	3
138	и мы	5	3
139	не зная	2	3
140	не о	4	3
141	нисколько не	4	3
142	с одной	2	3
143	что не	7	3
144	у того	1	3
145	не так	1	3
146	всяком случае	2	3
147	мы можем	4	3
148	и даже	13	3
149	даже не	3	3
150	один из	3	3
151	если не	1	3
152	в частности	2	3
153	не может	12	3
154	конечно не	3	3
155	одной стороны	2	3
156	как бы	11	3
157	с этой	2	3
158	не знает	2	3
159	все что	1	3
160	в какой	1	3
161	во всяком	4	3
162	отношения к	3	2
163	даже если	3	2
164	такое же	1	2
165	перед лицом	1	2
166	его не	6	2
167	мы не	1	2
168	время как	2	2
169	представление о	1	2
170	и он	5	2
171	но при	1	2
172	во всех	1	2
173	что они	3	2
174	и я	1	2
175	как в	2	2
176	собственного дома	1	2
177	стороны и	3	2
178	что касается	2	2
179	в результате	1	2
180	не приходится	1	2
181	так или	1	2
182	бы не	1	2
183	только один	1	2
184	если он	1	2
185	ни было	2	2
186	и если	1	2
187	после этого	1	2
188	кто из	1	2
189	в силу	1	2
190	людей и	1	2
191	в мире	2	2
192	не с	5	2
193	а как	1	2
194	с другими	2	2
195	это не	9	2
196	еще одно	1	2
197	в развитии	1	2
198	и без	1	2
199	в котором	4	2
200	в их	3	2
201	того кто	2	2
202	что эта	4	2
203	тому что	3	2
204	она не	6	2
205	вплоть до	3	2
206	дело не	2	2
207	что их	2	2
208	в основе	3	2
209	больше чем	1	2
210	больше того	4	2
211	известной степени	1	2
