N	4gram	Vygotskiy__4	Vladivir
1	дело в том что	1	4
2	а с другой стороны	1	2
3	в то же время	1	2
4	сводится к тому что	2	2
5	в то время как	2	2
6	и вместе с тем	1	2
7	какой бы то ни	1	1
8	поскольку он принадлежит к	1	1
9	не что иное как	1	1
10	мы уже знаем что	1	1
11	но все дело в	1	1
12	точно так же и	1	1
13	это легко может показаться	1	1
14	другое не может быть	1	1
15	так же как и	1	1
16	бы то ни было	1	1
17	с этой точки зрения	1	1
18	в том что он	1	1
19	внимание на то как	2	1
20	все дело в том	1	1
21	в том что эта	1	1
22	в конце концов только	1	1
23	заключается в том что	2	1
24	находим мы и в	1	1
25	бы если бы мы	1	1
