N	2gram	Losev_Prob_3	RusskieA
1	и в	44	29
2	том что	12	22
3	в том	21	22
4	что в	8	22
5	как бы	9	18
6	и другие	3	14
7	так как	9	13
8	может быть	28	13
9	во время	1	12
10	там же	1	12
11	в этом	17	11
12	как и	10	11
13	в этот	1	10
14	не только	14	10
15	и с	9	10
16	все это	5	10
17	во многих	1	9
18	о том	6	9
19	а в	5	9
20	его в	3	8
21	а а	1	8
22	но и	10	8
23	ее в	1	8
24	как в	5	7
25	данном случае	7	7
26	мы видели	2	7
27	или в	4	7
28	мы имеем	2	6
29	мы не	7	6
30	еще не	5	6
31	и на	1	6
32	при этом	4	6
33	таким образом	9	6
34	того чтобы	1	6
35	на нее	1	6
36	для нас	16	6
37	для того	1	6
38	с тем	5	6
39	вместе с	2	6
40	в данном	9	6
41	этом случае	5	6
42	же в	3	6
43	и т	13	5
44	но не	3	5
45	следующим образом	1	5
46	но в	12	5
47	это не	9	5
48	т д	13	5
49	не может	7	5
50	представление о	1	5
51	потому что	25	5
52	для этого	6	5
53	и что	7	5
54	будто бы	3	5
55	земли и	1	5
56	то что	23	5
57	с ней	5	5
58	к этому	1	5
59	в русских	1	4
60	же как	3	4
61	то же	13	4
62	вопрос о	1	4
63	видели что	1	4
64	не все	1	4
65	уже не	7	4
66	в них	1	4
67	далеко не	1	4
68	в которых	3	4
69	не в	13	4
70	тогда когда	1	4
71	у нас	10	4
72	а также	4	4
73	так что	12	4
74	то и	5	4
75	в виде	6	4
76	из них	2	4
77	именно в	2	4
78	а не	18	4
79	о чем	2	4
80	так же	5	4
81	как это	2	4
82	этих случаях	1	4
83	по существу	2	4
84	и все	3	4
85	в таком	5	4
86	или ее	1	3
87	и о	5	3
88	в ее	4	3
89	только тогда	2	3
90	что это	3	3
91	все эти	7	3
92	в этой	3	3
93	что она	1	3
94	подобно тому	1	3
95	и по	2	3
96	и других	1	3
97	с другими	3	3
98	не всегда	1	3
99	на первый	4	3
100	в этих	2	3
101	в котором	2	3
102	в отличие	2	3
103	не будем	2	3
104	но он	1	3
105	она не	3	3
106	в таких	3	3
107	не имеет	9	3
108	и после	2	3
109	такие же	1	3
110	как мы	8	3
111	что от	1	3
112	нас к	2	3
113	во всех	2	3
114	в свете	1	3
115	а именно	8	3
116	того что	8	3
117	что здесь	5	3
118	в качестве	3	3
119	или даже	5	3
120	друг друга	2	3
121	отличие от	3	3
122	тем что	4	3
123	в природе	2	3
124	что для	3	3
125	а наоборот	1	3
126	до конца	1	3
127	для этой	1	3
128	и там	2	3
129	и от	9	3
130	на новый	2	3
131	было бы	8	3
132	но если	6	3
133	а н	1	3
134	одним из	1	2
135	и то	14	2
136	на самом	7	2
137	это и	7	2
138	рассматривается как	1	2
139	что иное	4	2
140	которое в	1	2
141	между собой	1	2
142	иное как	4	2
143	не говорится	1	2
144	не был	2	2
145	там и	3	2
146	природы и	2	2
147	с одной	2	2
148	а он	1	2
149	с этим	2	2
150	она как	1	2
151	все же	6	2
152	а и	1	2
153	и как	3	2
154	не было	5	2
155	не можем	1	2
156	в которой	2	2
157	из этих	1	2
158	как оно	3	2
159	после этого	1	2
160	не к	1	2
161	том чтобы	1	2
162	в образе	1	2
163	здесь мы	1	2
164	связанные с	1	2
