N	2gram	Savitsky_E_1	Myshleni
1	точки зрения	23	26
2	таким образом	2	26
3	в том	11	24
4	и в	37	23
5	том что	6	21
6	с точки	17	18
7	в этом	12	17
8	того чтобы	6	17
9	то что	6	17
10	не только	18	16
11	так же	9	16
12	того что	7	15
13	для того	6	15
14	как и	7	14
15	может быть	6	14
16	но и	14	14
17	в его	2	14
18	что в	21	14
19	в развитии	2	12
20	не может	9	12
21	представляет собой	3	11
22	сказать что	4	11
23	как бы	6	11
24	в отношении	32	10
25	с другой	7	10
26	в психологии	3	10
27	прежде всего	9	10
28	и с	2	9
29	между тем	8	9
30	в качестве	14	9
31	одной стороны	8	9
32	другой стороны	2	9
33	вместе с	2	9
34	и не	14	9
35	не является	3	9
36	то же	15	8
37	заключается в	2	8
38	нас к	2	8
39	в процессе	4	8
40	в основе	1	8
41	и на	6	8
42	с одной	8	8
43	мы не	4	7
44	вопрос о	4	7
45	по отношению	1	7
46	в самом	4	7
47	в этой	2	7
48	с тем	3	7
49	в то	16	7
50	и ее	1	7
51	так как	7	7
52	же как	5	6
53	столь же	5	6
54	независимо от	4	6
55	с этим	2	6
56	могли бы	1	6
57	в себе	9	6
58	в силу	2	6
59	лишь в	1	6
60	и тем	3	6
61	с этой	6	6
62	по сравнению	2	6
63	и его	1	6
64	о том	3	6
65	связь между	1	6
66	только в	9	6
67	мы можем	3	6
68	тем что	3	6
69	от того	1	6
70	именно в	4	6
71	потому что	3	6
72	сравнению с	2	5
73	из того	2	5
74	между собой	2	5
75	бы в	2	5
76	и как	2	5
77	но в	14	5
78	то время	1	5
79	на то	6	5
80	он не	2	5
81	и более	2	5
82	а затем	1	5
83	на основании	2	5
84	представить себе	1	5
85	если бы	2	5
86	тем самым	5	5
87	для этого	1	5
88	по себе	4	5
89	тому что	1	5
90	по своей	2	5
91	как мы	5	5
92	что может	1	5
93	и что	2	5
94	можно сказать	4	5
95	не станем	1	5
96	так и	10	5
97	что для	1	5
98	слова и	1	5
99	что мы	1	5
100	и все	2	5
101	тем более	4	5
102	мы должны	2	5
103	в какой	2	5
104	в своих	2	5
105	в котором	2	4
106	которую мы	5	4
107	время как	1	4
108	с его	1	4
109	но не	5	4
110	как в	3	4
111	все остальные	1	4
112	целый ряд	2	4
113	и к	3	4
114	все эти	1	4
115	к выводу	1	4
116	при этом	1	4
117	отношений между	2	4
118	проблемы и	2	4
119	что все	2	4
120	единое целое	1	4
121	было бы	8	4
122	в своей	8	4
123	не в	5	4
124	этом отношении	3	4
125	с другом	3	4
126	к тому	8	4
127	для себя	1	4
128	во всей	2	4
129	мы видим	2	4
130	для всех	1	4
131	в одном	2	4
132	друг с	3	4
133	этого слова	1	4
134	в результате	3	4
135	хотя бы	15	4
136	в свою	3	4
137	как на	3	4
138	в сфере	3	3
139	в такой	1	3
140	и то	2	3
141	как известно	1	3
142	с таким	1	3
143	приходит к	1	3
144	с но	1	3
145	в их	11	3
146	силу этого	1	3
147	в общем	3	3
148	в новом	1	3
149	друг от	2	3
150	которые не	1	3
151	в одной	1	3
152	в своем	14	3
153	все же	1	3
154	что это	2	3
155	он в	1	3
156	друг другу	1	3
157	и если	2	3
158	и мы	3	3
159	всегда и	1	3
160	мы хотели	1	3
161	такой же	2	3
162	мы говорили	1	3
163	в которых	3	3
164	она не	2	3
165	тогда когда	2	3
166	во всем	1	3
167	в области	11	3
168	в каком	4	3
169	могут быть	2	3
170	что оно	1	3
171	и это	1	3
172	от друга	2	3
173	свою очередь	2	3
174	можно было	3	3
175	об этом	1	3
176	одного из	1	3
177	может не	1	3
178	к установлению	1	3
179	и следовательно	1	3
180	свести к	1	3
181	этот вопрос	2	3
182	которое мы	1	3
183	который в	1	3
184	связи с	1	3
185	уже в	1	3
186	то и	1	3
187	и других	2	3
188	обратиться к	1	3
189	всяком случае	3	3
190	мы находим	1	3
191	вовсе не	6	3
192	на этот	2	3
193	во всех	6	3
194	а не	2	3
195	все более	9	3
196	ко всем	1	3
197	смысле этого	1	3
198	этого факта	1	3
199	если не	1	3
200	с мы	2	3
201	и от	3	3
202	хотели бы	1	3
203	значение в	1	3
204	во всяком	3	3
205	и наиболее	2	2
206	речь идет	1	2
207	всем ее	1	2
208	связана с	1	2
209	тех же	1	2
210	но тем	1	2
211	идет о	3	2
212	и до	1	2
213	что эти	2	2
214	той же	1	2
215	есть не	2	2
216	что между	1	2
217	что если	2	2
218	вместо того	1	2
219	которое не	1	2
220	почти на	1	2
221	что его	1	2
222	в ее	8	2
223	только тогда	1	2
224	за пределы	1	2
225	к сожалению	1	2
226	что как	1	2
227	тех случаях	1	2
228	хотя и	2	2
229	когда он	3	2
230	и наконец	2	2
231	от этого	5	2
232	бы и	3	2
233	в нашем	1	2
234	нами в	1	2
235	и те	1	2
236	главным образом	2	2
237	все другие	2	2
238	всех этих	1	2
239	не к	2	2
240	на этом	1	2
241	но все	1	2
242	значительной степени	1	2
243	том же	1	2
244	в размерах	1	2
245	к другу	1	2
246	из всех	3	2
247	с другими	2	2
248	ближе к	1	2
249	который по	1	2
250	в них	3	2
251	несмотря на	4	2
252	мы видели	3	2
253	с такой	1	2
254	должно быть	1	2
255	иначе говоря	2	2
256	потому и	1	2
257	как таковой	1	2
258	был бы	1	2
259	в этих	2	2
260	представление о	2	2
261	его построения	1	2
262	знаменует собой	1	2
263	одном из	2	2
264	даже в	4	2
265	это вопрос	1	2
266	что эта	1	2
267	что с	1	2
268	не имеет	4	2
269	дело в	3	2
270	что принцип	1	2
271	говорить о	1	2
272	никогда не	3	2
273	же время	14	2
274	в эгоцентризме	1	2
275	всех прочих	2	2
276	начиная с	2	2
277	оставить в	2	2
278	на вопрос	1	2
279	данном случае	2	2
280	мы думаем	1	2
281	с собой	1	2
282	каждого из	1	2
283	поэтому в	1	2
284	этой концепции	1	2
285	и поэтому	2	2
286	на примере	1	2
287	в значительной	2	2
288	от них	3	2
289	вслед за	6	2
290	в ту	1	2
291	мы хотим	1	2
292	известном смысле	3	2
293	один из	1	2
294	в двух	1	2
295	выше и	1	2
296	которые мы	1	2
297	на всем	4	2
298	уже не	1	2
299	в виде	5	2
300	в известном	3	2
301	ту или	3	2
302	одно из	1	2
303	для него	1	2
304	в известной	3	2
305	заметить что	2	2
306	интересующей нас	1	2
307	и даже	6	2
308	что процессы	1	2
309	с той	1	2
310	если мы	1	2
311	те кто	1	2
312	связано с	3	2
313	в стороне	3	2
314	более к	2	2
315	которых мы	1	2
316	на которых	1	2
317	в изучении	1	2
318	в частности	5	2
319	и потому	5	2
320	как это	4	2
321	его на	2	2
322	в данном	3	2
323	всего в	2	2
324	в течение	5	2
325	там где	3	2
326	в состоянии	1	2
327	значение как	1	2
328	и таким	2	2
329	определяющим фактором	1	2
330	в смысле	9	2
331	о котором	1	2
332	которая в	1	2
333	по самой	1	2
334	а в	2	2
335	между ними	2	2
336	с ней	1	2
337	но этот	1	2
338	приводит нас	2	2
339	жизни и	2	2
340	ее в	3	2
341	можно назвать	1	2
342	ту же	1	1
343	в силе	1	1
344	и т	1	1
345	лежат в	4	1
346	например в	1	1
347	в огромной	2	1
348	тем большей	1	1
349	или к	1	1
350	нам кажется	7	1
351	или по	2	1
352	и свести	1	1
353	и утверждается	1	1
354	каком они	1	1
355	к кругу	1	1
356	с в	2	1
357	приспособлении к	1	1
358	большую роль	1	1
359	следует с	1	1
360	среды и	1	1
361	в приспособлении	1	1
362	только это	1	1
363	а для	1	1
364	и другая	2	1
365	пределах этого	1	1
366	но даже	4	1
367	то это	1	1
368	и со	3	1
369	не способен	1	1
370	как самостоятельной	1	1
371	в ней	4	1
372	в отличие	1	1
373	на них	2	1
374	быть в	1	1
375	качестве примера	1	1
376	нам представляется	1	1
377	знания с	1	1
378	друг к	1	1
379	что пожалуй	1	1
380	любой области	1	1
381	обстояло дело	1	1
382	мы будем	1	1
383	в сторону	2	1
384	очевидно что	3	1
385	отличие от	1	1
386	и будет	1	1
387	остановились на	1	1
388	значение для	1	1
389	один и	1	1
390	в истории	2	1
391	что во	1	1
392	только ее	1	1
393	стороны и	6	1
394	что нет	1	1
395	к какому	1	1
396	кроме того	1	1
397	в полном	1	1
398	сказал бы	1	1
399	его к	1	1
400	скорее для	1	1
401	или иную	3	1
402	психологии и	1	1
403	то в	4	1
404	та же	1	1
405	общение с	1	1
406	их развитии	1	1
407	бы с	1	1
408	что же	2	1
409	что к	2	1
410	с их	1	1
411	имеет для	1	1
412	упирается в	1	1
413	но на	3	1
414	вообще не	3	1
415	на его	1	1
416	как оно	2	1
417	в нем	1	1
418	в свет	1	1
419	значительная часть	3	1
420	большей или	1	1
421	т д	1	1
422	потребности в	1	1
423	и еще	2	1
424	сожалению не	1	1
425	в принципе	1	1
426	признанию самого	1	1
427	какой бы	2	1
428	огромной мере	1	1
429	его можно	1	1
430	которая способна	1	1
431	заключает в	3	1
432	значительной части	1	1
433	как они	1	1
434	тем в	3	1
435	что произошло	1	1
436	существенно иные	1	1
437	то станет	1	1
438	сейчас в	1	1
439	этом смысле	3	1
440	качестве общего	1	1
441	в жизни	1	1
442	к области	1	1
443	бы совершенно	2	1
444	выход на	2	1
445	о которых	1	1
446	смысле она	1	1
447	к которым	5	1
448	эгоцентризма и	1	1
449	мир в	1	1
450	с еще	1	1
451	лучшим доказательством	1	1
452	в эту	2	1
453	рассматривает как	1	1
454	но если	5	1
455	с к	1	1
456	если можно	1	1
457	своих частях	1	1
458	эгоцентризма в	1	1
459	выше мы	1	1
460	которые в	1	1
461	много раз	1	1
462	состоит в	1	1
463	войти в	1	1
464	кажется нам	1	1
465	проистекает из	1	1
466	ними но	1	1
467	о будущем	1	1
468	не менее	1	1
469	вплоть до	1	1
470	мыслящего человека	1	1
471	не зависящего	1	1
472	считает что	1	1
473	в направлении	4	1
474	взрослые и	1	1
475	наблюдений над	1	1
476	констатировать что	2	1
477	для всего	1	1
478	действительности но	1	1
479	бы сказали	1	1
480	находятся в	1	1
481	может в	1	1
482	того в	1	1
483	связь и	1	1
484	за исключением	1	1
485	при обсуждении	1	1
486	мы бы	1	1
487	в более	1	1
488	в сознании	1	1
489	так то	1	1
490	проблему развития	1	1
491	как будто	2	1
492	в некотором	4	1
493	именно с	1	1
494	если оставить	1	1
495	когда мы	1	1
496	во все	3	1
497	ли не	1	1
498	в других	2	1
499	для этих	2	1
500	числе и	1	1
501	должны быть	1	1
502	той или	4	1
503	есть чем	1	1
504	от элементов	1	1
505	оно не	1	1
506	что при	1	1
507	и силу	1	1
508	применить к	1	1
509	мы привели	1	1
510	из всего	1	1
511	бы сделать	1	1
512	с ее	1	1
513	как не	2	1
514	на основе	2	1
515	во внутреннюю	1	1
516	в точном	1	1
517	включает в	1	1
518	в совершенно	1	1
519	как с	1	1
520	котором мы	1	1
521	и центральной	1	1
522	то как	1	1
523	которыми мы	1	1
524	когда его	1	1
525	еще в	1	1
526	во второй	3	1
527	по признанию	1	1
528	ли эти	1	1
529	только и	1	1
530	именно потому	2	1
531	приближается к	3	1
532	в самой	1	1
533	этом процессе	1	1
534	внимание на	1	1
535	и та	2	1
536	говорит об	1	1
537	это потому	1	1
538	а также	7	1
539	звук пустой	1	1
540	нас в	1	1
541	развития не	1	1
542	другой своей	1	1
543	это изменение	1	1
544	и человечества	1	1
545	являются в	1	1
546	что и	3	1
547	которая должна	1	1
548	к нулю	2	1
549	некотором смысле	3	1
550	также в	2	1
551	направлении в	1	1
552	на будущее	1	1
553	значит что	1	1
554	в большей	1	1
555	мы увидим	1	1
556	что даже	1	1
557	также и	7	1
558	на несколько	1	1
559	отношении в	1	1
560	по этому	1	1
561	играет роль	1	1
562	к проблемам	1	1
563	что из	1	1
564	видели что	1	1
565	со своим	1	1
566	не можем	2	1
567	одной из	5	1
568	всем его	1	1
569	то которое	2	1
570	от других	1	1
571	не дает	3	1
572	из них	3	1
573	эти два	1	1
574	интересующего нас	1	1
575	мы знаем	1	1
576	себе в	3	1
577	постановка проблемы	1	1
578	зрения развития	1	1
579	как их	2	1
580	их из	2	1
581	к ним	3	1
582	или это	1	1
583	как его	1	1
584	само по	4	1
585	его мысль	1	1
586	ни для	1	1
587	эти наблюдения	1	1
588	нас вопроса	1	1
589	со стороны	5	1
590	или иной	4	1
591	прежде казалось	1	1
592	также на	1	1
593	в любой	1	1
594	другую сторону	1	1
595	которые можно	1	1
596	а именно	2	1
597	что тот	1	1
598	не относится	1	1
599	соответствии с	1	1
600	нельзя сказать	1	1
601	что не	1	1
