N	2gram	Bakhtin_sl_2	Komedia
1	и в	39	26
2	и не	22	14
3	и его	33	12
4	так и	15	12
5	может быть	37	11
6	в том	5	11
7	в этом	16	10
8	на протяжении	2	10
9	но и	21	10
10	том что	5	9
11	вместе с	2	9
12	что в	3	9
13	и на	4	7
14	не только	24	7
15	что и	3	7
16	еще не	7	6
17	в своем	6	6
18	о том	2	6
19	в нем	19	6
20	таким образом	8	6
21	в то	4	6
22	того чтобы	2	6
23	и здесь	2	6
24	в двух	1	6
25	то что	2	6
26	с его	7	5
27	что он	2	5
28	в истории	11	5
29	независимо от	2	5
30	с этим	2	5
31	для того	2	5
32	ни в	4	5
33	на основании	1	5
34	и с	9	5
35	один из	5	5
36	действующих лиц	2	5
37	в качестве	1	5
38	опять же	1	5
39	к этому	1	5
40	уже в	2	4
41	хотя и	2	4
42	в самом	1	4
43	в целом	1	4
44	с их	3	4
45	это было	1	4
46	в них	6	4
47	как и	6	4
48	в этих	7	4
49	место в	1	4
50	не менее	4	4
51	это слово	1	4
52	как мы	7	4
53	еще в	1	4
54	его в	4	4
55	между тем	3	4
56	в его	7	4
57	только в	5	4
58	до нас	1	4
59	же в	1	4
60	так как	4	4
61	у него	3	4
62	прежде всего	8	4
63	мира в	1	4
64	в частности	1	4
65	как это	3	4
66	все же	6	4
67	и для	5	4
68	и от	3	4
69	одной из	1	4
70	точки зрения	8	4
71	речь идет	1	3
72	например в	5	3
73	становится в	1	3
74	то же	4	3
75	в их	2	3
76	той же	3	3
77	того же	1	3
78	в ней	3	3
79	что его	1	3
80	во всех	12	3
81	но не	6	3
82	по отношению	4	3
83	как в	13	3
84	но в	6	3
85	в этой	1	3
86	как он	2	3
87	но все	5	3
88	человека в	5	3
89	в каждом	1	3
90	его современников	1	3
91	того как	2	3
92	же время	4	3
93	связи с	3	3
94	и сам	1	3
95	к нему	3	3
96	дело с	4	3
97	себя в	8	3
98	для всех	4	3
99	и их	5	3
100	представить себе	1	3
101	друг друга	1	3
102	мы можем	1	3
103	тем что	1	3
104	даже не	1	3
105	или иначе	1	3
106	здесь в	3	3
107	не было	2	3
108	в связи	2	3
109	и особенно	2	3
110	отношению к	4	3
111	да и	1	3
112	все это	16	3
113	или в	2	3
114	для нас	5	3
115	интерес к	1	3
116	а в	4	3
117	в своей	1	3
118	жизни и	6	3
119	том числе	1	3
120	не может	20	3
121	как известно	1	2
122	и т	35	2
123	одним из	2	2
