N	2gram	Voloshinov_2	Mirosoze
1	у достоевского	1	42
2	может быть	28	30
3	не только	13	29
4	и в	19	28
5	не может	18	28
6	но и	10	25
7	а не	9	25
8	он не	3	24
9	в этом	15	20
10	не было	3	18
11	у него	2	17
12	не в	10	16
13	потому что	1	16
14	это –	9	16
15	в ней	3	15
16	в своей	3	15
17	переходит в	1	15
18	человека и	1	14
19	он был	2	14
20	никогда не	7	14
21	до конца	2	14
22	человека в	1	13
23	в нем	11	13
24	и он	2	12
25	и это	3	12
26	в самом	6	11
27	для него	9	11
28	и не	19	11
29	в своем	2	10
30	было бы	4	10
31	что в	2	10
32	прежде всего	7	10
33	что он	4	10
34	был бы	1	10
35	и потому	2	10
36	и все	6	10
37	с тем	1	9
38	но он	1	9
39	и его	16	9
40	не есть	3	9
41	в его	5	9
42	в котором	3	8
43	но не	2	8
44	менее всего	3	7
45	но в	7	7
46	в себе	4	7
47	в самой	1	7
48	к нему	5	7
49	того что	4	7
50	нет ничего	1	7
51	должна быть	4	6
52	и на	5	6
53	в которой	1	6
54	лишь в	14	6
55	в этой	3	6
56	только в	8	6
57	вместе с	2	6
58	все это	1	6
59	в том	7	6
60	это не	4	5
61	как и	9	5
62	достоевский в	1	5
63	у нас	3	5
64	раскрывается в	1	5
65	не могут	1	5
66	то что	4	5
67	и я	1	5
68	– не	6	5
69	смысле слова	5	4
70	отношения к	2	4
71	это и	1	4
72	xix века	2	4
73	за пределы	3	4
74	увидим что	1	4
75	не к	3	4
76	не как	3	4
77	в них	1	4
78	в этих	3	4
79	точки зрения	17	4
80	в их	5	4
81	что и	3	4
82	в середине	1	4
83	уже не	1	4
84	уже в	2	4
85	а в	3	4
86	тем что	2	4
87	нет в	1	4
88	со свободой	1	4
89	от него	2	4
90	не знает	2	4
91	небо и	1	4
92	добро и	1	3
93	его не	1	3
94	не была	1	3
95	с его	8	3
96	с этим	3	3
97	когда он	1	3
98	на том	1	3
99	этот процесс	1	3
100	и вот	1	3
101	– говорит	2	3
102	и с	2	3
103	то есть	2	3
104	его в	7	3
105	в жизни	2	3
106	только одно	1	3
107	том что	10	3
108	заложено в	1	3
109	человека есть	1	3
110	не имеет	3	3
111	ничего не	4	3
112	к тому	6	3
113	в ее	3	3
114	учение о	3	3
115	только и	1	3
116	все его	2	3
117	в него	1	3
118	социальной среды	3	3
119	себя в	2	3
120	конечно не	4	3
121	одно из	1	3
122	не так	2	3
123	и их	4	3
124	так как	3	3
125	– к	2	3
126	себя и	1	3
127	людьми и	1	3
128	ко всем	2	3
129	для человека	1	3
130	должно быть	3	3
131	интерес к	1	3
132	в динамике	1	3
133	хотя бы	6	3
134	в иной	1	3
135	мы увидим	2	3
136	на своем	1	3
137	одним из	2	2
138	также и	1	2
139	в этот	1	2
140	связана с	2	2
141	проникает в	1	2
142	высшей степени	3	2
143	к чему	1	2
144	а как	4	2
145	вопрос о	2	2
146	не все	1	2
147	по отношению	8	2
148	относится к	3	2
149	в истории	3	2
150	в центре	1	2
151	как в	1	2
152	всего –	1	2
153	все же	5	2
154	и как	6	2
155	от этого	2	2
156	и у	2	2
157	под ним	1	2
158	все эти	3	2
159	бы не	2	2
160	приводит к	2	2
161	с их	1	2
162	вообще не	1	2
163	как он	1	2
164	если бы	11	2
165	приходят к	1	2
166	к миру	1	2
167	не значит	1	2
168	человека –	1	2
169	прежде чем	1	2
170	новый свет	1	2
171	входит в	1	2
172	на протяжении	2	2
173	место в	2	2
174	мысли и	3	2
175	в дневнике	1	2
176	от его	1	2
177	сих пор	3	2
178	все –	2	2
179	в то	8	2
180	в основе	9	2
181	того чтобы	6	2
182	котором не	1	2
183	и сама	1	2
184	не принадлежит	1	2
185	в каком	3	2
186	ему удалось	1	2
187	когда мы	1	2
188	есть только	1	2
189	могут быть	3	2
190	одно только	2	2
191	его с	1	2
192	как для	1	2
193	него как	1	2
194	должен быть	2	2
195	и от	3	2
196	и что	1	2
197	различие между	2	2
198	и когда	1	2
199	еще в	1	2
200	по сравнению	1	2
201	с ним	1	2
202	о том	3	2
203	и мир	1	2
204	существует не	1	2
205	мы видим	1	2
206	зло и	1	2
207	жизни и	2	2
208	так называемый	1	2
209	не стал	1	2
210	ведь это	2	2
211	привела к	2	2
212	отношению к	8	2
213	даже и	2	2
214	для того	6	2
215	в свой	1	2
216	в высшей	3	2
217	до сих	3	2
218	у самого	1	2
219	и самый	1	2
220	связано с	3	2
221	отрывается от	1	2
222	его как	1	2
223	о чем	2	2
224	он и	2	2
225	в той	5	2
226	как бы	19	2
227	быть не	1	2
228	него не	1	2
229	и нет	1	2
230	в начале	2	2
231	душевной жизни	1	2
232	в более	2	2
233	и для	7	2
234	не существует	3	2
235	бы в	4	2
236	дневнике писателя	1	2
237	отношении к	5	2
238	жизни в	1	2
239	в свою	6	2
240	сказать что	4	2
241	свободой и	1	2
242	к этому	5	2
243	нем нет	2	1
244	также что	1	1
245	и то	3	1
246	становится в	1	1
247	выражения в	2	1
248	и ценностей	1	1
249	на самом	7	1
250	его со	1	1
251	между двумя	1	1
252	к другому	5	1
253	и до	3	1
254	внутреннюю жизнь	1	1
255	с темой	1	1
256	в зависимости	2	1
257	определяется в	1	1
258	сказать с	1	1
259	– глубоко	1	1
260	мы не	2	1
261	имеет свою	1	1
262	но она	1	1
263	– оно	1	1
264	что иное	1	1
265	принадлежит к	1	1
266	то это	1	1
267	зависимости от	2	1
268	этой исторической	1	1
269	начало и	1	1
270	себе а	1	1
271	еще не	3	1
272	в покое	1	1
273	иное как	2	1
274	во всех	6	1
275	то мы	2	1
276	самом деле	9	1
277	к области	1	1
278	к которой	1	1
279	для других	3	1
280	если в	1	1
281	и действительно	1	1
282	иногда и	3	1
283	отличие от	3	1
284	и речи	2	1
285	что они	2	1
286	в одной	2	1
287	его на	1	1
288	в различные	1	1
289	его к	2	1
290	в каком-то	1	1
291	искусство и	1	1
292	сфере как	1	1
293	что же	1	1
294	– разгадать	1	1
295	так совершенно	1	1
296	является лишь	4	1
297	христианство –	1	1
298	роль в	1	1
299	ее как	1	1
300	но ведь	3	1
301	в такую	1	1
302	а вовсе	1	1
303	эпохи возрождения	1	1
304	силой и	2	1
305	видел в	1	1
306	всех этих	1	1
307	нее и	1	1
308	не связан	1	1
309	к одному	1	1
310	– лишь	4	1
311	этого вопроса	1	1
312	ним не	1	1
313	в силу	1	1
314	сознание как	1	1
315	из него	2	1
316	лишь с	2	1
317	конца и	1	1
318	значительной степени	2	1
319	в каждом	1	1
320	подход к	2	1
321	как они	1	1
322	же не	1	1
