N	2gram	Vinokur_Ku_1	Tvorches
1	у достоевского	1	28
2	и в	24	21
3	как бы	7	17
4	в то	2	15
5	то же	8	13
6	времени в	1	13
7	в его	12	13
8	достоевского в	1	12
9	как и	2	12
10	же время	2	12
11	что в	17	12
12	с его	4	11
13	том что	21	11
14	все это	6	10
15	как в	4	8
16	он не	2	8
17	то что	9	8
18	в году	1	7
19	и на	4	7
20	но в	2	7
21	не только	10	7
22	при этом	6	7
23	тем самым	4	7
24	во многом	1	7
25	и не	12	7
26	в том	30	7
27	в свою	3	7
28	в этом	14	6
29	достоевского не	1	6
30	в котором	3	6
31	не менее	7	6
32	и его	5	6
33	о том	9	6
34	и все	2	6
35	что он	6	6
36	для него	1	6
37	xix века	5	6
38	а в	5	6
39	жизни в	1	6
40	отнюдь не	1	5
41	все же	12	5
42	в этой	3	5
43	таким образом	12	5
44	вовсе не	10	5
45	в своих	1	5
46	потому что	23	5
47	как будто	1	5
48	только в	11	5
49	может быть	13	5
50	а не	8	5
51	но это	1	5
52	это уже	1	5
53	хотя бы	10	5
54	не имеют	3	4
55	в своем	3	4
56	и как	2	4
57	та же	1	4
58	в целом	4	4
59	это не	7	4
60	в своей	2	4
61	мысли и	1	4
62	своего рода	1	4
63	не случайно	6	4
64	в конечном	1	4
65	прежде всего	9	4
66	на эту	2	4
67	не может	7	4
68	и от	1	4
69	в основном	1	4
70	один из	4	4
71	с большой	1	4
72	одним из	2	4
73	я и	1	3
74	ту же	1	3
75	и т	33	3
76	на самом	2	3
77	это и	4	3
78	той же	3	3
79	среды и	1	3
80	я не	2	3
81	не был	1	3
82	время в	1	3
83	что я	2	3
84	хотя и	3	3
85	в самом	10	3
86	в нем	4	3
87	в россии	1	3
88	на его	3	3
89	и по	1	3
90	в каждом	2	3
91	что все	2	3
92	и с	5	3
93	и других	1	3
94	на протяжении	1	3
95	соответствии с	3	3
96	далеко не	1	3
97	в их	3	3
98	представление о	3	3
99	даже в	3	3
100	человека но	1	3
101	дело не	2	3
102	дело в	1	3
103	никогда не	2	3
104	достоевский в	1	3
105	в бесах	1	3
106	в дальнейшем	1	3
107	с ним	5	3
108	того что	9	3
109	который в	1	3
110	уже не	8	3
111	уже в	3	3
112	говорит о	1	3
113	не так	1	3
114	так как	9	3
115	в соответствии	3	3
116	в которой	6	3
117	связан с	1	3
118	и даже	3	3
119	с другой	7	3
120	но и	6	3
121	но не	5	3
122	он говорит	1	3
123	для человека	1	3
124	это как	1	3
125	но если	2	3
126	жизни и	1	3
127	ее в	2	3
128	так же	4	3
129	вряд ли	1	2
130	в нашей	1	2
131	того же	4	2
132	проблемы в	1	2
133	а г	1	2
134	самом деле	9	2
135	на деле	1	2
136	в первом	3	2
137	по преимуществу	2	2
138	действительности и	1	2
139	есть не	1	2
140	социальной действительности	1	2
141	руссо и	1	2
142	и он	3	2
143	в ней	6	2
144	в отличие	1	2
145	не нужно	1	2
146	в чем	1	2
147	не то	1	2
148	если в	2	2
149	отличие от	1	2
150	в одной	1	2
151	же с	1	2
152	как к	1	2
153	когда он	3	2
154	отчасти и	1	2
155	в себе	3	2
156	что она	3	2
157	тем не	4	2
158	так сказать	5	2
159	о котором	2	2
160	и тем	2	2
161	в данном	4	2
162	и того	2	2
163	в этих	4	2
164	не столько	2	2
165	не в	11	2
166	но он	1	2
167	по крайней	5	2
168	т п	18	2
169	однако в	1	2
170	и против	2	2
171	одна из	1	2
172	и притом	1	2
173	но только	1	2
174	с особым	1	2
175	иными словами	4	2
176	свидетельствует о	2	2
177	прямо в	1	2
178	в духе	3	2
179	могут быть	1	2
180	к тому	5	2
181	где он	1	2
182	в жизни	1	2
183	более не	1	2
184	это время	1	2
185	в виду	5	2
186	из главных	1	2
187	в себя	1	2
188	на том	3	2
189	и когда	1	2
190	так и	7	2
191	за то	1	2
192	об этом	1	2
193	во второй	1	2
194	можно сказать	3	2
195	из других	1	2
196	настоящее время	1	2
197	одного из	1	2
198	что его	2	2
199	переходит в	1	2
200	что и	4	2
201	себя но	1	2
202	крайней мере	5	2
203	в лице	1	2
204	в литературе	1	2
205	в двух	1	2
206	тот же	2	2
207	традиции в	2	2
208	наше время	1	2
209	в качестве	7	2
210	так что	4	2
211	же и	2	2
212	и у	1	2
213	из них	4	2
214	был бы	2	2
215	под сомнение	1	2
216	мы находим	1	2
217	раз на	2	2
218	в современном	1	2
219	только на	1	2
220	именно в	6	2
221	что не	5	2
222	влияние на	1	2
223	от мысли	1	2
224	что для	1	2
225	до конца	2	2
226	зависит от	1	2
227	и далее	1	2
228	его как	1	2
229	было в	2	2
230	все более	1	2
231	в частности	4	2
232	вместе с	7	2
233	в него	1	2
234	к жизни	2	2
235	эти слова	1	2
236	еще более	1	2
237	я от	1	2
238	так ли	1	2
239	перед нами	1	2
240	не мог	2	2
241	в наше	1	2
242	в одно	1	2
243	ли в	2	2
244	или в	2	2
245	справедливо указывает	2	2
246	не отрицал	1	2
247	только что	1	2
248	в стихах	1	2
249	не знает	1	2
250	сказать что	1	2
251	к этому	1	2
252	точно так	1	2
253	гораздо более	3	2
254	эта идея	1	1
255	и развитие	1	1
256	в сфере	1	1
257	к их	1	1
258	же как	1	1
259	совершенно справедливо	1	1
260	и фактически	1	1
261	связана с	1	1
262	переход от	4	1
263	к своей	1	1
264	но тем	1	1
265	и есть	2	1
266	очень много	2	1
267	из самых	1	1
268	от которых	1	1
269	и этот	1	1
270	также и	2	1
271	о внутренней	1	1
272	на пороге	1	1
273	мы имеем	6	1
274	как единство	1	1
275	что если	2	1
276	в сущности	3	1
277	говорить о	1	1
278	что иное	1	1
279	что николай	1	1
280	нет ли	1	1
281	но даже	1	1
282	то это	3	1
283	построения в	1	1
284	что можно	2	1
285	частный случай	1	1
286	с большим	3	1
287	вопрос об	1	1
288	одно из	2	1
289	еще не	5	1
290	иное как	2	1
291	столь же	1	1
292	во всех	1	1
293	сознания а	1	1
294	тем как	1	1
295	к компромиссу	1	1
296	как правило	1	1
297	совершенно прав	1	1
298	совсем не	1	1
299	наряду с	1	1
300	действия и	2	1
301	подлинное содержание	1	1
302	по отношению	8	1
303	как справедливо	1	1
304	тогда как	2	1
305	что так	3	1
306	к сожалению	1	1
307	в истории	3	1
308	как говорит	1	1
309	государства и	1	1
310	с этим	4	1
311	кроме того	1	1
312	и где	1	1
313	целый ряд	5	1
314	ищет в	1	1
315	его к	3	1
316	в действительности	1	1
317	конкретного действия	1	1
318	основных законов	1	1
319	со своей	1	1
320	всего лишь	1	1
321	бы и	2	1
322	что это	5	1
323	формы в	2	1
324	все эти	6	1
325	без особой	1	1
326	чуть ли	2	1
327	учение о	4	1
328	еще один	2	1
329	в известном	1	1
330	нас на	1	1
331	говорят о	1	1
332	имеем в	1	1
333	тому же	1	1
334	и те	1	1
335	фраза из	2	1
336	и если	3	1
337	больше всего	2	1
338	связанные с	1	1
339	да и	1	1
340	т д	14	1
341	одного лица	1	1
342	всех этих	1	1
343	в первую	4	1
344	не значит	1	1
345	как средство	1	1
346	большой степени	1	1
347	же невозможно	1	1
348	к одному	1	1
349	что еще	1	1
350	же порядка	1	1
351	представлению о	1	1
352	и вот	1	1
353	у читателя	1	1
354	гоголю и	1	1
355	с представлением	1	1
356	на этом	1	1
357	в большой	1	1
358	с законами	1	1
359	а вместе	1	1
360	вело к	1	1
361	то ни	1	1
362	эта книга	1	1
363	же не	1	1
364	значение в	1	1
365	же касается	4	1
366	внутренней форме	1	1
367	его не	1	1
368	на ту	1	1
369	на все	1	1
370	традиции и	1	1
371	на этой	1	1
372	читать и	1	1
373	его в	1	1
374	это было	2	1
375	заключается в	2	1
376	которого не	1	1
377	было бы	15	1
378	то все	1	1
379	следует рассматривать	1	1
380	роль в	4	1
381	все другие	1	1
382	лишь на	1	1
383	связанным с	1	1
384	он приходит	1	1
385	ни в	2	1
386	для них	2	1
387	не люблю	1	1
388	родной язык	1	1
389	в них	7	1
390	все равно	2	1
391	показывает что	1	1
392	с этой	2	1
393	с тем	5	1
394	в действии	1	1
395	и уже	1	1
396	можно считать	1	1
397	и было	2	1
398	одного и	2	1
399	на первый	1	1
400	можно только	1	1
401	что такое	6	1
402	на философию	1	1
403	же это	1	1
404	на месте	2	1
405	он понимал	1	1
406	бы что	1	1
407	от себя	2	1
408	заявил что	1	1
409	всякий раз	1	1
410	не самый	1	1
411	подлинный смысл	1	1
412	и правильное	1	1
413	мы были	1	1
414	в прямом	1	1
415	его пожалуй	1	1
416	и более	2	1
417	том же	2	1
418	что этот	1	1
419	по себе	2	1
420	а вот	1	1
421	в историческом	1	1
422	тому что	3	1
423	человеку не	1	1
424	истории по	1	1
425	в таких	4	1
426	что с	2	1
427	что ему	1	1
428	пусть даже	1	1
429	в смысле	2	1
430	не имеет	2	1
431	так уж	1	1
432	что их	2	1
433	в процессе	1	1
434	дневника писателя	1	1
435	значение при	1	1
436	это еще	1	1
437	нельзя не	1	1
438	казалось бы	3	1
439	как формы	1	1
440	в самой	4	1
441	на себя	3	1
442	учения о	1	1
443	всего на	1	1
444	на практике	3	1
445	в русском	4	1
446	как она	1	1
447	и учение	1	1
448	его собственное	1	1
449	на некоторые	1	1
450	до того	2	1
451	до первого	1	1
452	и делает	1	1
