N	4gram	Voloshinov_1	Formalny
1	в то же время	1	5
2	не может быть и	2	3
3	и не может быть	1	2
4	на один шаг не	1	2
5	ни на один шаг	1	2
6	но тем не менее	2	1
7	мы имеем в виду	1	1
8	не приблизимся к пониманию	1	1
9	шаг не приблизимся к	1	1
10	ни в чем не	1	1
11	если мы обратимся к	1	1
12	один шаг не приблизимся	1	1
13	не может быть оторвано	1	1
14	мы ни на один	1	1
15	то же время не	1	1
16	так называемый формальный метод	1	1
17	все более и более	1	1
18	один и тот же	1	1
19	в такой же степени	1	1
20	но в то же	1	1
21	может быть оторвано от	1	1
