N	3gram	Medvedev_F_2	Komedia
1	в том что	2	5
2	вместе с тем	4	4
3	для того чтобы	3	4
4	так или иначе	1	3
5	в связи с	10	3
6	то же время	5	3
7	едва ли можно	1	3
8	в то же	5	3
9	чуть ли не	1	2
10	не говоря уже	1	2
11	в этом смысле	2	2
12	в одной из	1	2
13	до сих пор	1	2
14	говоря уже о	1	2
15	в той же	1	2
16	в отличие от	2	2
17	бы то ни	1	2
18	с одной стороны	1	2
19	то что он	1	2
20	во всяком случае	5	2
21	и т п	9	2
22	к тому что	2	2
23	что и в	1	2
24	поэтому когда в	1	1
25	как например в	1	1
26	сводится к тому	1	1
27	в какой мере	2	1
28	и к их	1	1
29	сравнивая его с	1	1
30	в самом деле	5	1
31	тому что и	1	1
32	это было в	1	1
33	не похож на	1	1
34	с точки зрения	7	1
35	на первый план	2	1
36	это время и	2	1
37	и еще более	1	1
38	только в том	1	1
39	как это было	2	1
40	том случае если	1	1
41	и в то	3	1
42	с самого начала	2	1
43	но и в	3	1
44	что в нем	2	1
45	может быть даже	1	1
46	только тем что	1	1
47	вместе с ними	1	1
48	в том случае	2	1
49	семейной жизни и	1	1
50	же что и	1	1
51	и во всяком	1	1
52	в этой области	1	1
53	по этому вопросу	1	1
54	на задний план	1	1
55	бы столь же	1	1
56	с другой стороны	3	1
57	мере в какой	1	1
58	не может быть	10	1
59	к отказу от	1	1
60	так и для	1	1
61	не было бы	1	1
62	она могла бы	1	1
63	того или иного	4	1
64	то на что	1	1
65	более или менее	1	1
66	тем обстоятельством что	1	1
67	только в связи	1	1
68	что он не	1	1
69	всяком случае в	1	1
70	так и в	3	1
71	в свою очередь	1	1
72	ничего этого нет	1	1
73	связи с этим	3	1
74	хотя бы в	3	1
75	но в этом	2	1
76	но все же	2	1
77	как мы знаем	2	1
78	но все эти	1	1
79	в большинстве случаев	3	1
80	его от всех	1	1
81	тем не менее	1	1
82	как мы видели	4	1
