N	3gram	Losev_Dial_2	Problemy
1	то же время	4	10
2	в то же	3	10
3	на самом деле	1	9
4	с самого начала	2	8
5	мы уже говорили	1	5
6	в той или	2	4
7	во всяком случае	2	4
8	и прежде всего	2	4
9	той или иной	1	4
10	друг с другом	1	4
11	в этом смысле	1	3
12	бы то ни	1	3
13	одно и то	4	3
14	в конце концов	1	3
15	и то же	4	3
16	что у меня	1	3
17	с другой стороны	4	3
18	в братьях карамазовых	1	3
19	и в нем	1	3
20	не может быть	3	3
21	к тому же	1	3
22	с точки зрения	8	2
23	и не может	1	2
24	как и все	2	2
25	и в то	1	2
26	сам по себе	3	2
27	по себе и	1	2
28	и в этом	1	2
29	на тему о	1	2
30	и та же	4	2
31	одна и та	4	2
32	мы можем сказать	1	2
33	подобно тому как	1	2
34	но все же	1	2
35	как мы уже	1	2
36	на всю жизнь	1	2
37	в том что	6	2
38	можем сказать что	1	2
39	внутреннего и внешнего	2	2
40	но уже и	1	1
41	все более и	1	1
42	одних и тех	1	1
43	на этом моменте	1	1
44	хочет чтобы все	1	1
45	он мог бы	1	1
46	так же и	1	1
47	в самом деле	3	1
48	но даже и	1	1
49	в том и	1	1
50	том что он	1	1
51	того или другого	1	1
52	может и не	1	1
53	да и то	1	1
54	в одних и	1	1
55	уже сама по	1	1
56	в нем и	2	1
57	нам еще придется	1	1
58	до сих пор	2	1
59	но тотчас же	1	1
60	вместе с тем	1	1
61	но между тем	1	1
62	всего то что	1	1
63	что в нем	2	1
64	он с первого	1	1
65	за то что	1	1
66	это вовсе не	2	1
67	со всех сторон	1	1
68	по крайней мере	9	1
69	главным образом в	1	1
70	и то что	1	1
71	и тех же	1	1
72	может быть и	3	1
73	к тому что	1	1
74	о том как	1	1
75	то время как	3	1
76	с другом что	1	1
77	в данном случае	2	1
78	что на самом	1	1
79	общения с ним	1	1
80	и все его	1	1
81	время как в	1	1
82	как будто бы	3	1
83	и как бы	1	1
84	том что первая	1	1
85	даже и на	1	1
86	однако вернемся к	1	1
87	в нем не	1	1
88	и из нее	1	1
89	так бы и	1	1
90	я не могу	1	1
91	том и в	1	1
92	и в том	1	1
93	потому что они	2	1
94	в свое время	1	1
95	в то время	3	1
96	что он есть	1	1
97	это еще не	1	1
98	не все же	1	1
99	и пр в	1	1
100	большей или меньшей	1	1
101	и вместе с	1	1
102	о том что	4	1
103	но все эти	1	1
104	более и более	1	1
105	можно сказать что	3	1
106	как бы ни	2	1
107	вопрос о том	1	1
108	тем не менее	2	1
109	сама по себе	7	1
110	то что они	1	1
111	что это еще	1	1
112	и как будто	1	1
113	уже не в	1	1
114	что и в	1	1
115	то же но	1	1
116	в своей душе	1	1
117	то же самое	2	1
118	в этом отношении	1	1
119	и в другом	1	1
