N	3gram	Vinokur_Ku_2	RusskieA
1	в том что	10	15
2	и т д	14	9
3	состоит в том	1	8
4	том что в	1	6
5	вместе с тем	2	6
6	в этом случае	2	5
7	и в других	1	4
8	в связи с	3	4
9	о том что	1	4
10	к тому что	1	4
11	в настоящее время	1	3
12	с точки зрения	8	3
13	тем не менее	5	3
14	к этому же	1	2
15	что иное как	1	2
16	в области изучения	1	2
17	как это имеет	1	2
18	но это не	1	2
19	может быть и	1	2
20	и потому что	2	2
21	не только у	1	2
22	и некоторые другие	1	2
23	в свою очередь	2	2
24	но все же	2	2
25	в большинстве случаев	1	2
26	после того как	1	2
27	это имеет место	1	2
28	не значит что	1	2
29	не что иное	1	2
30	потому что он	2	1
31	а следовательно и	2	1
32	хотя и не	1	1
33	только потому что	6	1
34	одном и том	1	1
35	иметь в виду	1	1
36	в виду что	1	1
37	в противном случае	1	1
38	точно так же	3	1
39	на самом деле	2	1
40	одна из основных	1	1
41	точки зрения в	3	1
42	т д и	1	1
43	не оставляет сомнений	1	1
44	и не только	1	1
45	в первые годы	1	1
46	что мы имеем	1	1
47	можно говорить о	1	1
48	мы должны признать	1	1
49	связанные с этим	1	1
50	в этом отношении	3	1
51	и т п	24	1
52	составляют необходимую принадлежность	1	1
53	можно было бы	9	1
54	в своем дневнике	1	1
55	на этот вопрос	2	1
56	не случайно что	1	1
57	это не имеет	1	1
58	и у других	1	1
59	не до конца	1	1
60	т е в	1	1
61	не потому что	1	1
62	в особенности же	2	1
63	не только в	4	1
64	могут рассматриваться как	1	1
65	сказывается и в	1	1
66	и том же	1	1
67	и в первый	1	1
68	в отличие от	2	1
69	оставляет сомнений в	1	1
70	не только для	1	1
71	т е на	2	1
72	приводит к тому	1	1
73	это все же	1	1
74	потому что она	1	1
75	для нас особенно	1	1
76	во всяком случае	5	1
77	мы имеем здесь	1	1
78	по содержанию своему	1	1
79	так же как	2	1
80	и в том	2	1
81	есть вместе с	2	1
82	и пр и	1	1
83	и по другим	1	1
84	об этом можно	1	1
85	из всех этих	1	1
86	с а а	1	1
87	в одном и	1	1
88	в русском языке	9	1
89	в то время	1	1
90	и здесь следует	1	1
91	не только потому	2	1
92	ничего общего с	1	1
93	что подобного рода	1	1
94	легко заметить что	1	1
95	может быть лучше	1	1
96	этом случае он	1	1
97	русском языке на	1	1
98	один от другого	1	1
99	несмотря на все	1	1
100	можно сказать что	2	1
101	не более как	1	1
102	на то что	2	1
103	он так и	1	1
104	имеет тот же	1	1
105	у нас в	1	1
106	доказать что в	1	1
107	как и в	1	1
108	потому что они	1	1
109	в совершенно ином	1	1
110	это имело место	1	1
111	только тогда когда	1	1
112	вне зависимости от	1	1
113	как мы знаем	1	1
114	в данном случае	1	1
115	как мы видели	1	1
