N	4gram	Propp_Isto_5	Myslijsy
1	по мере того как	1	4
2	в то же время	1	3
3	но тем не менее	1	2
4	только в том что	1	1
5	с другой стороны в	1	1
6	вопрос о том что	1	1
7	только после того как	1	1
8	иметь в виду что	1	1
9	и вместе с тем	1	1
10	тем не менее можно	1	1
11	не менее можно сказать	1	1
12	и т д то	1	1
13	ту же роль что	1	1
14	в том смысле в	1	1
15	выводы можно сделать из	1	1
16	если бы мы не	1	1
17	в том числе и	1	1
18	выше мы видели что	1	1
19	играет ту же роль	1	1
20	уже после того как	2	1
21	говорит так как человек	1	1
22	в этом случае мы	1	1
23	таким образом мы видим	1	1
24	том смысле в каком	1	1
25	менее можно сказать что	1	1
