N	3gram	Propp_Morf_1	formyVre
1	с точки зрения	2	8
2	в связи с	8	7
3	для того чтобы	2	7
4	друг с другом	1	4
5	о том как	1	3
6	в большинстве случаев	3	3
7	в том что	3	3
8	и т д	39	3
9	в этом случае	8	2
10	до сих пор	1	2
11	друг на друга	2	2
12	все же в	1	2
13	может быть и	2	2
14	в этом отношении	1	2
15	похожи друг на	1	2
16	связи с этим	4	2
17	это значит что	1	2
18	мы имеем в	1	2
19	с этим в	1	1
20	в форме диалога	1	1
21	мы будем говорить	1	1
22	и пр и	2	1
23	по существу является	1	1
24	на корабль и	1	1
25	а вовсе не	1	1
26	имеется и в	1	1
27	на самом деле	4	1
28	том что он	1	1
29	по существу не	1	1
30	наряду с этим	3	1
31	как мы увидим	4	1
32	но прежде чем	1	1
33	точном смысле слова	1	1
34	то что в	2	1
35	в море все	1	1
36	дело идет об	1	1
37	так и здесь	1	1
38	с тех пор	1	1
39	одно и то	1	1
40	мы увидим дальше	1	1
41	то время как	3	1
42	как и в	2	1
43	в данном случае	1	1
44	с одной стороны	1	1
45	на первый взгляд	3	1
46	и то же	1	1
47	а также и	3	1
48	обстоит дело с	1	1
49	это не значит	2	1
50	все более и	1	1
51	но и другие	1	1
52	с другой стороны	4	1
53	вместо того чтобы	1	1
54	не может быть	9	1
55	герой в этом	1	1
56	в то время	3	1
57	в тех же	4	1
58	о том что	1	1
59	в результате и	1	1
60	с самого начала	1	1
61	на свое место	1	1
62	более и более	1	1
63	в этих условиях	1	1
64	но все же	3	1
65	можно сказать что	1	1
66	если же в	1	1
67	сюда же относится	1	1
68	в другом случае	1	1
69	к тому что	3	1
70	во всех случаях	1	1
71	или вовсе не	1	1
72	сюда прежде всего	1	1
73	что и в	1	1
74	т д он	2	1
75	в точном смысле	1	1
76	вне связи с	2	1
