N	2gram	Losev_Dial_3	Istorich
1	и в	24	25
2	вместе с	1	22
3	что он	13	22
4	и т	24	20
5	т д	23	18
6	может быть	13	17
7	представление о	1	17
8	т е	48	16
9	мы имеем	1	14
10	не только	23	13
11	но и	9	13
12	в его	2	12
13	так как	6	11
14	уже не	5	11
15	и не	27	11
16	в этом	8	10
17	тем что	3	10
18	все же	3	10
19	и его	5	9
20	его в	1	9
21	в виде	8	9
22	с другой	4	9
23	таким образом	13	9
24	еще не	2	8
25	и на	3	8
26	все эти	3	8
27	что в	7	8
28	на него	1	8
29	связи с	1	8
30	и что	15	8
31	мы знаем	3	8
32	другой стороны	2	8
33	связь с	1	8
34	том что	8	8
35	в нем	3	7
36	как и	7	7
37	во время	1	7
38	представлений о	1	7
39	потому что	7	7
40	о том	6	7
41	и здесь	2	7
42	то что	14	7
43	только в	5	7
44	с одной	3	7
45	в качестве	1	7
46	при помощи	3	7
47	превращается в	6	7
48	одной стороны	3	7
49	но это	5	7
50	тот кто	1	7
51	в мифе	13	7
52	в частности	2	7
53	иной мир	1	6
54	это не	4	6
55	не может	19	6
56	в этих	1	6
57	не в	3	6
58	и он	2	6
59	что и	6	6
60	себя в	2	6
61	прежде всего	8	6
62	на небо	2	6
63	могут быть	2	6
64	или в	2	6
65	в том	5	6
66	например в	2	5
67	ясно что	7	5
68	мы не	5	5
69	в ней	2	5
70	но не	2	5
71	с этим	3	5
72	что это	12	5
73	но все	1	5
74	миф о	3	5
75	как мы	2	5
76	показывает что	2	5
77	так же	4	5
78	в него	1	5
79	для нас	2	5
80	же как	2	4
81	и это	4	4
82	то же	6	4
83	мы уже	3	4
84	в ее	1	4
85	от этого	1	4
86	в истории	4	4
87	его на	2	4
88	в которой	1	4
89	он не	5	4
90	не как	1	4
91	что все	14	4
92	и тем	2	4
93	не всегда	1	4
94	тем не	10	4
95	не менее	11	4
96	того как	1	4
97	все еще	2	4
98	в некоторых	1	4
99	совершенно ясно	1	4
100	что у	2	4
101	с ним	1	4
102	а именно	2	4
103	же можно	2	4
104	если не	3	4
105	все это	6	4
106	в связи	1	4
107	из себя	2	4
