N	3gram	Vinokur_St_3	Istorich
1	с другой стороны	4	8
2	и т д	2	8
3	с одной стороны	2	7
4	в том что	11	5
5	до сих пор	2	4
6	не только в	3	4
7	о том что	4	4
8	мы имеем в	2	4
9	вместе с тем	1	3
10	то время как	4	3
11	но так как	1	3
12	в то время	4	3
13	не может быть	5	3
14	потому что он	2	2
15	но и в	2	2
16	же можно сказать	1	2
17	в некоторых случаях	1	2
18	в своих целях	1	2
19	сих пор мы	1	2
20	во всяком случае	4	2
21	но все же	2	2
22	можно было бы	1	2
23	как мы видели	1	2
24	в прямом смысле	1	1
25	того что в	1	1
26	есть и такие	1	1
27	более или менее	1	1
28	но то что	1	1
29	так как в	1	1
30	важно отметить что	2	1
31	том что он	1	1
32	того или другого	1	1
33	то же можно	1	1
34	в одной из	1	1
35	о котором говорилось	1	1
36	тем что в	2	1
37	очень часто в	1	1
38	таким образом в	1	1
39	с тем что	3	1
40	но это не	3	1
41	а иногда и	1	1
42	с этой точки	1	1
43	и тем не	2	1
44	у нас но	1	1
45	и мн др	1	1
46	не потому что	1	1
47	на эти вопросы	1	1
48	отличается тем что	1	1
49	одной стороны он	1	1
50	и при помощи	1	1
51	котором говорилось выше	1	1
52	а с другой	2	1
53	так или иначе	1	1
54	и сам он	1	1
55	в этом направлении	1	1
56	пор мы не	1	1
57	что у него	1	1
58	примеры показывают что	1	1
59	в том смысле	2	1
60	в свое время	1	1
61	к отказу от	1	1
62	этой точки зрения	1	1
63	независимо от того	2	1
64	вместе с ним	1	1
65	от того что	1	1
66	том смысле что	1	1
67	не означает что	1	1
68	и не потому	1	1
69	что в ней	1	1
70	речь идет о	1	1
71	не менее в	1	1
72	можно сказать что	1	1
73	на то что	3	1
74	сказывается и в	1	1
75	из этих двух	1	1
76	но в целом	1	1
77	тем не менее	2	1
78	для того чтобы	1	1
