N	3gram	Bakhtin_Pr_1	Mirosoze
1	не может быть	4	8
2	друг к другу	1	5
3	для того чтобы	1	4
4	что и в	1	4
5	же как и	1	3
6	до сих пор	2	3
7	и иван карамазов	1	3
8	к тому что	1	3
9	так же как	1	3
10	в высшей степени	1	3
11	и в этом	5	3
12	это и есть	1	3
13	потому что она	3	3
14	в творчестве достоевского	4	3
15	что она не	3	2
16	как и всегда	1	2
17	подобно тому как	3	2
18	потому что он	1	2
19	может быть назван	1	2
20	и для него	1	2
21	но достоевский не	1	2
22	но это не	2	2
23	с самим собою	1	2
24	и никогда не	1	2
25	может быть и	1	2
26	т е в	2	2
27	в отношении к	1	2
28	о том что	1	2
29	по отношению к	8	2
30	только в россии	1	2
31	для него нет	2	2
32	что это не	1	2
33	может быть лишь	1	2
34	в том что	6	2
35	только это и	1	2
36	из подполья и	2	2
37	для него не	2	1
38	а следовательно и	1	1
39	по замыслу достоевского	1	1
40	записок из подполья	2	1
41	обычном смысле слова	1	1
42	том что он	4	1
43	и его любовь	1	1
44	в нем и	1	1
45	с точки зрения	13	1
46	достоевского нельзя найти	1	1
47	и его жизнь	1	1
48	в своей книге	1	1
49	голос самого достоевского	1	1
50	у него есть	1	1
51	переносится в вечность	1	1
52	в романах достоевского	5	1
53	между тем как	4	1
54	в себе и	1	1
55	в этом отношении	3	1
56	тому как в	1	1
57	все те же	1	1
58	достоевского не только	1	1
59	выход за пределы	1	1
60	достоевский не знает	1	1
61	он остается в	1	1
62	обладают лишь те	1	1
63	что действие романа	1	1
64	в своем творчестве	1	1
65	а не только	1	1
66	не потому что	1	1
67	у достоевского нельзя	1	1
68	в противоречии с	1	1
69	в обычном смысле	1	1
70	по сравнению с	1	1
71	и менее всего	1	1
72	достоевского не есть	1	1
73	и хоть и	1	1
74	что он сам	1	1
75	место в творчестве	1	1
76	за пределы своего	1	1
77	ни в какие	1	1
78	не дает никакой	1	1
79	и не раскрывает	1	1
80	по ту сторону	2	1
81	том что это	1	1
82	идеи в нем	2	1
83	в себе он	1	1
84	а не о	1	1
85	та или иная	1	1
86	но он не	1	1
87	он не знал	1	1
88	сама по себе	1	1
89	на самом деле	4	1
90	в целом мире	1	1
91	и в нем	1	1
92	то же что	3	1
93	творчестве достоевского но	1	1
94	она не может	1	1
95	в конце концов	5	1
96	именно потому что	2	1
