N	4gram	Losev_Prob_5	Dialekti
1	не что иное как	3	6
2	в то время как	3	4
3	по крайней мере в	1	3
4	уже по одному тому	1	2
5	с этой точки зрения	1	2
6	не говоря уже о	1	2
7	по одному тому что	1	2
8	или по крайней мере	1	1
9	говоря уже о том	1	1
10	не выдерживает никакой критики	1	1
11	мы как раз и	1	1
12	с точки зрения истории	1	1
13	в такой же мере	1	1
14	не чем иным как	2	1
15	бы то ни было	1	1
16	тем не менее в	1	1
17	уже о том что	1	1
18	в том смысле что	1	1
19	а мы как раз	1	1
20	в то же время	1	1
21	кого бы то ни	1	1
22	в связи с этим	1	1
