N	3gram	Vinokur_Ku_2	Literetu
1	то же время	3	7
2	в то же	3	7
3	в этом отношении	3	5
4	в отличие от	2	5
5	к тому же	1	5
6	не говоря уже	2	4
7	в данном случае	1	4
8	с одной стороны	1	4
9	о том что	1	4
10	в том что	10	4
11	в соответствии с	2	3
12	с точки зрения	8	3
13	говоря уже о	2	3
14	не может быть	4	3
15	то что я	1	2
16	состоит в том	1	2
17	в самом деле	7	2
18	потому что не	1	2
19	бы то ни	1	2
20	и в частности	1	2
21	в том чтобы	1	2
22	не только в	4	2
23	то ни было	1	2
24	так или иначе	2	2
25	с другой стороны	7	2
26	и в самом	2	2
27	тем что он	2	2
28	на то что	2	2
29	что иное как	1	1
30	записывает в своем	1	1
31	хотя и не	1	1
32	что однако не	1	1
33	уже не может	3	1
34	а прежде всего	1	1
35	на самом деле	2	1
36	т п я	1	1
37	новые и новые	1	1
38	и там где	1	1
39	каждый данный момент	2	1
40	и не только	1	1
41	только в том	2	1
42	в нынешнем его	1	1
43	хотя бы и	2	1
44	вместе с тем	2	1
45	в первую очередь	1	1
46	то именно в	1	1
47	и т п	24	1
48	но это не	1	1
49	в своем дневнике	1	1
50	самого по себе	1	1
51	с тех пор	1	1
52	может быть только	2	1
53	и тем не	4	1
54	и то что	1	1
55	в значительной степени	1	1
56	едва ли не	1	1
57	на этой почве	3	1
58	не что иное	1	1
59	как мы и	1	1
60	может быть не	1	1
61	в каждый данный	2	1
62	не только для	1	1
63	в связи с	3	1
64	а вслед за	1	1
65	но не только	1	1
66	для того чтобы	8	1
67	и в том	2	1
68	свое место в	1	1
69	этой точки зрения	2	1
70	это путь который	1	1
71	с парохода современности	1	1
72	в свою очередь	2	1
73	ничего общего с	1	1
74	а не просто	1	1
75	но и для	1	1
76	в конечном счете	2	1
77	с этой точки	2	1
78	может и не	1	1
79	он все еще	1	1
80	к тому что	1	1
81	в силу своей	1	1
82	сама по себе	1	1
83	тем не менее	5	1
84	политики в области	1	1
85	можно сказать и	1	1
