N	3gram	Bakhtin_sl_2	Narrotol
1	в том что	4	8
2	с одной стороны	5	7
3	о том что	1	6
4	по отношению к	4	6
5	в том числе	1	6
6	в отличие от	12	5
7	не может быть	15	5
8	том числе и	1	4
9	и не в	1	4
10	с другой стороны	1	4
11	той или иной	5	4
12	но все же	4	4
13	в этом отношении	3	3
14	тем не менее	1	3
15	то же время	4	3
16	в свою очередь	2	3
17	в то же	4	3
18	именно в том	1	2
19	не может не	1	2
20	в той или	3	2
21	а не в	1	2
22	более или менее	2	2
23	не только о	2	2
24	с точки зрения	3	2
25	сами по себе	1	2
26	перед нами не	1	2
27	в значительной степени	6	2
28	не только в	2	2
29	в связи с	2	2
30	того или иного	1	2
31	речь идет о	1	2
32	том что в	1	1
33	а не с	1	1
34	и в особенности	2	1
35	и даже не	1	1
36	том что он	1	1
37	том что оно	1	1
38	до сих пор	2	1
39	и в то	1	1
40	до известной степени	1	1
41	лишь одним из	1	1
42	в различные эпохи	2	1
43	как это было	1	1
44	или иной степени	3	1
45	могли бы быть	1	1
46	она может быть	1	1
47	реплики бытового диалога	1	1
48	может быть только	1	1
49	религиозного политического и	1	1
50	может быть и	2	1
51	может и не	1	1
52	становления мира в	1	1
53	а не только	1	1
54	а также и	2	1
55	точки зрения и	1	1
56	героя и не	1	1
57	иметь в виду	1	1
58	в нем не	1	1
59	так и для	2	1
60	так и от	1	1
61	зрения здесь не	1	1
62	чужой речи и	1	1
63	нем не только	1	1
64	одна из существенных	1	1
65	все то что	1	1
66	здесь не только	1	1
67	по себе а	1	1
68	так и в	3	1
69	при этом и	1	1
70	на протяжении всего	1	1
71	включает в себя	2	1
72	к чужому слову	2	1
73	наиболее продуктивным в	1	1
74	далеко не все	1	1
75	во всех его	2	1
76	не с точки	1	1
77	как мы уже	2	1
78	а во второй	1	1
79	тех или иных	1	1
80	то есть к	1	1
81	не довлеет себе	1	1
82	как и в	1	1
83	как мы видели	1	1
