N	3gram	Vygotskiy__4	Psycholo
1	совершенно ясно что	1	14
2	в том что	31	9
3	не может быть	1	8
4	с таким образом	3	8
5	на то что	4	8
6	в самом деле	6	7
7	в том чтобы	2	7
8	о том что	3	7
9	во всяком случае	3	6
10	заключается в том	14	6
11	в зависимости от	1	5
12	то время как	1	5
13	в то время	1	5
14	само по себе	1	5
15	этой точки зрения	4	5
16	подобно тому как	2	5
17	с другой стороны	8	5
18	с одной стороны	9	5
19	для того чтобы	5	5
20	мы никогда не	1	4
21	с этой точки	4	4
22	так же как	5	4
23	как и в	1	4
24	только тогда когда	1	4
25	не в состоянии	1	3
26	что в этом	1	3
27	в какой мере	1	3
28	и той же	4	3
29	только в том	2	3
30	до сих пор	1	3
31	в отличие от	2	3
32	в собственном смысле	7	3
33	в сущности говоря	1	3
34	точно так же	3	3
35	указывает на то	1	3
36	ни в какой	1	3
37	одной и той	4	3
38	в конце концов	1	3
39	не только не	5	3
40	состоит в том	3	2
41	показывает что в	1	2
42	в настоящее время	2	2
43	в этом смысле	8	2
44	то же самое	7	2
45	с точки зрения	11	2
46	имеет в виду	1	2
47	в этом отношении	7	2
48	со всеми остальными	1	2
49	в одинаковой мере	2	2
50	вместе с тем	3	2
51	в том случае	1	2
52	в противоречие с	2	2
53	тому же самому	1	2
54	из которых каждая	1	2
55	тех или иных	1	2
56	так как они	1	2
57	благодаря тому что	1	2
58	собственном смысле слова	1	2
59	мы увидим что	1	2
60	заключается только в	1	2
61	том что мы	1	2
62	в целом ряде	2	2
63	что в области	1	2
64	по себе не	1	2
65	и таким образом	1	2
66	отнюдь не означает	1	2
67	в русском языке	1	2
68	и что следовательно	1	2
69	при этом не	1	2
70	смысле этого слова	7	2
71	мы видим что	2	2
72	на самом деле	1	2
73	тем не менее	1	2
74	что и в	1	2
75	что эта теория	1	2
76	мы видели что	2	2
77	и того же	5	1
78	и том же	1	1
79	друг к другу	1	1
80	такой же мере	1	1
81	и тому же	4	1
82	не может не	2	1
83	на один и	3	1
84	мы видим в	2	1
85	и в результате	2	1
86	одном и том	1	1
87	мы имеем дело	1	1
88	потому что в	1	1
89	оно может быть	2	1
90	если бы мы	1	1
91	одной и другой	1	1
92	но так как	2	1
93	одним и тем	3	1
94	ясно что с	1	1
95	и самый важный	1	1
96	так как в	2	1
97	есть прежде всего	1	1
98	в том числе	2	1
99	том что он	1	1
100	есть необходимое условие	1	1
101	в том же	1	1
102	одной стороны и	2	1
103	же как и	4	1
104	по двум причинам	1	1
105	мы можем изучать	1	1
106	по сравнению с	3	1
107	принять во внимание	1	1
108	луна и месяц	1	1
109	не заключает в	1	1
110	что с точки	1	1
111	и во всех	1	1
112	именно то что	2	1
113	том случае если	1	1
114	при этом он	1	1
115	таким образом как	1	1
116	этом смысле думается	1	1
117	самом деле для	1	1
118	если мы обратимся	5	1
119	то что в	1	1
120	случае в своей	1	1
121	заключает в себе	1	1
122	отсюда ясно что	1	1
123	виде в каком	1	1
124	бы сказать что	3	1
125	того чтобы подойти	1	1
126	традиционное представление о	1	1
127	и то что	4	1
128	не совпадают с	1	1
129	слова те же	1	1
130	мы полагаем что	1	1
131	во внимание что	1	1
132	в процессе развития	1	1
133	едва ли не	1	1
134	совершенно понятно что	1	1
135	тот же предмет	6	1
136	в этой области	2	1
137	чтобы подойти к	1	1
138	что различие между	1	1
139	и тем же	3	1
140	между тем как	3	1
141	не только в	1	1
142	лежит в основе	1	1
143	когда он говорит	1	1
144	том что на	1	1
145	этом не только	1	1
146	чрезвычайно близко к	1	1
147	так как это	1	1
148	и то же	6	1
149	является одновременно и	1	1
150	все больше и	1	1
151	на этот раз	1	1
152	по тому же	1	1
153	приходит к выводу	1	1
154	не могут быть	2	1
155	в какой степени	2	1
156	не иначе как	1	1
157	он говорит что	1	1
158	в такой же	1	1
159	или иных элементов	1	1
160	той и другой	1	1
161	одни и те	3	1
162	с первого взгляда	3	1
163	в связи с	3	1
164	приводит нас к	1	1
165	в чем именно	1	1
166	употребление слова в	1	1
167	но вместе с	2	1
168	как бы в	1	1
169	вместо того чтобы	1	1
170	речь идет о	3	1
171	этого вопроса в	1	1
172	один и тот	7	1
173	на вопрос о	1	1
