N	3gram	Losev_Prob_4	Problemy
1	и т п	1	9
2	с точки зрения	11	8
3	до сих пор	1	7
4	сам по себе	6	5
5	то перед нами	2	5
6	в то же	2	5
7	и не может	1	4
8	сама по себе	2	4
9	и т д	3	4
10	в той или	7	3
11	более или менее	2	3
12	можно было бы	4	3
13	к тому же	2	3
14	с другой стороны	6	3
15	той или иной	11	3
16	никак не может	1	3
17	как и в	1	3
18	хотя и не	2	2
19	в самой этой	1	2
20	как нам кажется	1	2
21	в настоящее время	1	2
22	в этом смысле	3	2
23	том что он	1	2
24	как раз и	1	2
25	нам кажется что	1	2
26	как мы сказали	1	2
27	рядом с собой	1	2
28	это вовсе не	1	2
29	в том или	2	2
30	том или другом	1	2
31	в конце концов	1	2
32	то время как	2	2
33	по себе еще	1	2
34	одно и то	1	2
35	друг к другу	1	2
36	тем не менее	10	2
37	в то время	2	2
38	другой стороны и	1	2
39	в романах достоевского	1	2
40	но все же	1	2
41	на то что	1	2
42	по себе но	1	2
43	себе еще не	1	2
44	о том как	1	1
45	если бы он	1	1
46	а следовательно и	1	1
47	представим себе что	1	1
48	он как и	1	1
49	прежде всего как	1	1
50	иметь в виду	1	1
51	то есть не	3	1
52	убедимся в этом	1	1
53	прежде всего в	1	1
54	дело в том	1	1
55	здесь перед нами	5	1
56	к учению о	1	1
57	в том числе	1	1
58	так что в	1	1
59	то же самое	6	1
60	же как и	1	1
61	и если мы	1	1
62	по крайней мере	6	1
63	в таком случае	1	1
64	и в других	2	1
65	хотя бы и	2	1
66	сами по себе	2	1
67	достоевский прежде всего	1	1
68	что он не	1	1
69	бы то ни	1	1
70	а может быть	1	1
71	в себе и	2	1
72	в третьем лице	1	1
73	что если уж	1	1
74	том числе и	1	1
75	униженных и оскорбленных	1	1
76	здесь не в	2	1
77	может быть даже	1	1
78	как он их	1	1
79	бы сказать о	1	1
80	почти никогда не	1	1
81	обращать на себя	1	1
82	смысле слова и	1	1
83	и не в	1	1
84	к другому и	1	1
85	не говорит о	1	1
86	концы и начала	1	1
87	то что есть	1	1
88	то ни было	1	1
89	мы не знаем	1	1
90	с одной стороны	1	1
91	в связи с	3	1
92	каких бы то	1	1
93	между собою и	1	1
94	и без его	1	1
95	с ним как	1	1
96	во всяком случае	4	1
97	о том что	3	1
98	здесь не только	1	1
99	за их пределы	1	1
100	только на то	1	1
101	по себе и	1	1
102	не была бы	1	1
103	он прежде всего	1	1
104	так и в	1	1
105	само по себе	1	1
106	на самом деле	3	1
107	может быть лишь	1	1
108	вовсе не как	1	1
109	то что не	1	1
110	этой точки зрения	1	1
111	не только не	4	1
112	и утвердить себя	1	1
113	было бы глупо	1	1
114	в результате их	1	1
115	у достоевского нет	1	1
116	времени и пространства	1	1
117	в самой структуре	1	1
118	в другом случае	2	1
119	конечно не в	1	1
120	в том что	8	1
121	сказать что это	1	1
122	не менее в	1	1
