N	2gram	Medvedev_F_2	Dialekti
1	т е	26	46
2	не есть	3	40
3	и не	20	30
4	и есть	1	19
5	а не	6	18
6	и т	14	17
7	ничего не	4	17
8	может быть	23	17
9	то что	6	16
10	т д	5	15
11	и в	38	15
12	как бы	4	14
13	точки зрения	8	14
14	не имеет	2	14
15	так как	4	14
16	что это	3	13
17	по себе	7	13
18	того что	3	13
19	это не	2	12
20	в этом	27	11
21	говорить о	5	11
22	ясно что	1	11
23	в том	11	11
24	прежде всего	15	11
25	не может	14	11
26	и все	3	11
27	том что	2	10
28	в основе	5	10
29	потому что	2	10
30	это и	5	9
31	то же	6	9
32	мы не	3	9
33	было бы	6	9
34	с точки	7	9
35	в виду	2	9
36	уже не	7	9
37	и пр	21	9
38	все это	3	9
39	что иное	1	8
40	в чем	2	8
41	не в	15	8
42	в себе	1	8
43	не только	9	8
44	ни в	2	8
45	и это	2	8
46	и о	2	8
47	и ее	6	8
48	иное как	1	8
49	не что	1	8
50	должна быть	5	7
51	не просто	2	7
52	что именно	2	7
53	и мы	1	7
54	он есть	1	7
55	как и	9	7
56	теперь мы	1	7
57	по крайней	1	7
58	ровно ничего	1	7
59	и его	21	7
60	что оно	4	7
61	только в	6	7
62	крайней мере	1	7
63	или в	3	7
64	что он	5	7
65	что в	7	7
66	перед нами	2	6
67	хотя и	3	6
68	и тем	2	6
69	если бы	5	6
70	в то	5	6
71	же время	5	6
72	что и	8	6
73	так что	1	6
74	вовсе не	11	6
75	и даже	4	6
76	а именно	2	6
77	в результате	6	6
78	сказать что	2	6
79	ни на	2	6
80	той же	1	5
81	мы имеем	1	5
82	в сущности	4	5
83	и на	3	5
84	с его	11	5
85	только тогда	1	5
86	сама по	1	5
87	в своем	1	5
88	то в	2	5
89	на то	1	5
90	в нем	13	5
91	есть не	1	5
92	же это	2	5
93	в ней	6	5
94	но что	1	5
95	того чтобы	3	5
96	как таковой	3	5
97	в каком	1	5
98	таким образом	20	5
99	как только	1	5
100	о том	1	5
101	так и	8	5
102	можно сказать	1	5
103	именно в	5	5
104	если мы	5	5
105	для того	3	5
106	как же	1	5
107	в смысле	1	5
108	и для	5	5
109	но если	1	5
110	хотя бы	6	4
111	что они	4	4
112	в этой	6	4
113	и как	3	4
114	с их	1	4
115	и стало	1	4
116	не как	4	4
117	то ни	2	4
118	и с	9	4
119	этом смысле	2	4
120	с тем	11	4
121	бытия и	1	4
122	она не	2	4
123	так то	1	4
124	уже о	1	4
125	той или	1	4
126	ничего общего	1	4
127	только так	2	4
128	в его	10	4
129	мы должны	1	4
130	с ними	2	4
131	не о	4	4
132	как раз	6	4
133	отнюдь не	8	4
134	так же	1	4
135	в особенности	4	4
136	но это	2	4
137	один из	2	4
138	лишь как	4	4
139	бы в	5	4
140	или не	1	4
141	жизни и	3	4
142	но и	13	4
143	должны быть	1	4
144	то на	1	3
145	и то	2	3
146	только потому	1	3
147	едва ли	2	3
148	что если	1	3
149	и тут	1	3
150	так чтобы	1	3
151	же что	1	3
152	не говорят	1	3
153	а если	1	3
154	изменения и	1	3
155	со стороны	2	3
