N	3gram	Losev_Prob_2	Vladivir
1	в том что	4	9
2	в связи с	5	8
3	во всяком случае	10	6
4	в то время	1	6
5	тем не менее	12	6
6	и то что	7	5
7	по крайней мере	6	4
8	необходимо сказать что	5	4
9	можно судить по	1	4
10	содержит в себе	2	4
11	более или менее	4	3
12	в то же	4	3
13	точно так же	3	3
14	в конце концов	7	3
15	так или иначе	6	3
16	о том что	14	3
17	ни в каких	1	2
18	не говоря уже	4	2
19	на то что	4	2
20	в настоящее время	16	2
21	нам кажется что	1	2
22	на первый план	3	2
23	также еще и	1	2
24	можно было бы	2	2
25	говоря уже о	4	2
26	необходимо прибавить еще	1	2
27	на эту тему	2	2
28	в данном случае	5	2
29	не только в	2	2
30	или по крайней	3	2
31	в последнее время	1	2
32	не имеет никакого	2	2
33	а в том	1	2
34	ввиду того что	1	2
35	а то что	1	2
36	не то что	1	2
37	само по себе	2	2
38	заключается в том	2	2
39	и в его	1	2
40	этому необходимо прибавить	1	2
41	взятое само по	1	1
42	что иное как	3	1
43	не может не	1	1
44	а это в	1	1
45	а иной раз	1	1
46	нет и никакого	1	1
47	что в этом	1	1
48	для нас важно	1	1
49	во что бы	1	1
50	в какой мере	1	1
51	то ни стало	1	1
52	так же и	2	1
53	и в частности	3	1
54	требует от нас	1	1
55	но то что	1	1
56	но даже и	1	1
57	также и в	1	1
58	в том числе	2	1
59	крайней мере в	2	1
60	в этом случае	7	1
61	он не может	1	1
62	как раз и	4	1
63	тот же самый	1	1
64	свое время в	1	1
65	до сих пор	4	1
66	и в то	1	1
67	бы то ни	2	1
68	а может быть	2	1
69	только то что	3	1
70	в этом отношении	1	1
71	то что в	1	1
72	в собственном смысле	1	1
73	что в нем	1	1
74	а значит и	1	1
75	никак не мог	1	1
76	или иначе но	1	1
77	в первых двух	1	1
78	и к его	1	1
79	что же именно	2	1
80	а в конце	1	1
81	только при помощи	1	1
82	не о чем	3	1
83	существует то она	1	1
84	является для нас	1	1
85	что все это	1	1
86	он сам а	1	1
87	едва ли может	1	1
88	вместе с тем	1	1
89	и тем не	1	1
90	может быть и	2	1
91	сказать что их	1	1
92	и в своем	1	1
93	что бы то	1	1
94	раз и является	1	1
95	что это за	1	1
96	нечто такое что	1	1
97	время и в	1	1
98	в подлинном смысле	1	1
99	очень важный момент	1	1
100	можно сколько угодно	1	1
101	сказать даже больше	1	1
102	все больше и	1	1
103	то время как	1	1
104	как и вообще	1	1
105	именно в таком	1	1
106	но вместе с	1	1
107	но как бы	1	1
108	дело заключается в	1	1
109	автор настоящей работы	3	1
110	иной раз даже	1	1
111	а пока только	1	1
112	не может быть	3	1
113	потребует от нас	1	1
114	в свое время	1	1
115	что же это	1	1
116	что и здесь	1	1
117	и того что	3	1
118	насколько можно судить	1	1
119	далеко не все	1	1
120	ничего общего с	2	1
121	все равно не	1	1
122	и ни в	2	1
123	нужно было бы	1	1
124	что такого рода	1	1
125	до тех пор	4	1
126	казалось бы что	1	1
127	но тем не	1	1
128	и в связи	1	1
129	и особенно в	1	1
130	того что он	1	1
131	связи с этим	2	1
132	к выводу что	1	1
133	и это тоже	1	1
134	с самого начала	2	1
135	это значит что	3	1
136	что мы должны	1	1
137	будет сказать что	3	1
138	и прежде всего	2	1
139	можно говорить только	1	1
140	в самом деле	2	1
141	но все же	1	1
142	же это за	1	1
143	можно сказать что	3	1
144	только тогда когда	3	1
145	эту вещь и	1	1
146	ни тем более	1	1
147	также и то	2	1
148	в этом смысле	5	1
149	может быть самым	2	1
150	больше и больше	1	1
151	как мы уже	1	1
152	для нас в	1	1
153	по этому поводу	2	1
154	но это не	1	1
155	не что иное	3	1
156	самом деле если	1	1
157	как бы мы	1	1
158	или вовсе не	1	1
159	сказать что все	2	1
160	никак не может	2	1
161	для того чтобы	2	1
162	в себе в	2	1
163	быть самым разнообразным	2	1
164	уже с самого	2	1
165	которую можно назвать	1	1
166	пока еще не	4	1
167	и т д	6	1
168	а взятое в	1	1
