N	3gram	Tiupa_Vved_1	Problemy
1	то же время	3	12
2	в то же	4	12
3	на самом деле	3	10
4	не может быть	3	6
5	по отношению к	7	5
6	и в то	1	5
7	во всяком случае	1	5
8	в этом смысле	1	4
9	но на самом	1	4
10	и прежде всего	1	4
11	как и у	1	3
12	по крайней мере	1	3
13	в высшей степени	2	3
14	и в самом	1	3
15	с другой стороны	1	3
16	в той или	1	2
17	во внутреннем диалоге	1	2
18	он как раз	1	2
19	подобно тому как	2	2
20	в этом случае	1	2
21	не входит в	1	2
22	в отличие от	2	2
23	друг на друга	1	2
24	к тому чтобы	1	2
25	все без исключения	1	2
26	и в этом	1	2
27	а не в	1	2
28	о том что	4	2
29	той или иной	2	2
30	тем не менее	3	2
31	к тому же	4	2
32	как мы видели	2	2
33	в пределах одного	1	2
34	если бы он	1	1
35	так и не	1	1
36	хотя и не	1	1
37	внутреннем диалоге с	1	1
38	всех без исключения	1	1
39	большей или меньшей	1	1
40	мы должны были	1	1
41	в котором он	1	1
42	в том же	1	1
43	потому что я	1	1
44	не было и	1	1
45	а что же	1	1
46	внешне но и	1	1
47	не только с	1	1
48	в этом отношении	4	1
49	не только внешне	1	1
50	заключает в себе	1	1
51	благодаря тому что	1	1
52	на первом плане	1	1
53	как если бы	1	1
54	у него нет	1	1
55	что он может	1	1
56	в значительной степени	1	1
57	только внешне но	1	1
58	в данном случае	6	1
59	но и внутренне	1	1
60	на этот раз	1	1
61	но при этом	2	1
62	не столько в	1	1
63	как будто бы	3	1
64	то что он	1	1
65	в нем не	1	1
66	в этом направлении	1	1
67	но и с	1	1
68	но и не	1	1
69	и тот же	1	1
70	один и тот	1	1
71	как бы не	1	1
72	может быть не	3	1
73	к своему герою	1	1
74	но только в	1	1
75	как и в	2	1
76	в свою очередь	4	1
77	и того же	1	1
78	но в этом	1	1
79	и так же	1	1
80	можно сказать что	1	1
81	но и по	1	1
82	которая может быть	1	1
83	на то что	1	1
84	одного и того	1	1
85	но именно поэтому	1	1
86	как бы в	1	1
87	или иной степени	1	1
88	в том что	3	1
89	то он как	1	1
90	обратим внимание на	1	1
