N	2gram	Bakhtin_Fr_2	StatiiOP
1	и в	49	44
2	в том	3	36
3	что в	2	30
4	том что	4	29
5	в этом	15	21
6	вовсе не	10	19
7	не только	17	18
8	то что	6	18
9	было бы	3	17
10	о том	3	17
11	а в	4	17
12	а не	1	16
13	и не	15	16
14	может быть	5	15
15	в области	4	14
16	как в	1	13
17	можно было	3	13
18	не в	1	12
19	самом деле	1	11
20	в этой	10	11
21	того чтобы	2	11
22	точки зрения	6	11
23	но в	4	10
24	ясно что	1	10
25	для того	1	10
26	что он	3	10
27	только в	13	10
28	но и	13	10
29	также и	3	9
30	как и	11	9
31	в отношении	2	9
32	в то	6	9
33	но также	1	9
34	так и	6	9
35	во второй	1	9
36	если бы	1	9
37	того что	1	9
38	в его	18	9
39	с другой	4	9
40	например в	1	8
41	во всех	6	8
42	все же	7	8
43	это не	1	8
44	из них	3	8
45	с точки	5	8
46	и его	17	8
47	изд г	1	8
48	в издании	1	8
49	не может	7	8
50	на эти	1	7
51	я не	1	7
52	что они	2	7
53	в самом	3	7
54	так например	2	7
55	таким образом	7	7
56	другой стороны	3	7
57	для нас	1	7
58	этом отношении	3	7
59	до сих	4	7
60	прежде всего	19	7
61	сих пор	4	7
62	нас нет	1	7
63	сказать что	6	7
64	по поводу	2	7
65	на самом	2	6
66	из этих	5	6
67	в своей	5	6
68	потому что	1	6
69	что и	1	6
70	всяком случае	2	6
71	так что	1	6
72	для него	9	6
73	именно в	6	6
74	дело в	1	6
75	его эпохи	1	6
76	но это	2	6
77	хотя бы	1	6
78	во всяком	2	6
79	вряд ли	2	5
80	и то	1	5
81	то же	7	5
82	той же	1	5
83	в целом	1	5
84	все эти	7	5
85	в нем	9	5
86	и по	1	5
87	г в	1	5
88	в котором	1	5
89	не менее	1	5
90	вплоть до	2	5
91	никогда не	5	5
92	могут быть	2	5
93	так как	6	5
94	тем что	4	5
95	и даже	2	5
96	несколько примеров	1	5
97	нужно сказать	3	5
98	там где	4	5
99	все это	9	5
100	совершенно не	2	5
101	жизни и	7	5
102	так же	2	5
103	это и	2	4
104	в которой	1	4
105	в основу	1	4
106	на то	2	4
107	по словам	2	4
108	является не	1	4
109	но все	4	4
110	я считаю	1	4
111	эту тему	1	4
112	но если	1	4
113	во времена	1	4
114	случае в	1	4
115	представление о	1	4
116	времени не	1	4
117	же время	6	4
118	своей статье	2	4
119	в ее	3	4
120	языка и	1	4
121	в качестве	2	4
122	никто не	2	4
123	мы находим	4	4
124	как раз	1	4
125	не было	4	4
126	к которому	1	4
127	на эту	2	4
128	в частности	1	4
129	как бы	11	4
130	еще более	1	4
131	или иного	1	4
132	того или	1	4
133	это в	2	4
134	того же	1	3
135	и без	2	3
136	тем же	1	3
137	должна быть	1	3
138	и за	2	3
139	в деле	1	3
140	конечно и	1	3
141	в ней	2	3
142	еще не	2	3
143	он был	2	3
144	в чем	1	3
145	своего рода	1	3
146	но не	5	3
147	по отношению	1	3
148	в истории	6	3
149	как к	2	3
150	что касается	2	3
151	это просто	1	3
152	точку зрения	2	3
153	эпохи и	1	3
154	связанные с	2	3
155	в другом	2	3
156	и с	6	3
157	лишь в	4	3
158	даже в	3	3
159	кажется что	1	3
160	ни в	3	3
161	чем в	1	3
162	что не	1	3
163	в г	3	3
164	во время	12	3
165	в конце	2	3
166	а во	1	3
167	стремление к	1	3
168	должен быть	1	3
169	для себя	1	3
170	об этом	1	3
171	поэтому в	1	3
172	и вообще	3	3
173	в какой	1	3
174	с одной	3	3
175	если это	1	3
176	в виде	1	3
177	в начале	5	3
178	ни с	1	3
179	в очень	1	3
180	что для	3	3
181	говорит о	1	3
182	на этот	1	3
183	в тех	2	3
184	да и	3	3
185	материал для	1	3
186	с этой	1	3
187	видно что	1	3
188	не является	1	3
189	и для	1	3
190	не существует	1	3
191	будто бы	1	3
192	отношению к	1	3
193	культуры в	1	3
194	отношения к	4	2
195	считаться с	1	2
196	мы имеем	1	2
197	издании и	1	2
198	г как	1	2
199	бы что	1	2
200	в сущности	8	2
201	литературы и	2	2
202	ответа на	1	2
203	отношение к	8	2
204	иногда и	1	2
205	и речи	1	2
206	за пределы	2	2
