N	2gram	Propp_Isto_4	FransuaR
1	и в	26	56
2	в его	5	18
3	таким образом	10	17
4	все эти	3	15
5	в этом	7	14
6	в том	3	13
7	так и	10	13
8	он был	1	12
9	в то	1	12
10	и его	10	12
11	то же	8	11
12	в них	1	11
13	в этих	7	11
14	как бы	3	11
15	мы уже	5	10
16	еще не	6	10
17	в эпоху	1	10
18	и не	9	9
19	только в	3	9
20	но и	12	9
21	во всех	1	8
22	не только	15	8
23	в нем	2	8
24	и с	5	8
25	и их	2	8
26	xvi века	1	8
27	и даже	4	8
28	до сих	5	8
29	и др	5	8
30	сих пор	5	8
31	все это	2	8
32	том что	3	8
33	и на	2	7
34	в большинстве	1	7
35	как мы	5	7
36	у него	5	7
37	в частности	2	7
38	той же	1	6
39	в этой	2	6
40	но в	5	6
41	на его	3	6
42	точки зрения	1	6
43	вовсе не	4	6
44	мы видим	6	6
45	связи с	3	6
46	большинстве случаев	1	6
47	прежде всего	1	6
48	и все	2	6
49	потому что	6	6
50	одним из	1	5
51	с ее	1	5
52	но не	5	5
53	в пределах	1	5
54	он не	7	5
55	роль в	1	5
56	мы видели	6	5
57	такой же	1	5
58	во время	7	5
59	своего рода	1	5
60	никогда не	2	5
61	в области	2	5
62	один из	1	5
63	не было	1	5
64	как и	7	5
65	в результате	1	5
66	что в	14	5
67	есть и	2	5
68	и другие	3	5
69	они не	1	5
70	например в	3	4
71	они были	1	4
72	в ней	1	4
73	и к	1	4
74	что это	2	4
75	в главе	2	4
76	в себе	2	4
77	при этом	3	4
78	их в	7	4
79	и более	3	4
80	даже в	4	4
81	одна из	2	4
82	по своей	2	4
83	во всем	3	4
84	и несколько	1	4
85	в совершенно	1	4
86	вещи и	1	4
87	и которые	1	4
88	и других	3	4
89	о том	4	4
90	в качестве	7	4
91	конечно не	2	4
92	так как	9	4
93	в особенности	2	4
94	в основе	1	4
95	в свете	3	4
96	в своих	1	4
97	меньшей степени	1	3
98	на них	1	3
99	не просто	4	3
100	в своем	2	3
101	перед нами	3	3
102	и наконец	1	3
103	его к	3	3
104	и всей	1	3
105	в свет	1	3
106	главным образом	2	3
107	всех этих	1	3
108	здесь нет	1	3
109	не мог	3	3
110	не в	5	3
111	но он	4	3
112	в таких	2	3
113	на волю	3	3
114	в форме	2	3
115	во все	2	3
116	здесь мы	2	3
117	в другом	5	3
118	в образе	3	3
119	и здесь	5	3
120	все его	1	3
121	а также	3	3
122	видели что	3	3
123	одной из	1	3
124	так что	2	3
125	уже не	5	3
126	был бы	1	3
127	что и	9	3
128	может быть	14	3
129	здесь в	1	3
130	к которому	1	3
131	в некоторых	5	3
132	не на	3	3
133	сказать что	2	3
134	там где	3	3
