N	3gram	Berdyaev_M_1	Formalny
1	не может быть	17	14
2	во всяком случае	1	6
3	и т п	1	5
4	в зависимости от	1	5
5	а вовсе не	1	4
6	в самом деле	1	4
7	и не может	2	4
8	для того чтобы	2	4
9	потому что он	1	3
10	а не в	4	3
11	по отношению к	2	3
12	вместе с тем	5	3
13	в том что	1	3
14	нет и не	1	2
15	мы увидим что	3	2
16	как и все	1	2
17	в отличие от	1	2
18	но и самый	1	2
19	в высшей степени	2	2
20	в конце концов	2	2
21	так и не	1	1
22	не значит конечно	1	1
23	но оно не	1	1
24	имеем в виду	1	1
25	а иногда и	1	1
26	они неизбежно должны	1	1
27	но не менее	1	1
28	жизни у достоевского	2	1
29	значит конечно что	1	1
30	он не был	1	1
31	они не могут	1	1
32	хотя бы и	2	1
33	от одного к	1	1
34	существует лишь для	1	1
35	с тем что	3	1
36	к тому чтобы	2	1
37	возможно лишь в	1	1
38	ищут в нем	1	1
39	и потому в	1	1
40	себе доступ к	1	1
41	не одна а	1	1
42	до сих пор	2	1
43	закрывают себе доступ	1	1
44	жизни и в	1	1
45	важное место в	1	1
46	в своем творчестве	2	1
47	в значительной степени	1	1
48	от того что	1	1
49	т е от	1	1
50	что он был	1	1
51	не только в	2	1
52	и не было	1	1
53	и по отношению	1	1
54	и вместе с	4	1
55	в жизни так	1	1
56	никогда не может	2	1
57	и в этой	4	1
58	не в том	1	1
59	в первый период	1	1
60	это не значит	2	1
61	все более и	1	1
62	оно не может	1	1
63	он пишет в	1	1
64	есть уже не	1	1
65	был бы не	1	1
66	все в ней	1	1
67	а не только	2	1
68	и на этом	2	1
69	могут быть даны	1	1
70	между тем как	1	1
71	о том что	1	1
72	может быть принята	2	1
73	существует не одна	1	1
74	его творчества и	1	1
75	можно было бы	1	1
76	выйти за пределы	1	1
77	и никогда не	1	1
78	и в самом	3	1
79	более и более	1	1
80	выходит за пределы	1	1
81	в нем нет	1	1
82	одного к другому	1	1
83	мы имеем в	1	1
84	всегда остается и	1	1
85	в отношении к	1	1
86	и в том	1	1
87	и в нем	3	1
88	место в творчестве	1	1
89	есть одно из	1	1
90	она не может	1	1
