N	3gram	Medvedev_F_1	Hudozhes
1	и т п	4	8
2	то же время	8	8
3	по отношению к	4	8
4	в то же	8	8
5	в том что	1	6
6	к тому что	1	4
7	с точки зрения	13	3
8	в этом отношении	1	3
9	но в то	2	3
10	в связи с	2	3
11	в первой главе	1	3
12	та или иная	1	3
13	друг для друга	1	3
14	тем не менее	1	3
15	в предыдущей главе	1	3
16	и т д	8	3
17	по своей природе	1	2
18	того или иного	2	2
19	мы уже знаем	1	2
20	до сих пор	6	2
21	так или иначе	1	2
22	так и от	1	2
23	связи с этим	2	2
24	вместо того чтобы	1	2
25	не может быть	5	2
26	самом деле в	1	2
27	тому что он	1	2
28	на то чтобы	1	2
29	не может не	1	1
30	уже знаем что	1	1
31	ясно что для	1	1
32	состоит в том	1	1
33	прежде всего в	3	1
34	или иначе не	1	1
35	б м эйхенбаум	1	1
36	на самом деле	6	1
37	в этом смысле	1	1
38	одной стороны и	4	1
39	гораздо большей степени	1	1
40	же как и	1	1
41	и в этом	2	1
42	и в то	1	1
43	с самого начала	1	1
44	сами по себе	2	1
45	более или менее	6	1
46	же время не	1	1
47	на самом же	1	1
48	в отличие от	1	1
49	при этом не	1	1
50	к тому чтобы	1	1
51	в гораздо большей	1	1
52	как и все	2	1
53	как она есть	1	1
54	с этой точки	1	1
55	его внутренний мир	1	1
56	в это время	1	1
57	в литературном произведении	2	1
58	здесь нет и	1	1
59	не сводится к	2	1
60	в высшей степени	1	1
61	а также и	1	1
62	так и в	4	1
63	в том и	1	1
64	во всяком случае	4	1
65	не только на	1	1
66	один из путей	1	1
67	самом же деле	1	1
68	в данном случае	1	1
69	между этими двумя	1	1
70	истории русской литературы	1	1
71	в свою очередь	6	1
72	было ясно что	1	1
73	ничего общего с	1	1
74	этой точки зрения	1	1
75	не только не	2	1
76	поэтики так и	1	1
77	но все же	1	1
78	прежде всего это	1	1
79	друг от друга	2	1
80	с одной стороны	4	1
81	из этих моментов	1	1
82	воли и чувства	1	1
83	не в этом	1	1
