N	2gram	Medvedev_F_2	Narrotol
1	не только	9	26
2	а не	6	17
3	но и	13	15
4	при этом	9	14
5	в том	11	14
6	в качестве	2	14
7	и не	20	14
8	в этом	27	13
9	и в	38	13
10	том что	2	13
11	состоит в	2	12
12	такого рода	1	12
13	только в	6	11
14	может быть	23	10
15	в данном	1	10
16	сводится к	5	9
17	так и	8	9
18	к тому	4	9
19	а в	6	9
20	в себе	1	8
21	то что	6	8
22	не в	15	8
23	не может	14	8
24	в своем	1	6
25	все же	8	6
26	и к	4	6
27	но в	4	6
28	никогда не	2	6
29	ничего не	4	6
30	данном случае	1	6
31	можно сказать	1	6
32	в его	10	6
33	того что	3	6
34	со стороны	2	6
35	прежде всего	15	6
36	как бы	4	6
37	героя в	1	6
38	отличие от	2	5
39	что он	5	5
40	как в	4	5
41	хотя и	3	5
42	в нем	13	5
43	тем не	1	5
44	он не	6	5
45	таким образом	20	5
46	по мысли	1	5
47	и тем	2	5
48	далеко не	1	5
49	точки зрения	8	5
50	в котором	2	5
51	место в	3	5
52	не столько	4	5
53	тем самым	2	5
54	в то	5	5
55	на него	1	5
56	о том	1	5
57	в форме	1	5
58	с одной	1	5
59	с другой	3	5
60	одной стороны	1	5
61	в той	2	5
62	в отличие	2	5
63	то же	6	4
64	в ее	2	4
65	в этой	6	4
66	отнюдь не	8	4
67	перед нами	2	4
68	что это	3	4
69	уже не	7	4
70	в своей	7	4
71	не к	2	4
72	в конце	2	4
73	не менее	1	4
74	но при	1	4
75	читателя в	1	4
76	времени и	2	4
77	если бы	5	4
78	в другом	1	4
79	в какой	3	4
80	для него	7	4
81	как и	9	4
82	как это	2	4
83	в литературе	1	4
84	не является	3	4
85	и все	3	4
86	с ним	2	4
87	же в	1	4
88	жизни и	3	4
89	что в	7	4
90	для себя	1	3
91	самом деле	8	3
92	едва ли	2	3
93	а как	3	3
94	мы имеем	1	3
95	нам в	1	3
96	с его	11	3
97	но не	2	3
98	что они	4	3
99	как к	3	3
100	в целом	3	3
101	все эти	6	3
102	и его	21	3
103	особое место	1	3
104	так сказать	3	3
105	не следует	4	3
106	и по	2	3
107	самим собой	1	3
108	того или	4	3
109	он является	1	3
110	в слове	5	3
111	характер и	1	3
112	тому что	2	3
113	того чтобы	3	3
114	же время	5	3
115	этом отношении	7	3
116	той или	1	3
117	и сам	1	3
118	строго говоря	1	3
119	о нем	1	3
120	это не	2	3
121	к ней	1	3
122	один из	2	3
123	с ними	2	3
124	между тем	2	3
125	то и	3	3
126	или даже	2	3
127	как раз	6	3
128	и даже	4	3
129	да и	1	3
130	и для	5	3
131	а к	2	3
132	сказать что	2	3
133	к его	2	3
134	или иного	5	3
135	в таком	2	3
136	и т	14	2
137	мере в	1	2
138	к другому	2	2
139	должна быть	5	2
140	мы не	3	2
141	же как	3	2
142	подчеркнуть что	1	2
143	в ней	6	2
144	столь же	2	2
145	в чем	2	2
146	иного рода	1	2
147	на самом	3	2
148	встречи с	1	2
149	однако не	3	2
150	увидеть в	1	2
151	со своей	2	2
152	в самом	16	2
153	в нашем	1	2
154	из этих	3	2
155	роль в	3	2
156	как он	1	2
157	на то	1	2
158	когда все	1	2
159	в принципе	1	2
160	которая не	1	2
161	мы его	1	2
162	не будет	2	2
163	той же	1	2
164	было бы	6	2
165	должен был	2	2
166	в самую	1	2
167	несмотря на	1	2
168	ведет к	1	2
169	высказывания как	1	2
170	с точки	7	2
171	теперь как	1	2
172	от его	2	2
173	но он	1	2
174	и более	2	2
175	не имеет	2	2
176	в процессе	9	2
177	как о	4	2
178	говорить о	5	2
179	не могло	1	2
180	потому что	2	2
181	для нас	1	2
182	не вполне	1	2
183	в области	3	2
184	у нас	1	2
185	и здесь	3	2
186	в направлении	1	2
187	мы узнаем	1	2
188	имеет место	1	2
189	оно не	4	2
190	но для	1	2
191	этой своей	1	2
192	здесь не	4	2
193	то чтобы	1	2
194	на свой	1	2
195	и иные	2	2
196	можно было	1	2
197	те же	1	2
198	во второй	2	2
199	том как	1	2
200	все те	1	2
201	его смысла	2	2
202	или иначе	1	2
203	что и	8	2
204	в современной	1	2
205	и дело	1	2
206	не происходит	2	2
207	с нею	2	2
208	в виде	1	2
209	о них	1	2
210	т п	9	2
211	вовсе не	11	2
212	в других	7	2
213	только на	3	2
214	с другим	1	2
215	не обязательно	1	2
216	именно в	5	2
217	говорит о	1	2
218	превращается в	2	2
219	зависит от	1	2
220	если не	1	2
221	на фоне	4	2
222	так же	1	2
223	к своему	1	2
224	о чем	1	2
225	которое не	1	2
226	другого человека	1	2
227	той мере	1	2
228	но это	2	2
229	к которому	1	2
230	собственно и	1	2
231	в результате	6	2
232	собственно говоря	1	2
233	бы в	5	2
234	хотя бы	6	2
235	вступает в	1	2
236	в свою	1	2
237	в своих	1	2
238	он лишь	1	2
239	можно назвать	1	2
240	как на	1	2
241	они не	4	2
242	говоря о	1	1
243	одним из	1	1
244	например в	3	1
245	относится и	2	1
246	таком случае	1	1
247	начинается с	1	1
248	все остальное	4	1
249	к своей	1	1
250	это и	5	1
251	каждый из	3	1
252	тем же	3	1
253	между двумя	2	1
254	собой но	1	1
255	из его	1	1
256	противном случае	1	1
257	он уже	1	1
258	ведь и	1	1
259	в зависимости	3	1
260	и должен	1	1
261	всей ее	1	1
262	на материале	1	1
263	вопрос о	1	1
264	не была	2	1
265	высказывания в	1	1
266	исследования в	2	1
267	но она	1	1
268	о возможности	3	1
269	смыслу или	1	1
270	совершенно чужда	1	1
271	зависимости от	3	1
272	это время	2	1
273	иное как	1	1
274	установку на	1	1
275	со словами	1	1
276	не роман	2	1
277	во всех	5	1
278	бы она	3	1
279	а тем	1	1
280	прошлого не	1	1
281	в сторону	4	1
282	не входит	3	1
283	в общем	5	1
284	очевидно что	2	1
285	отношение к	2	1
286	произведение не	1	1
287	не просто	2	1
288	за пределы	1	1
289	нашего сознания	1	1
290	не принимает	1	1
291	чем же	3	1
292	в одной	2	1
293	если она	1	1
294	и нет	1	1
295	чтобы мотивировать	1	1
296	что история	1	1
297	в противном	1	1
298	им в	1	1
299	и как	3	1
300	и наконец	4	1
301	его к	1	1
302	более или	1	1
303	здесь и	4	1
304	то в	2	1
305	за собой	1	1
306	за свои	1	1
307	знаменательно что	1	1
308	в которой	2	1
309	в литературном	1	1
310	так или	1	1
311	бы не	1	1
312	без этой	1	1
313	теперь начинает	1	1
314	по преимуществу	5	1
315	с их	1	1
316	поэтому же	1	1
317	социального взаимодействия	1	1
318	п все	1	1
319	не могла	1	1
320	рассказе и	1	1
321	и стало	1	1
322	и полюсом	1	1
323	события в	1	1
324	из виду	1	1
325	в плане	2	1
326	слова эта	1	1
327	какой бы	1	1
328	быть самим	1	1
329	из него	2	1
330	постольку поскольку	2	1
331	на этом	2	1
332	без исключения	2	1
333	с собой	1	1
334	он об	1	1
335	поскольку она	1	1
336	этом последнем	1	1
337	его не	2	1
338	оно становится	1	1
339	высказывание в	1	1
340	входит в	4	1
341	есть не	1	1
342	этом смысле	2	1
343	если такая	1	1
344	в новое	1	1
345	ни в	2	1
346	литературного произведения	3	1
347	исходили из	3	1
348	требования к	1	1
349	как об	1	1
350	и особенно	1	1
351	новые формы	1	1
352	убеждения и	1	1
353	становится и	2	1
354	в развитии	2	1
355	должно быть	2	1
356	автора и	1	1
357	обратимся к	1	1
358	между ними	2	1
359	только тем	2	1
360	на первый	2	1
361	или менее	1	1
362	поставлены в	1	1
363	в такой	2	1
364	и без	1	1
365	всяком случае	5	1
366	теперь эта	1	1
367	не от	1	1
368	как будет	1	1
369	его отношение	1	1
370	об отсутствии	1	1
371	есть его	1	1
372	совершенно иной	2	1
373	их в	2	1
374	не могли	2	1
375	значимость в	1	1
376	для нее	2	1
377	содержание и	1	1
378	всего его	1	1
379	связи с	13	1
380	более общих	1	1
381	раз и	4	1
382	ему как	1	1
383	между людьми	1	1
384	случае в	1	1
385	но они	1	1
386	она не	2	1
387	иной раз	1	1
388	будучи по	1	1
389	на котором	2	1
390	и притом	1	1
391	в основе	5	1
392	иметь в	1	1
393	что иное	1	1
394	чем не	1	1
395	это еще	1	1
396	вытекает из	1	1
397	возможно и	1	1
398	и лишь	2	1
399	за которой	1	1
400	такая же	1	1
401	а лишь	3	1
402	с читателем	1	1
403	и теперь	4	1
404	не по	2	1
405	только с	1	1
406	как будто	1	1
407	кругозором и	1	1
408	в каком	1	1
409	настоящего времени	1	1
410	к социальной	1	1
411	не могут	7	1
412	есть только	2	1
413	во все	1	1
414	и вполне	1	1
415	чтобы сделать	2	1
416	ли не	1	1
417	как только	1	1
418	только еще	1	1
419	как для	1	1
420	не встречается	1	1
421	общения в	3	1
422	если же	2	1
423	как мы	7	1
424	тем и	2	1
425	этих сторон	1	1
426	и о	2	1
427	они сходятся	1	1
428	легче чем	1	1
429	в виду	2	1
430	и образ	1	1
431	и сами	1	1
432	языка и	12	1
433	эти свойства	2	1
434	существует такая	1	1
435	и иных	2	1
436	так на	1	1
437	приводит к	2	1
438	сознания в	1	1
439	разрыва с	1	1
440	например о	1	1
441	слово есть	2	1
442	по аналогии	2	1
443	сводились к	1	1
444	ясно что	1	1
445	было в	2	1
446	особенно в	3	1
447	каждого из	1	1
448	нет места	1	1
449	событие как	1	1
450	во многом	1	1
451	когда в	1	1
452	это только	1	1
453	не на	1	1
454	конкретной жизни	1	1
455	произведения как	2	1
456	роль принадлежит	1	1
457	в раннем	1	1
458	настолько что	1	1
459	время в	1	1
460	что перед	1	1
461	сообщение о	1	1
462	на что	1	1
463	вследствие того	1	1
464	более высокой	1	1
465	аналогии с	1	1
466	рассуждения о	1	1
467	это было	3	1
468	почти полное	1	1
469	к нему	3	1
470	том или	1	1
471	и во	1	1
472	который и	1	1
473	во всей	2	1
474	лишь к	1	1
475	от этих	2	1
476	о единстве	1	1
477	ее как	2	1
478	все время	6	1
479	что искусство	2	1
480	эти конструкции	1	1
481	говорит в	5	1
482	происходит в	1	1
483	быть и	3	1
484	одной из	1	1
485	этот вопрос	2	1
486	не ведет	1	1
487	б м	3	1
488	к их	1	1
489	и так	1	1
490	мы будем	1	1
491	к смыслу	1	1
492	именно на	3	1
493	именно тем	1	1
494	так что	1	1
495	того же	1	1
496	события и	1	1
497	не можем	1	1
498	указания на	1	1
499	в большинстве	4	1
500	обстоятельствам и	1	1
501	героя с	1	1
502	является не	2	1
503	большинстве случаев	3	1
504	существенных и	1	1
505	и их	3	1
506	в прозе	1	1
507	никто не	1	1
508	не для	1	1
509	свои усилия	1	1
510	свою главную	1	1
511	не о	4	1
512	под знаком	1	1
513	но что	1	1
514	в системе	1	1
515	тем что	8	1
516	в структуре	1	1
517	или ином	1	1
518	так легко	1	1
519	это по	1	1
520	для того	3	1
521	лишь для	4	1
522	рассказа не	1	1
523	степени в	1	1
524	именно как	4	1
525	нужно было	2	1
526	даже не	2	1
527	является их	1	1
528	до сих	1	1
529	нежели у	1	1
530	а именно	2	1
531	чем он	4	1
532	как же	1	1
533	это все	1	1
534	события взаимодействия	1	1
535	что не	4	1
536	от тех	2	1
537	на этот	1	1
538	ничем не	2	1
539	более того	5	1
540	процессе перехода	1	1
541	однако и	3	1
542	его как	2	1
543	для исследования	1	1
544	и с	9	1
545	ни о	5	1
546	на эту	1	1
547	двумя полюсами	1	1
548	художественного целого	1	1
549	в речи	1	1
550	с помощью	10	1
551	может иметь	1	1
552	вместе с	6	1
553	усилия на	1	1
554	всей его	1	1
555	в историю	1	1
556	что именно	2	1
557	в плоскости	1	1
558	без другого	1	1
559	перехода от	2	1
560	не удалось	1	1
561	это за	1	1
562	что же	5	1
563	поскольку он	2	1
564	в первой	1	1
565	том смысле	3	1
566	слова и	7	1
567	и от	2	1
568	сих пор	1	1
569	не рассматривается	1	1
570	о его	1	1
571	все это	3	1
572	и оно	1	1
573	постановки вопросов	1	1
574	другой как	1	1
575	которых он	1	1
576	в связи	10	1
577	не существует	1	1
578	в пределе	1	1
579	или в	3	1
580	первом и	1	1
581	а все	2	1
582	чем является	1	1
583	можно согласиться	1	1
584	но эти	1	1
585	было на	1	1
586	в этих	2	1
587	еще более	5	1
588	и смысл	1	1
589	мы должны	1	1
590	все содержание	2	1
591	или не	1	1
592	хотя в	1	1
593	пространство события	1	1
594	не утрачивая	1	1
595	не обладает	1	1
596	но оно	1	1
597	всего на	1	1
598	нам не	1	1
599	не своим	1	1
600	отношением к	1	1
601	жизни а	1	1
602	того на	1	1
603	в последнем	1	1
604	по которой	1	1
605	не что	1	1
606	из этого	2	1
607	время не	1	1
608	в действительности	1	1
609	историю и	1	1
610	к другим	2	1
611	ее в	2	1
612	смысле является	1	1
613	к этому	4	1
614	во всяком	5	1
615	гораздо более	1	1
