N	3gram	Bakhtin_Fr_8	Narrotol
1	в том что	6	8
2	с одной стороны	2	7
3	о том что	2	6
4	по отношению к	1	6
5	в том числе	3	6
6	в отличие от	1	5
7	не может быть	2	5
8	том числе и	2	4
9	в данном случае	2	4
10	все же не	1	4
11	к тому же	1	4
12	с другой стороны	2	4
13	той или иной	1	4
14	можно сказать что	2	4
15	состоит в том	1	3
16	бы то ни	2	3
17	в этом отношении	1	3
18	то ни было	1	3
19	то же время	10	3
20	в то же	10	3
21	в той или	1	2
22	более или менее	2	2
23	в том или	1	2
24	подобно тому как	1	2
25	с точки зрения	2	2
26	можно было бы	1	2
27	в известном смысле	1	2
28	в связи с	3	2
29	в этом ряду	1	2
30	речь идет о	1	2
31	том или ином	1	2
32	и не быть	1	1
33	существенно связаны с	1	1
34	существенную роль в	2	1
35	в этом контексте	1	1
36	что на протяжении	1	1
37	какой бы то	1	1
38	прежде всего в	1	1
39	дело в том	2	1
40	на самом деле	1	1
41	какая бы то	1	1
42	в самом деле	1	1
43	и в особенности	2	1
44	и т.п то	1	1
45	в этом смысле	1	1
46	то же самое	1	1
47	том что оно	1	1
48	начала и конца	1	1
49	точку зрения на	1	1
50	до сих пор	8	1
51	не подлежит сомнению	3	1
52	картины мира и	1	1
53	хотя оно и	1	1
54	и в то	5	1
55	до известной степени	1	1
56	а в той	1	1
57	только то что	1	1
58	и то что	1	1
59	или иной степени	1	1
60	и является в	1	1
61	во всей его	1	1
62	и др в	2	1
63	до наших дней	1	1
64	может быть и	1	1
65	может и не	1	1
66	же время в	1	1
67	что это за	1	1
68	между вещами и	3	1
69	и т.д в	1	1
70	а также и	1	1
71	все без исключения	1	1
72	и при этом	1	1
73	а с другой	1	1
74	и как бы	1	1
75	из которых он	1	1
76	там и тогда	1	1
77	третьей и четвертой	3	1
78	и какая бы	1	1
79	прошлого и будущего	1	1
80	в свое время	1	1
81	и до наших	1	1
82	они и не	1	1
83	так и в	1	1
84	низа и верха	1	1
85	на протяжении всего	1	1
86	никогда не бывает	1	1
87	но в его	1	1
88	картина мира где	1	1
89	включает в себя	1	1
90	что никогда не	1	1
91	и прежде всего	1	1
92	в этой системе	1	1
93	как мы уже	2	1
94	оно и не	1	1
95	друг с другом	1	1
96	в неразрывное единство	1	1
97	в какой-то мере	1	1
98	события так и	1	1
99	как и в	4	1
100	как мы видели	2	1
