N	3gram	Losev_Prob_2	Narrotol
1	в данном случае	5	8
2	не только в	2	6
3	в том что	4	5
4	и тем самым	1	4
5	той или иной	1	4
6	в то же	4	4
7	не может быть	3	4
8	подобно тому как	2	3
9	в этом отношении	1	3
10	для того чтобы	2	3
11	тем не менее	12	3
12	о том что	14	2
13	в самом деле	2	2
14	внимание на то	1	2
15	то же самое	5	2
16	до сих пор	4	2
17	сами по себе	2	2
18	но и в	3	2
19	чем иным как	1	2
20	в зависимости от	1	2
21	и то же	1	2
22	в связи с	5	2
23	во всяком случае	10	2
24	не только на	1	2
25	можно сказать что	3	2
26	на то что	4	2
27	в известном смысле	1	2
28	что иное как	3	1
29	ни о чем	1	1
30	входит в состав	1	1
31	не может обойтись	1	1
32	только потому что	1	1
33	этого термина в	1	1
34	но зато в	1	1
35	это то что	4	1
36	не объективна и	1	1
37	какой бы то	1	1
38	как один из	1	1
39	более или менее	4	1
40	и не субъективна	1	1
41	в том числе	2	1
42	означает то что	1	1
43	что не имеет	1	1
44	один и тот	2	1
45	же как и	1	1
46	он не может	1	1
47	с другой стороны	5	1
48	и не только	1	1
49	и не может	1	1
50	том случае если	1	1
51	и в то	1	1
52	и со стороны	1	1
53	языка как системы	1	1
54	бы то ни	2	1
55	только то что	3	1
56	что не только	1	1
57	и то что	7	1
58	смысла а не	1	1
59	объективна и не	1	1
60	точно так же	3	1
61	по крайней мере	6	1
62	не то что	1	1
63	в том случае	2	1
64	может быть и	2	1
65	весьма характерное для	1	1
66	все что было	1	1
67	что это за	1	1
68	с другими людьми	2	1
69	то ни было	1	1
70	мы не знаем	1	1
71	с одной стороны	5	1
72	и тот же	2	1
73	в частности в	2	1
74	в результате чего	1	1
75	связаны между собой	1	1
76	а с другой	1	1
77	в нашем случае	1	1
78	в той или	1	1
79	каждого из нас	1	1
80	связи с этим	2	1
81	бы не было	3	1
82	вовсе еще не	1	1
83	было и не	1	1
84	в далекое прошлое	1	1
85	содержит в себе	2	1
86	той или другой	4	1
87	то что не	2	1
88	а во время	1	1
89	мы не можем	1	1
90	то что мы	7	1
91	имея в виду	2	1
92	само по себе	2	1
93	ни одна из	1	1
94	и мышления в	1	1
95	не все что	1	1
96	одна из этих	1	1
97	том числе и	2	1
98	но все же	1	1
99	но и не	2	1
100	друг от друга	2	1
101	если бы не	3	1
102	в этих случаях	1	1
103	по себе но	1	1
104	является в данном	1	1
105	не отличается от	1	1
106	тем более не	2	1
107	на самом деле	2	1
108	а в то	1	1
109	может претендовать на	1	1
110	обратим внимание на	1	1
111	и т д	6	1
112	и не объективна	2	1
