N	2gram	Voloshinov_1	Hudozhes
1	и в	12	28
2	том что	5	19
3	в ее	1	18
4	и не	10	18
5	в том	6	15
6	а не	5	14
7	в этом	4	13
8	не в	4	13
9	о том	3	12
10	перед нами	1	11
11	не только	4	11
12	при этом	6	11
13	как и	5	11
14	в его	2	11
15	у нее	1	10
16	уже не	4	10
17	в себе	3	9
18	но и	3	9
19	так и	4	8
20	между тем	3	8
21	себя в	1	8
22	в жизни	5	8
23	в душе	2	8
24	может быть	14	8
25	о чем	1	8
26	по отношению	11	7
27	что она	1	7
28	к тому	1	7
29	в частности	1	7
30	как это	2	7
31	и все	2	7
32	с ним	3	7
33	жизни в	1	7
34	отношению к	11	7
35	я и	1	6
36	в котором	3	6
37	то же	5	6
38	не было	1	6
39	и с	3	6
40	в своей	3	6
41	в то	2	6
42	если бы	9	6
43	сводится к	1	6
44	можно сказать	5	6
45	это не	2	6
46	то что	5	6
47	жизни и	4	6
48	с его	2	5
49	как в	5	5
50	в самом	4	5
51	что это	1	5
52	рядом с	1	5
53	в своем	2	5
54	не менее	3	5
55	у него	1	5
56	никогда не	5	5
57	ничего не	2	5
58	и его	13	5
59	она не	2	5
60	только на	3	5
61	одно из	1	5
62	для него	3	5
63	наряду с	1	5
64	как бы	13	5
65	да и	3	5
66	с ее	1	5
67	что в	2	5
68	и другие	2	5
69	а между	1	4
70	но не	2	4
71	в художественном	3	4
72	то в	1	4
73	подобно тому	1	4
74	он не	2	4
75	и уже	3	4
76	тем не	3	4
77	для нее	1	4
78	же время	1	4
79	как будто	1	4
80	и о	1	4
81	того чтобы	1	4
82	в конечном	1	4
83	что они	1	4
84	только в	6	4
85	в качестве	1	4
86	что и	2	4
87	говорит о	1	4
88	не может	16	4
89	тому как	1	4
90	была бы	2	3
91	чтобы не	1	3
92	по преимуществу	1	3
93	едва ли	2	3
94	на себя	1	3
95	и он	1	3
96	в ней	6	3
97	но при	1	3
98	еще не	3	3
99	и на	4	3
100	столь же	1	3
101	для других	2	3
102	следующим образом	1	3
103	бы не	2	3
104	в нем	6	3
105	можно было	1	3
106	что все	1	3
107	мы уже	1	3
108	с другими	2	3
109	было бы	1	3
110	в них	3	3
111	несмотря на	1	3
112	в этих	2	3
113	как о	1	3
114	на него	2	3
115	как только	2	3
116	же самое	2	3
117	и это	1	3
118	к нему	4	3
119	и ее	3	3
120	с одной	2	3
121	для нас	7	3
122	конечном счете	1	3
123	в одном	1	3
124	с другой	4	3
125	и тех	1	3
126	все время	6	3
127	а с	1	3
128	прежде всего	8	3
129	так же	3	3
130	одной стороны	2	3
131	все это	3	3
132	все они	2	3
133	героя и	5	3
134	самом деле	3	3
135	же как	1	2
136	и то	2	2
137	но тем	2	2
138	тем как	2	2
139	отношение к	4	2
140	все же	4	2
141	как уже	2	2
142	и к	4	2
143	но в	5	2
144	та же	1	2
145	в нашем	11	2
