N	2gram	Potebnia_M_1	Hudozhes
1	в мире	3	23
2	то есть	42	18
3	и не	18	16
4	не только	21	15
5	и в	39	15
6	в том	26	15
7	тогда как	2	13
8	может быть	27	13
9	при этом	6	12
10	и его	5	12
11	а в	5	12
12	но не	8	11
13	в этом	15	11
14	в себе	13	11
15	то же	6	10
16	по отношению	13	10
17	как бы	6	10
18	так и	13	10
19	а не	21	10
20	отношению к	13	10
21	но и	20	10
22	такого рода	1	9
23	точки зрения	8	9
24	в его	5	9
25	себя в	1	8
26	в душе	11	8
27	но в	9	7
28	в то	4	7
29	с другой	7	7
30	с его	1	6
31	том что	16	6
32	не в	15	6
33	же время	4	6
34	по своей	1	6
35	в ее	1	6
36	приводит к	1	6
37	не может	22	6
38	что в	22	6
39	в их	2	5
40	более или	1	5
41	в самом	3	5
42	то что	10	5
43	не предполагает	1	5
44	ни в	1	5
45	тем самым	4	5
46	могут быть	9	5
47	с ее	2	5
48	того что	8	5
49	только в	25	5
50	уже не	2	5
51	между ними	1	5
52	другой стороны	5	5
53	или менее	1	5
54	в нем	20	5
55	отношения к	1	4
56	и то	3	4
57	мы имеем	1	4
58	жизни как	1	4
59	еще не	6	4
60	а только	4	4
61	хотя и	3	4
62	сознания в	2	4
63	и как	6	4
64	он не	3	4
65	без исключения	1	4
66	в другом	1	4
67	и тем	3	4
68	в слове	8	4
69	в этих	7	4
70	в своей	3	4
71	не столько	1	4
72	входит в	1	4
73	между тем	5	4
74	для него	4	4
75	со стороны	8	4
76	к которому	3	4
77	прежде всего	4	4
78	а на	1	4
79	например в	1	4
80	к тому	4	4
81	сказать что	3	4
82	речи и	10	4
83	того же	3	3
84	на деле	4	3
85	и ее	1	3
86	в целом	2	3
87	что можно	3	3
88	в виду	2	3
89	субъекта и	4	3
90	в противоположность	1	3
91	в которой	2	3
92	не следует	5	3
93	он должен	2	3
94	одно и	1	3
95	лишь в	1	3
96	его в	1	3
97	это не	7	3
98	этом смысле	4	3
99	к области	1	3
100	как и	9	3
101	одного и	2	3
102	с точки	3	3
103	все прочие	1	3
104	но он	2	3
105	тем не	6	3
106	их в	1	3
107	однако в	4	3
108	в отношении	1	3
109	не менее	6	3
110	потому что	52	3
111	имеет место	2	3
112	не будет	2	3
113	в произведении	1	3
114	так в	1	3
115	мог бы	2	3
116	если бы	14	3
117	и что	10	3
118	того или	1	3
119	что он	1	3
120	к нему	1	3
121	во втором	5	3
122	во всей	1	3
123	и того	2	3
124	в области	1	3
125	далеко не	1	3
126	не на	1	3
127	человеческой жизни	1	3
128	была бы	2	3
129	в данном	1	3
130	и для	5	3
131	таким образом	13	3
132	в свою	4	3
133	в таком	5	3
134	таком случае	2	2
135	человека и	1	2
136	и это	3	2
137	противном случае	3	2
138	совпадает с	1	2
139	не вполне	1	2
140	на свою	1	2
141	и на	1	2
142	в чем	1	2
143	но как	3	2
144	не все	2	2
145	за пределы	2	2
146	сама по	3	2
147	в своем	3	2
148	в противном	3	2
149	говорит что	1	2
150	образом и	2	2
151	все эти	1	2
152	в нашем	1	2
153	бы не	6	2
154	всей своей	1	2
155	в этой	3	2
156	с их	1	2
157	но на	2	2
158	вследствие этого	1	2
159	не как	1	2
160	и возможность	1	2
161	на этом	1	2
162	значительной степени	2	2
163	могла бы	2	2
164	времени и	2	2
165	по себе	10	2
166	в них	3	2
167	другим и	1	2
168	несмотря на	5	2
169	жизни но	1	2
170	ведет к	1	2
171	с другими	1	2
172	нас самих	1	2
173	и более	2	2
174	том и	2	2
175	вовсе не	5	2
176	даже в	1	2
177	тому что	3	2
178	и притом	4	2
179	не могло	3	2
180	вытекает из	2	2
181	языка в	6	2
182	оно не	3	2
183	для себя	3	2
184	и о	2	2
185	того чтобы	2	2
186	свою очередь	4	2
187	здесь не	1	2
188	роль в	1	2
189	с языком	2	2
190	или в	2	2
191	о том	2	2
192	при котором	2	2
193	или напротив	1	2
194	именно в	1	2
195	во внутренней	3	2
196	внешних предметов	1	2
197	известного рода	1	2
198	с одной	3	2
199	из которого	3	2
200	есть в	2	2
201	слова не	2	2
202	или даже	3	2
203	одно из	3	2
204	никто не	3	2
205	не сумеет	1	2
206	слова в	2	2
207	в одном	8	2
208	у него	1	2
209	случае не	1	2
210	для того	3	2
211	между которыми	1	2
212	себя и	1	2
213	жизни то	1	2
214	превращается в	1	2
215	одной стороны	3	2
216	начиная с	1	2
217	так же	5	2
218	и потому	5	2
219	как в	10	2
220	и по	6	2
221	о его	2	2
222	ни для	1	2
223	задолго до	1	2
224	во всех	5	2
225	собственно говоря	1	2
226	тем более	2	2
227	с ним	3	2
228	произведении искусства	1	2
229	из этого	2	2
230	только о	1	2
231	жизни оказывается	1	2
232	этого в	2	1
233	говоря о	1	1
234	же как	1	1
235	чтобы не	2	1
236	субъективное что	1	1
237	начинается с	1	1
238	переходит к	1	1
239	бы для	1	1
240	и есть	2	1
241	то в	5	1
242	и субъективная	1	1
243	чего не	1	1
244	от своей	1	1
245	не имело	1	1
246	гегелевское определение	1	1
247	из его	1	1
248	едва ли	1	1
249	в зависимости	1	1
250	уже по	1	1
251	той же	3	1
252	есть не	2	1
253	не во	1	1
254	из своих	1	1
255	не была	1	1
256	в сущности	2	1
257	что иное	2	1
258	в полной	1	1
259	никогда не	4	1
260	которое в	1	1
261	зависимости от	1	1
262	взаимодействиях с	1	1
263	в каждой	1	1
264	не что	2	1
265	проявляется в	2	1
266	на них	1	1
267	внимание и	1	1
268	это возможно	1	1
269	людей в	1	1
270	а язык	1	1
271	иное как	2	1
272	себя а	2	1
273	на их	1	1
274	столь же	3	1
275	бы то	2	1
276	что его	1	1
277	в различных	1	1
278	связи между	2	1
279	тем как	3	1
280	литературы или	1	1
281	других а	1	1
282	легко может	1	1
283	нет не	1	1
284	одном и	2	1
285	для других	1	1
286	более как	3	1
287	себе и	1	1
288	друг от	2	1
289	что они	1	1
290	в истории	7	1
291	более чем	1	1
292	от друга	2	1
293	можно предположить	1	1
294	что касается	1	1
295	перед нами	1	1
296	что по	3	1
297	тем же	2	1
298	самом начале	1	1
299	что входит	1	1
300	от этого	1	1
301	могли бы	2	1
302	только то	2	1
303	что это	3	1
304	а во-вторых	1	1
305	таковы например	1	1
306	из этих	4	1
307	тоже не	1	1
308	но без	2	1
309	в известном	1	1
310	во многих	2	1
311	проникает в	1	1
312	на то	2	1
313	не могла	2	1
314	говоря только	1	1
315	жизнью и	1	1
316	на его	1	1
317	что она	1	1
318	в мир	1	1
319	том в	1	1
320	представляются в	1	1
321	все это	1	1
322	ключ к	2	1
323	тем и	1	1
324	вытекающее из	1	1
325	к одному	2	1
326	отношений между	3	1
327	ни были	3	1
328	и предполагает	1	1
329	подобно тому	3	1
330	заключает в	2	1
331	себя самой	1	1
332	но самое	1	1
333	по его	7	1
334	многих других	1	1
335	бы они	2	1
336	то ни	3	1
337	что все	3	1
338	тем в	1	1
339	не сможет	1	1
340	бы быть	4	1
341	не с	1	1
342	а как	2	1
343	это было	1	1
344	было бы	12	1
345	не совпадает	1	1
346	весь мир	1	1
347	по этому	2	1
348	в жизни	3	1
349	жизни человека	2	1
350	рядом с	1	1
351	в близости	1	1
352	зрения или	1	1
353	как сказано	1	1
354	духовной жизни	2	1
355	он от	1	1
356	или после	1	1
357	открытие и	1	1
358	обратимся к	1	1
359	от своего	1	1
360	в такой	1	1
361	и без	3	1
362	в котором	1	1
363	что от	1	1
364	в единстве	2	1
365	которое должно	1	1
366	себе а	1	1
367	быть названо	3	1
368	любовь и	1	1
369	предполагает не	1	1
370	есть его	1	1
371	друг другу	3	1
372	слова могут	1	1
373	по крайней	2	1
374	более сложные	1	1
375	в прошлом	1	1
376	не могли	2	1
377	из виду	1	1
378	и наоборот	6	1
379	том же	2	1
380	случае мы	1	1
381	нас к	1	1
382	она по	1	1
383	то с	1	1
384	между людьми	1	1
385	в таких	2	1
386	ее не	1	1
387	быть без	1	1
388	виду что	1	1
389	но для	1	1
390	она могла	1	1
391	не имеет	5	1
392	принадлежат к	1	1
393	что такое	1	1
394	к этим	1	1
395	которого он	1	1
396	мнения о	2	1
397	но только	1	1
398	которых и	2	1
399	между лицом	1	1
400	все без	1	1
401	себе самом	1	1
402	невозможно так	1	1
403	народной жизни	2	1
404	в самой	3	1
405	с этих	1	1
406	не говорит	1	1
407	и теперь	1	1
408	связи с	3	1
409	из того	2	1
410	не по	4	1
411	как будто	2	1
412	и делает	1	1
413	в каком	6	1
414	душе в	1	1
415	этот закон	1	1
416	деятельности и	5	1
417	все то	2	1
418	поэтому не	1	1
419	когда мы	2	1
420	сравнении с	2	1
421	предметов в	1	1
422	единства в	1	1
423	чем-то внешним	1	1
424	и развития	2	1
425	как следствие	1	1
426	в каждом	4	1
427	на это	1	1
428	должен быть	1	1
429	не ограничивается	2	1
430	к индивидуальной	1	1
431	из всего	1	1
432	как мы	2	1
433	значения и	1	1
434	точно так	11	1
435	только при	2	1
436	языка и	17	1
437	в собственном	2	1
438	мысль о	2	1
439	действия и	1	1
440	то время	1	1
441	и совершенно	1	1
442	переход к	1	1
443	на нее	1	1
444	те же	1	1
445	для этого	2	1
446	остановимся на	1	1
447	деятельности в	2	1
448	которому принадлежит	1	1
449	к языку	2	1
450	из других	1	1
451	внимание на	1	1
452	как ее	1	1
453	после того	1	1
454	людей как	1	1
455	это была	1	1
456	служит для	2	1
457	общего чувства	4	1
458	нуждается в	2	1
459	от одного	1	1
460	крайней мере	2	1
461	в другой	3	1
462	вслед за	1	1
463	каждом из	1	1
464	если он	1	1
465	языка мы	1	1
466	существует как	1	1
467	эти последние	1	1
468	в формах	1	1
469	на которой	1	1
470	один из	1	1
471	но с	2	1
472	достаточного основания	1	1
473	всякое произведение	2	1
474	мы видим	4	1
475	дело с	1	1
476	что даже	2	1
477	над собою	1	1
478	в какой	1	1
479	в природу	1	1
480	такое же	1	1
481	или же	3	1
482	между этими	1	1
483	бы ни	4	1
484	жить и	1	1
485	на мир	1	1
486	отдельных лиц	2	1
487	с которыми	1	1
488	собою как	1	1
489	всего данного	1	1
490	так что	16	1
491	для всех	5	1
492	с нею	4	1
493	если мы	3	1
494	языка а	3	1
495	сама собою	1	1
496	они ни	2	1
497	то и	7	1
498	то чему	1	1
499	две другие	1	1
500	мышления и	1	1
501	из них	1	1
502	что речь	2	1
503	за ним	2	1
504	чего бы	2	1
505	случается с	1	1
506	представить себе	3	1
507	до того	1	1
508	мы находим	1	1
509	не для	1	1
510	с этими	1	1
511	так как	21	1
512	и от	3	1
513	к ним	2	1
514	без этого	1	1
515	бытия и	3	1
516	должен был	1	1
517	человек как	1	1
518	его мысли	1	1
519	образом что	2	1
520	не было	4	1
521	разница в	1	1
522	и даже	4	1
523	но одно	1	1
524	никакого определенного	1	1
525	в уме	1	1
526	еще и	1	1
527	наконец в	1	1
528	души и	5	1
529	что не	10	1
530	что для	3	1
531	к более	1	1
532	противоречие между	1	1
533	бы никакого	1	1
534	с моей	1	1
535	отрешиться от	1	1
536	природе и	1	1
537	не решает	1	1
538	человека но	1	1
539	не сама	1	1
540	более того	1	1
541	зависит от	5	1
542	что несмотря	1	1
543	когда же	1	1
544	не всегда	1	1
545	и том	2	1
546	что из	1	1
547	и слово	1	1
548	стороны в	1	1
549	его как	1	1
550	в одно	2	1
551	то она	2	1
552	в связи	1	1
553	не внешним	1	1
554	имея в	1	1
555	только к	1	1
556	даже при	1	1
557	вместе с	8	1
558	в одной	1	1
559	язык а	1	1
560	всем остальным	1	1
561	каждая из	1	1
562	например если	2	1
563	ни от	1	1
564	не могут	4	1
565	другу и	1	1
566	он говорит	1	1
567	может как	1	1
568	этого слова	1	1
569	тому как	4	1
570	лицом и	2	1
571	есть как	2	1
572	относительно языка	1	1
573	объективности и	4	1
574	и вполне	1	1
575	да и	1	1
576	чувства и	13	1
577	в состоянии	3	1
578	же природы	1	1
579	быть не	4	1
580	с этой	2	1
581	и формы	1	1
582	и другим	1	1
583	своей жизни	1	1
584	только для	3	1
585	между прочим	2	1
586	все же	6	1
587	от нас	2	1
588	себе еще	1	1
589	мы по	1	1
590	при всем	1	1
591	в более	4	1
592	может служить	1	1
593	говорящего и	1	1
594	если не	2	1
595	что делает	1	1
596	объективно и	1	1
597	она может	3	1
598	не подлежит	1	1
599	сколько бы	1	1
600	душа не	1	1
601	видно из	1	1
602	в результате	1	1
603	о котором	3	1
604	себя только	2	1
605	например не	1	1
606	для нас	9	1
607	от него	4	1
608	здесь именно	1	1
609	к различным	1	1
610	бы в	4	1
611	не более	4	1
612	не будучи	1	1
613	этими примерами	1	1
614	все они	2	1
615	ни было	2	1
616	же в	2	1
617	этой деятельности	2	1
618	но если	2	1
619	того времени	1	1
620	но всегда	2	1
621	не есть	10	1
622	чем с	1	1
623	и субъективности	4	1
624	быть признано	1	1
625	жизни а	1	1
626	внутреннее единство	2	1
627	в сравнении	3	1
628	быть назван	1	1
629	жизни и	2	1
630	и другие	1	1
631	в своих	4	1
632	нее как	1	1
633	по поводу	3	1
634	все что	2	1
635	этой точки	1	1
636	они не	1	1
637	событий в	1	1
