N	2gram	Bakhtin_Fr_2	Tvorches
1	и в	49	21
2	как бы	11	17
3	в то	6	15
4	то же	7	13
5	в его	18	13
6	то есть	32	12
7	как и	11	12
8	же время	6	12
9	что в	2	12
10	с его	5	11
11	том что	4	11
12	все это	9	10
13	в романе	9	10
14	как в	1	8
15	он не	1	8
16	то что	6	8
17	в году	13	7
18	и на	17	7
19	но в	4	7
20	не только	17	7
21	при этом	5	7
22	во многом	1	7
23	у него	2	7
24	и не	15	7
25	в том	3	7
26	в свою	1	7
27	в этом	15	6
28	в творчестве	6	6
29	в котором	1	6
30	не менее	1	6
31	и его	17	6
32	о том	3	6
33	и все	3	6
34	что он	3	6
35	для него	9	6
36	xix века	2	6
37	а в	4	6
38	жизни в	3	6
39	все же	7	5
40	в этой	10	5
41	таким образом	7	5
42	вовсе не	10	5
43	в своих	4	5
44	потому что	1	5
45	только в	13	5
46	может быть	5	5
47	а не	1	5
48	м с	1	5
49	но это	2	5
50	это уже	1	5
51	хотя бы	1	5
52	человека и	3	4
53	из всех	1	4
54	в своем	5	4
55	и как	1	4
56	та же	2	4
57	в целом	1	4
58	в человеке	1	4
59	статическая концепция	1	4
60	это не	1	4
61	в своей	5	4
62	своего рода	1	4
63	в мире	2	4
64	времени и	6	4
65	одной из	2	4
66	прежде всего	19	4
67	на эту	2	4
68	не может	7	4
69	и от	1	4
70	в основном	5	4
71	один из	7	4
72	одним из	2	4
73	на самом	2	3
74	это и	2	3
75	той же	1	3
76	я не	1	3
77	не был	3	3
78	время в	1	3
79	со всеми	2	3
80	хотя и	2	3
81	в самом	3	3
82	сливается с	1	3
83	в нем	9	3
84	на его	2	3
85	на земле	3	3
86	и по	1	3
87	что все	1	3
88	и с	6	3
89	и других	3	3
90	на протяжении	7	3
91	далеко не	3	3
92	в их	2	3
93	место в	3	3
94	представление о	1	3
95	даже в	3	3
96	дело в	1	3
97	никогда не	5	3
98	воли и	1	3
99	он видит	2	3
100	с ее	3	3
101	и другие	2	3
102	с самого	1	3
103	в дальнейшем	2	3
104	с ним	4	3
105	там же	2	3
106	в ту	2	3
107	того что	1	3
108	уже в	5	3
109	в виде	1	3
110	говорит о	1	3
111	так как	6	3
