N	2gram	Tiupa_Lite_2	Istorich
1	и в	19	24
2	не только	8	21
3	что он	3	21
4	и т	2	17
5	может быть	17	14
6	не может	9	14
7	что в	4	13
8	в этих	1	13
9	мы имеем	1	12
10	как в	1	12
11	в этом	9	12
12	но и	10	11
13	это не	1	10
14	том что	7	10
15	и что	2	10
16	у него	2	10
17	а в	3	10
18	все же	2	9
19	с другой	8	9
20	не в	4	9
21	о том	2	9
22	потому что	2	9
23	то же	12	8
24	еще не	2	8
25	что и	2	8
26	так как	3	8
27	другой стороны	4	8
28	а не	20	8
29	во всех	3	7
30	то что	7	7
31	таким образом	1	7
32	мы видели	1	7
33	одна из	5	7
34	один из	4	7
35	в том	10	7
36	вместе с	5	7
37	что это	1	6
38	но не	5	6
39	как он	2	6
40	в нем	3	6
41	он не	5	6
42	всех этих	1	6
43	как и	10	6
44	для нас	2	6
45	и все	1	6
46	а именно	3	6
47	того что	5	6
48	ответ на	1	6
49	тем что	4	6
50	так же	1	6
51	с этой	2	6
52	в чем	1	5
53	с одной	7	5
54	но в	2	5
55	право на	3	5
56	здесь мы	1	5
57	не менее	6	5
58	с ним	2	5
59	в русской	4	5
60	ничего не	3	5
61	так и	7	5
62	одной стороны	6	5
63	героя и	1	5
64	же как	2	4
65	начинается с	1	4
66	мы не	4	4
67	представляет собой	2	4
68	как бы	2	4
69	при этом	6	4
70	не всегда	1	4
71	точки зрения	4	4
72	в их	3	4
73	своего рода	13	4
74	тем не	2	4
75	по существу	3	4
76	не имеет	1	4
77	никогда не	3	4
78	со своим	1	4
79	в других	1	4
80	и говорит	1	4
81	так в	5	4
82	после того	1	4
83	то и	3	4
84	вовсе не	2	4
85	ее на	1	4
86	в данном	3	4
87	и не	11	4
88	одной из	2	4
89	есть и	1	4
90	из версий	1	3
91	не вполне	2	3
92	и он	3	3
93	герой не	1	3
94	тогда как	9	3
95	себе и	3	3
96	когда он	1	3
97	и наконец	2	3
98	на то	1	3
99	том чтобы	3	3
100	и по	1	3
101	его в	1	3
102	в них	2	3
103	которой он	1	3
104	в конце	2	3
105	но они	1	3
106	как мы	1	3
107	того как	1	3
108	не все	1	3
109	и его	3	3
110	связи с	1	3
111	данном случае	3	3
112	не столько	3	3
113	в образе	1	3
114	еще одна	1	3
115	приходит к	1	3
116	в качестве	5	3
117	так что	4	3
118	уже в	2	3
119	не случайно	4	3
120	и даже	8	3
121	и стал	1	3
122	этой точки	1	3
123	что мы	1	3
124	но это	3	3
125	обращается к	3	3
126	от него	1	3
127	ее в	1	3
128	имеет характер	1	2
129	с тех	1	2
130	но тем	4	2
131	здесь и	1	2
132	со своей	2	2
133	его не	1	2
134	на себя	2	2
135	того же	4	2
136	оказывается что	1	2
137	и на	6	2
138	если в	2	2
139	из равных	1	2
140	со стороны	3	2
141	не просто	1	2
142	которые не	1	2
143	стороны и	1	2
144	и нет	2	2
145	этом же	1	2
146	огонь и	1	2
147	что по	1	2
148	в действительности	1	2
149	он на	2	2
150	но эта	1	2
151	в самом	1	2
152	все эти	1	2
153	во многих	1	2
154	еще один	1	2
155	рассказ о	1	2
156	после чего	1	2
157	на земле	1	2
158	было бы	2	2
159	должен был	1	2
160	у того	1	2
161	не от	1	2
162	к этому	1	2
163	но он	1	2
164	не его	1	2
165	что этот	1	2
166	того кто	1	2
167	тому что	1	2
168	вплоть до	3	2
169	можно указать	1	2
170	в то	9	2
171	не по	2	2
172	в основе	2	2
173	на войне	1	2
174	друг друга	2	2
175	во всем	1	2
176	не могут	1	2
177	это конечно	1	2
178	но по	1	2
179	в ее	2	2
180	на том	1	2
181	и когда	1	2
182	не стоит	1	2
183	должно было	1	2
184	восходит к	2	2
185	здесь не	1	2
186	тот же	2	2
187	а после	1	2
188	уже не	2	2
189	не можем	1	2
190	только на	1	2
191	что не	2	2
192	из них	2	2
193	ни с	1	2
194	не так	2	2
195	прежде всего	4	2
196	в особенности	1	2
197	и др	3	2
198	говорит о	1	2
199	выше и	2	2
200	в руках	2	2
201	как это	2	2
202	он говорит	1	2
203	а если	2	2
204	в литературе	1	2
205	по которому	1	2
206	и от	1	2
207	и о	1	2
208	в основном	1	2
209	это как	2	2
210	он стал	1	2
211	к женщине	1	2
212	от всех	1	2
213	и эта	1	2
214	они не	1	2
215	на своих	1	1
216	ту же	2	1
217	цели но	2	1
218	отношения к	1	1
219	одним из	3	1
220	самом деле	1	1
221	к этой	2	1
222	от своей	1	1
223	должна быть	1	1
224	есть не	1	1
225	в стан	1	1
226	можно и	1	1
227	это совершенно	1	1
228	тебя по	1	1
229	мотива с	1	1
230	в первый	2	1
231	что уже	1	1
232	случае это	2	1
233	я не	5	1
234	из камня	1	1
235	как я	3	1
236	ему в	1	1
237	для наших	1	1
238	частный случай	1	1
239	в ней	4	1
240	и этого	1	1
241	он был	1	1
242	бы то	1	1
243	я на	3	1
244	иного рода	1	1
245	землю и	1	1
246	то он	1	1
247	свою жизнь	1	1
248	по отношению	4	1
249	искусство в	1	1
250	он пишет	1	1
251	существование в	2	1
252	земле в	1	1
253	несомненно что	1	1
254	в своем	1	1
255	власти от	1	1
256	традиции как	2	1
257	ср также	1	1
258	и как	3	1
259	это тоже	1	1
260	и к	2	1
261	самом начале	1	1
262	на войну	2	1
263	искусство и	1	1
264	и хотя	1	1
265	в этот	1	1
266	за собой	1	1
267	где все	1	1
268	поэтому он	1	1
269	ни один	1	1
270	в целом	2	1
271	дерево жизни	1	1
