N	2gram	Losev_Vlad_3	UchenyiS
1	и в	40	14
2	а не	8	10
3	не только	25	10
4	прежде всего	10	8
5	и не	25	8
6	не может	14	7
7	в этом	16	7
8	то что	28	7
9	может быть	8	6
10	то же	4	5
11	и только	3	5
12	все это	1	5
13	хотя бы	6	5
14	перестает быть	1	5
15	с другой	5	4
16	но и	18	4
17	в их	2	4
18	в россии	3	4
19	в этой	8	4
20	конечно не	1	4
21	то ни	3	3
22	и то	9	3
23	это не	3	3
24	было бы	4	3
25	как и	7	3
26	в частности	1	3
27	в своей	9	3
28	бы то	3	3
29	очевидно что	1	3
30	к сожалению	1	3
31	этой области	1	3
32	в то	7	3
33	все же	4	3
34	но в	4	3
35	же время	2	3
36	только к	2	3
37	у нас	5	3
38	другой стороны	2	3
39	для него	8	3
40	не как	2	3
41	ни было	1	3
42	не о	2	3
43	что все	7	2
44	а между	1	2
45	же не	2	2
46	и с	9	2
47	до сих	1	2
48	это было	3	2
49	самом деле	1	2
50	в буквальном	1	2
51	противном случае	1	2
52	должна быть	2	2
53	в некоторых	1	2
54	мы не	2	2
55	о чем	1	2
56	является в	2	2
57	на эту	1	2
58	если бы	3	2
59	что мы	2	2
60	ничего не	5	2
61	не столько	3	2
62	если не	6	2
63	том что	18	2
64	на первый	2	2
65	сводится к	3	2
66	но даже	4	2
67	мы и	2	2
68	нам представляется	2	2
69	с его	2	2
70	но не	4	2
71	в сторону	2	2
72	думается что	1	2
73	не все	3	2
74	в его	14	2
75	по существу	4	2
76	что и	7	2
77	по себе	6	2
78	конце концов	5	2
79	сих пор	1	2
80	но это	6	2
81	этом смысле	3	2
82	в противном	1	2
83	в том	18	2
84	и для	3	2
85	что он	5	2
86	в себе	9	2
87	в самом	4	2
88	и у	3	2
89	только в	13	2
90	не в	3	2
91	и является	1	2
92	вопроса о	1	2
93	очевидно не	1	2
94	все они	2	2
95	в системе	1	2
96	не есть	10	2
97	этом отношении	2	2
98	приходится признать	1	2
99	бы и	4	2
100	сколько угодно	2	2
101	не могут	2	2
102	в конце	12	2
103	а о	2	2
104	же самое	3	2
105	как раз	10	2
106	тем что	5	2
107	что она	2	2
108	таким образом	11	2
109	даже и	12	2
110	для себя	5	1
111	и это	6	1
112	в последние	1	1
113	что такой	1	1
114	об этом	6	1
115	же как	3	1
116	не делает	1	1
117	в этот	2	1
118	человека и	3	1
119	даже не	3	1
120	то есть	24	1
121	в виду	3	1
122	большую значимость	1	1
123	сам по	2	1
124	говорить не	1	1
125	первую очередь	1	1
126	данном случае	2	1
127	или иначе	2	1
128	только при	4	1
129	с самим	1	1
130	и прежде	1	1
131	существу то	1	1
132	из самых	1	1
133	только более	1	1
134	и др	1	1
135	слова у	1	1
136	она все	1	1
137	из первых	1	1
138	к которой	1	1
139	что для	1	1
140	слова а	1	1
141	никогда не	11	1
142	произведение как	1	1
143	так и	6	1
144	по его	2	1
145	и возвращается	1	1
146	одной стороны	3	1
147	в сфере	1	1
148	относится к	1	1
149	этого не	3	1
150	до конца	4	1
151	с тем	7	1
152	мы имеем	3	1
153	что никакого	1	1
154	он знает	1	1
155	в словесном	1	1
156	почему и	1	1
157	а где	1	1
158	и всякого	2	1
159	очень легко	2	1
160	и даже	6	1
161	должно быть	5	1
162	отсутствует хотя	1	1
163	слишком часто	1	1
164	можно сказать	1	1
165	смысле и	1	1
166	не вполне	2	1
167	вся система	2	1
168	или менее	5	1
169	никогда и	2	1
170	произведения как	1	1
171	свое первоначальное	1	1
172	тех кто	3	1
173	как на	3	1
174	о том	11	1
175	в ней	5	1
176	и потому	10	1
177	в котором	4	1
178	осталось бы	1	1
179	только для	1	1
180	и что	8	1
181	тех и	1	1
182	она в	1	1
183	он был	2	1
184	всего только	1	1
185	все и	2	1
186	первый план	2	1
187	его работы	3	1
188	быть в	2	1
189	из которых	1	1
190	его теоретической	3	1
191	конечно это	1	1
192	признать что	1	1
193	как таковая	1	1
194	строго говоря	1	1
195	все в	1	1
196	в течение	4	1
197	является только	1	1
198	впадая в	1	1
199	философское мышление	1	1
200	пишет в	1	1
201	для изучения	1	1
202	является с	1	1
203	в данном	5	1
204	что же	9	1
205	не то	1	1
206	бы в	2	1
207	того что	7	1
208	друг другу	1	1
209	в которых	1	1
210	эта работа	2	1
211	поскольку он	4	1
212	речи в	1	1
213	их в	1	1
214	оно является	1	1
215	это значит	6	1
216	что этот	3	1
217	нет и	1	1
218	если нет	3	1
219	к проблеме	1	1
220	за пределы	3	1
221	на то	4	1
222	него не	1	1
223	определяется не	1	1
224	и вся	2	1
225	отнюдь не	5	1
226	она не	2	1
227	для тех	2	1
228	еще раз	2	1
229	этом случае	1	1
230	ли является	1	1
231	независимо от	3	1
232	его на	1	1
233	но тут	2	1
234	в своем	8	1
235	что с	1	1
236	но для	3	1
237	имеет свою	2	1
238	и необходимым	1	1
239	и все	4	1
240	того как	1	1
241	что только	1	1
242	как автора	2	1
243	вне его	1	1
244	она должна	2	1
245	анализ его	1	1
246	было у	1	1
247	более или	5	1
248	как таковое	1	1
249	объекта и	1	1
250	высокую оценку	1	1
251	не существует	2	1
252	представляется что	1	1
253	он уже	2	1
254	по мнению	4	1
255	в которой	2	1
256	не впадая	1	1
257	больше чем	2	1
258	он успел	1	1
259	это то	1	1
260	не было	5	1
261	так или	2	1
262	он в	1	1
263	это же	2	1
264	с одной	3	1
265	в качестве	3	1
266	в известном	1	1
267	что по	1	1
268	не ставит	1	1
269	литературы в	1	1
270	буквальном смысле	1	1
271	уже не	9	1
272	на одно	1	1
273	далеко не	3	1
274	тут мы	1	1
275	но также	1	1
276	то и	2	1
277	и необходимо	1	1
278	же в	3	1
279	в процессе	1	1
280	в виде	13	1
281	возражать против	1	1
282	не столь	1	1
283	теории и	1	1
284	не обладает	1	1
285	в нем	3	1
286	но если	5	1
287	он не	8	1
288	о которой	1	1
289	сказать что	12	1
290	только как	1	1
291	состоит из	1	1
292	очень часто	1	1
293	в первую	1	1
294	он называет	2	1
295	исходить из	1	1
296	и так	2	1
297	природе и	1	1
298	важным и	1	1
299	что еще	1	1
300	содержания и	2	1
301	в понятии	1	1
302	последние годы	1	1
303	не для	1	1
304	но он	1	1
305	если у	1	1
306	но что	2	1
307	у него	24	1
308	само по	3	1
309	о сущности	1	1
310	ее в	3	1
311	взятого в	1	1
312	о необходимости	3	1
313	и свое	1	1
314	и эта	3	1
315	а это	1	1
316	невозможна без	1	1
317	что при	1	1
318	философии это	2	1
319	к этому	2	1
