N	2gram	Propp_Russ_1	Psycholo
1	то что	6	32
2	и в	36	31
3	в том	17	30
4	и т	10	26
5	то есть	3	26
6	что в	19	23
7	может быть	8	22
8	таким образом	6	20
9	при этом	6	19
10	так как	15	18
11	не может	4	17
12	как и	10	16
13	том что	19	16
14	т п	1	16
15	и не	6	16
16	точки зрения	3	15
17	только в	4	14
18	не только	22	13
19	что и	7	13
20	а не	2	13
21	мы не	6	12
22	так же	3	12
23	в этом	12	12
24	с таким	1	11
25	в области	3	11
26	могут быть	2	11
27	на то	1	10
28	того что	4	10
29	потому что	10	10
30	самом деле	1	9
31	ни в	1	9
32	как в	5	9
33	показать что	1	8
34	т д	9	8
35	и что	4	8
36	что мы	1	8
37	вместе с	10	8
38	все это	6	8
39	во всяком	1	8
40	только тогда	1	7
41	том чтобы	1	7
42	на основании	1	7
43	сказать что	1	7
44	и его	1	7
45	о том	8	7
46	есть в	1	7
47	тому как	1	7
48	что он	1	7
49	что это	3	6
50	зависимости от	1	6
51	очевидно что	1	6
52	отнюдь не	2	6
53	целый ряд	1	6
54	из этих	4	6
55	что она	2	6
56	было бы	1	6
57	если бы	1	6
58	в его	2	6
59	всяком случае	1	6
60	до конца	2	6
61	а в	9	6
62	то же	3	5
63	что всякое	1	5
64	в целом	2	5
65	подобно тому	1	5
66	показывает что	5	5
67	несмотря на	3	5
68	она не	2	5
69	в то	1	5
70	тогда когда	1	5
71	как будто	5	5
72	не является	1	5
73	то время	1	5
74	для нас	6	5
75	мы видим	2	5
76	в какой	2	5
77	так что	2	5
78	эта теория	1	5
79	как бы	5	5
80	все же	5	5
81	и для	2	5
82	и все	1	5
83	же как	1	4
84	мы имеем	4	4
85	в которой	1	4
86	в виду	1	4
87	точка зрения	1	4
88	у него	2	4
89	отличие от	1	4
90	в себе	1	4
91	по существу	4	4
92	в совершенно	1	4
93	что я	1	4
94	тому что	4	4
95	одна из	4	4
96	только из	1	4
97	у нас	8	4
98	к тому	4	4
99	те же	1	4
100	никак не	1	4
101	между тем	7	4
102	один из	8	4
103	мы увидим	8	4
104	и у	5	4
105	мы можем	2	4
106	там где	2	4
107	и так	1	4
108	как это	8	4
109	этого слова	3	4
110	и о	1	4
111	в этих	3	4
112	и другие	13	4
113	в своих	2	4
114	к этому	4	4
115	например в	2	3
116	тем же	1	3
117	что эти	1	3
118	должна быть	1	3
119	собственном смысле	1	3
120	с в	4	3
121	вопрос о	1	3
122	из которых	1	3
123	в которых	5	3
124	именно эти	1	3
125	разницы между	1	3
126	совсем не	1	3
127	но не	2	3
128	мыслительные процессы	1	3
129	с этим	2	3
130	в своем	3	3
131	двери и	1	3
132	хотя и	2	3
133	что по	4	3
134	и к	3	3
135	но в	2	3
136	та же	2	3
137	уже в	1	3
138	в этой	1	3
139	его и	2	3
140	тому же	1	3
141	думается что	1	3
142	состоит в	8	3
143	в силу	2	3
144	и по	8	3
145	в каждом	2	3
146	разница между	2	3
147	с тем	8	3
148	мы знаем	1	3
149	представить себе	1	3
150	представление о	3	3
151	в отличие	1	3
152	точку зрения	1	3
153	точно так	1	3
154	что на	4	3
155	не могут	1	3
156	и другой	3	3
157	и это	1	3
158	что все	1	3
159	только при	1	3
160	в собственном	1	3
161	так и	7	3
162	что у	2	3
163	каждого из	1	3
164	но мы	1	3
165	чтобы вызвать	1	3
166	он не	1	3
167	нуждается в	1	3
168	в частности	2	3
169	который в	1	3
170	или его	1	3
171	рассматриваться как	1	3
172	не можем	3	3
173	только на	3	3
174	и других	7	3
175	слова в	3	3
176	от того	1	3
177	точек зрения	1	3
178	не было	2	3
179	совершенно очевидно	1	3
180	под влиянием	1	3
181	исходя из	1	3
182	но это	4	3
183	должны быть	1	3
184	и другими	2	3
185	это все	1	3
186	т е	17	3
187	жизни и	1	3
188	все что	1	3
189	как на	1	3
190	в таком	1	3
191	то на	3	2
192	ту же	1	2
193	таком случае	1	2
194	того же	1	2
195	и без	1	2
196	на самом	2	2
197	тех же	1	2
198	оно было	1	2
199	поэзии и	1	2
200	из всех	1	2
201	она в	3	2
202	как мы	10	2
203	на место	1	2
204	этом не	1	2
205	но даже	2	2
206	большей частью	1	2
207	в чем	1	2
208	в область	1	2
209	на основе	1	2
210	а только	1	2
211	с совершенно	1	2
212	что они	7	2
213	независимо от	2	2
214	совершенно другой	1	2
215	она как	1	2
216	когда он	2	2
217	к числу	1	2
218	увидим что	1	2
219	представляет собой	4	2
220	как он	2	2
221	в нем	2	2
222	главным образом	2	2
223	этого вопроса	1	2
224	в немецкой	1	2
225	русском языке	1	2
226	как они	2	2
227	совпадают с	3	2
228	и характер	1	2
229	и с	2	2
230	не дает	1	2
231	его в	1	2
232	но совершенно	1	2
233	на почве	1	2
234	и тем	1	2
235	в них	6	2
236	он же	3	2
237	далеко не	3	2
238	не всегда	1	2
239	такой же	2	2
240	с точки	3	2
241	одном из	1	2
242	теми же	1	2
243	тем не	3	2
244	их в	3	2
245	том же	2	2
246	они сами	1	2
247	что есть	1	2
248	не менее	3	2
249	в основе	1	2
250	ничего не	3	2
251	в русском	4	2
252	видим что	1	2
253	и теперь	1	2
254	этом отношении	1	2
255	черных и	1	2
256	сходство с	2	2
257	если же	1	2
258	и поэтому	2	2
259	приходит к	1	2
260	из белого	1	2
261	приводит к	3	2
262	подойти к	2	2
263	с ним	2	2
264	в настоящее	3	2
265	означает что	2	2
266	и здесь	2	2
267	настоящее время	3	2
268	там же	5	2
269	но и	16	2
270	случае не	1	2
271	нас в	1	2
272	и во	1	2
273	или как	1	2
274	этому поводу	2	2
275	это имеет	2	2
276	направлений в	1	2
277	наконец в	1	2
278	и следовательно	1	2
279	к нему	1	2
280	что здесь	1	2
281	как например	3	2
282	тот же	1	2
283	которых они	1	2
284	и потому	2	2
285	в разные	2	2
286	бы ни	1	2
287	по этому	3	2
288	в качестве	3	2
289	которой оно	1	2
290	вот что	1	2
291	уже не	6	2
292	что следовательно	1	2
293	в жизни	2	2
294	из них	8	2
295	одно из	5	2
296	и их	4	2
297	в одном	3	2
298	к ним	3	2
299	но что	2	2
300	не составляет	1	2
301	должны будем	1	2
302	себя и	2	2
303	что для	1	2
304	говорит о	1	2
305	то и	1	2
306	не означает	2	2
307	о чем	3	2
308	в связи	4	2
309	мы видели	1	2
310	настоящей работы	1	2
311	к жизни	3	2
312	целом ряде	1	2
313	может считаться	1	2
314	в изучении	2	2
315	одного и	1	2
316	должна была	2	2
317	и состоит	1	2
318	тот кто	1	2
319	от него	1	2
320	и как	2	2
321	будто бы	6	2
322	или не	1	2
323	обратиться к	1	2
324	имеет место	2	2
325	только о	1	2
326	по поводу	1	2
327	который должен	1	1
328	говоря о	1	1
329	этого животного	1	1
330	рассматривается как	1	1
331	в объяснении	1	1
332	непосредственно не	1	1
333	полагают что	1	1
334	в первом	1	1
335	по преимуществу	1	1
336	чем именно	1	1
337	теория эта	1	1
338	и могут	1	1
339	это объяснение	1	1
340	он уже	1	1
341	в несколько	1	1
342	и литературных	1	1
343	на тех	2	1
344	что изучение	1	1
345	что если	1	1
346	которую мы	1	1
347	в первый	4	1
348	какой-то особой	1	1
349	еще до	2	1
350	но она	2	1
351	что иное	2	1
352	и ее	1	1
353	ему в	1	1
354	которое в	1	1
355	и был	1	1
356	это время	2	1
357	в ней	2	1
358	свою очередь	2	1
359	настоящая работа	1	1
360	еще не	4	1
361	и на	10	1
