N	2gram	Bakhtin_Fr_8	StatiiOP
1	и в	56	29
2	том что	8	27
3	в том	13	27
4	в этом	14	21
5	не только	8	19
6	но и	9	19
7	что в	5	19
8	о том	4	17
9	в его	18	13
10	что он	2	13
11	в которой	4	11
12	то что	3	11
13	все это	8	11
14	таким образом	17	10
15	к тому	1	10
16	в своем	3	9
17	он не	5	9
18	потому что	6	9
19	так и	13	9
20	этом отношении	1	9
21	и не	9	9
22	как на	1	9
23	но в	6	8
24	как раз	2	8
25	по поводу	1	8
26	в ней	4	7
27	в самом	9	7
28	так например	2	7
29	в своей	2	7
30	в котором	2	7
31	тому что	1	7
32	того как	2	7
33	для того	2	7
34	в виду	1	7
35	с тем	2	7
36	вместе с	2	7
37	одним из	5	6
38	вопрос о	1	6
39	и на	7	6
40	все же	2	6
41	вовсе не	6	6
42	того чтобы	4	6
43	и его	12	6
44	и что	1	6
45	в одном	2	6
46	до сих	8	6
47	в свет	3	5
48	было бы	2	5
49	точки зрения	6	5
50	в языке	1	5
51	того что	1	5
52	между тем	3	5
53	в качестве	4	5
54	своего рода	5	5
55	прежде всего	6	5
56	а не	2	5
57	в той	6	5
58	как бы	11	5
59	сих пор	8	5
60	речь идет	1	4
61	кроме того	3	4
62	на память	1	4
63	хотя и	2	4
64	и к	4	4
65	по словам	1	4
66	в нем	8	4
67	в другом	3	4
68	и с	8	4
69	должен был	1	4
70	не в	3	4
71	дело в	2	4
72	и о	3	4
73	времени и	4	4
74	после того	1	4
75	но с	2	4
76	связи с	6	4
77	для него	2	4
78	с другой	2	4
79	именно в	1	4
80	действующих лиц	2	4
81	в речи	2	4
82	в частности	7	4
83	своего времени	6	4
84	еще более	1	4
85	того времени	4	4
86	а как	1	4
87	в романе	21	4
88	к этому	2	4
89	предисловия к	1	3
90	например в	4	3
91	самом деле	2	3
92	на самом	2	3
93	идет о	1	3
94	в году	3	3
95	в их	3	3
96	подчеркнуть что	1	3
97	и он	1	3
98	не был	4	3
99	но не	5	3
100	которые не	1	3
101	как в	1	3
102	не было	5	3
103	что это	4	3
104	в известном	2	3
105	тому же	1	3
106	вообще не	1	3
107	в начале	1	3
108	из них	2	3
109	ни в	2	3
110	не мог	3	3
111	в эту	2	3
112	в этих	11	3
113	и сейчас	1	3
114	но он	3	3
115	на рубеже	3	3
116	что эта	1	3
117	самого начала	1	3
118	одной из	3	3
119	никогда не	5	3
120	это слово	1	3
121	тем что	1	3
122	с самого	1	3
123	в образе	3	3
124	и здесь	3	3
125	на вопрос	1	3
126	как у	1	3
127	должно было	1	3
128	наконец в	4	3
129	но это	2	3
130	русского языка	1	3
131	так что	3	3
132	с нею	1	3
133	ни одного	2	3
134	кажется что	1	3
135	из нее	2	3
136	связан с	2	3
137	что на	2	3
138	и даже	8	3
139	в предисловии	1	3
140	еще и	3	3
141	а с	1	3
142	до конца	11	3
143	так же	2	3
144	xix века	1	3
145	другой стороны	2	3
146	как известно	1	2
147	также и	2	2
148	того же	1	2
149	такое же	1	2
150	тем же	1	2
151	то же	11	2
152	и была	2	2
153	для своего	2	2
154	почти все	2	2
155	в полной	1	2
156	действующего лица	1	2
157	пребывания в	1	2
158	французском языке	1	2
159	бы то	2	2
160	с его	5	2
161	присутствует в	1	2
162	отличие от	1	2
163	что они	2	2
164	там где	3	2
165	в одной	1	2
166	и как	2	2
167	более или	2	2
168	все эти	15	2
169	в этой	6	2
170	в себе	4	2
171	и те	2	2
172	как он	1	2
173	на его	6	2
174	сцену в	1	2
175	больше всего	1	2
176	при этом	4	2
177	если бы	2	2
178	первой части	3	2
179	не к	1	2
