N	2gram	Potebnia_M_2	Myshleni
1	в том	18	42
2	том что	8	35
3	в процессе	1	27
4	таким образом	11	25
5	в развитии	1	25
6	в этом	8	24
7	и в	24	20
8	что в	16	19
9	заключается в	1	18
10	то же	12	16
11	понятий в	1	16
12	не только	15	15
13	то что	20	15
14	что они	5	14
15	как мы	1	13
16	в их	1	12
17	при этом	13	12
18	может быть	23	12
19	с другой	6	12
20	потому что	49	12
21	с точки	1	11
22	в его	2	11
23	так же	2	11
24	этого слова	6	11
25	в целом	3	11
26	мы должны	2	11
27	и то	3	10
28	в истории	1	10
29	в себе	10	10
30	того что	7	10
31	мы видим	2	10
32	только в	11	10
33	если мы	3	10
34	так как	10	10
35	того же	14	9
36	могли бы	2	9
37	и как	6	9
38	как и	7	9
39	между тем	6	9
40	что и	11	9
41	тот же	5	9
42	с одной	4	9
43	слова в	5	9
44	одной стороны	3	9
45	ребенка и	1	9
46	как это	2	9
47	другой стороны	2	9
48	но и	9	9
49	и тем	3	8
50	было бы	13	8
51	этом смысле	2	8
52	тогда когда	10	8
53	и что	4	8
54	взрослого человека	1	8
55	вместе с	11	8
56	и не	19	8
57	самом деле	2	7
58	собственном смысле	1	7
59	один и	1	7
60	в образовании	2	7
61	и тот	2	7
62	значение слова	1	7
63	и более	1	7
64	тем самым	4	7
65	могут быть	8	7
66	того чтобы	2	7
67	в собственном	2	7
68	тем что	7	7
69	а не	18	7
70	что мы	11	7
71	смысле этого	3	7
72	как бы	9	7
73	в самом	4	6
74	той же	3	6
75	и на	8	6
76	тому же	1	6
77	одно и	2	6
78	те же	3	6
79	с тем	4	6
80	мы видели	1	6
81	одного и	6	6
82	к одному	1	6
83	на каждом	1	6
84	по своей	1	6
85	к тому	1	6
86	его в	3	6
87	что он	4	6
88	каждом шагу	1	6
89	уже в	5	6
90	не может	12	6
91	и взрослый	1	6
92	слово в	1	6
93	сказать что	2	6
94	мы уже	1	5
95	между собой	1	5
96	друг на	1	5
97	как в	10	5
98	с этим	7	5
99	все же	5	5
100	перед нами	1	5
101	в действительности	2	5
102	все эти	2	5
103	на то	5	5
104	одной и	2	5
105	это не	3	5
106	на друга	1	5
107	и того	6	5
108	только не	1	5
109	и его	2	5
110	никогда не	4	5
111	так и	5	5
112	если бы	11	5
113	о том	5	5
114	мы можем	12	5
115	для того	5	5
116	слова и	3	5
117	что слова	1	5
118	что такое	2	5
119	же словом	1	4
120	тем же	3	4
121	его к	1	4
122	в нашем	2	4
123	нами в	1	4
124	как он	4	4
125	состоит в	2	4
126	как они	1	4
127	и с	1	4
128	этим именем	1	4
129	с этой	1	4
130	в ходе	1	4
131	и при	3	4
132	по сравнению	1	4
133	и той	2	4
134	которые в	1	4
135	не в	13	4
136	тому что	2	4
137	что с	2	4
138	наблюдать как	1	4
139	представляется нам	5	4
140	становится возможным	1	4
141	сходство с	1	4
142	что оно	4	4
143	на том	1	4
144	по мере	5	4
145	и только	6	4
146	только что	3	4
147	в сознании	23	4
148	из них	5	4
149	друг друга	2	4
150	тех и	1	4
151	и для	3	4
152	для нас	31	4
153	этих представлений	1	4
154	между ними	2	4
155	указывают на	2	4
156	к этому	2	4
157	во всяком	7	4
158	этой точки	1	4
159	на деле	3	3
160	не имеют	2	3
161	с таким	3	3
162	на место	1	3
163	значением слова	2	3
164	столь же	5	3
165	в чем	7	3
166	тем как	2	3
167	а только	8	3
168	себе и	1	3
169	но в	4	3
170	в которой	5	3
171	на этом	2	3
172	что все	2	3
173	различие между	1	3
174	со всеми	1	3
175	на все	3	3
176	и других	2	3
177	ни в	1	3
178	чем в	1	3
179	между различными	2	3
180	в этих	3	3
181	оно стало	1	3
182	важную роль	1	3
183	слова к	1	3
184	не менее	5	3
185	во всем	2	3
186	связи с	6	3
187	не могут	7	3
188	и другой	1	3
189	ничего общего	1	3
190	для образования	2	3
191	оно может	2	3
192	с первого	2	3
193	представлений и	3	3
194	должно быть	2	3
195	и поэтому	2	3
196	внимание на	2	3
197	и во	3	3
198	различие в	2	3
199	своему значению	1	3
200	которые мы	3	3
201	один из	2	3
202	но не	12	3
203	в какой	2	3
204	всяком случае	7	3
205	между отдельными	1	3
206	так что	10	3
207	но что	2	3
208	от того	5	3
209	со стороны	3	3
210	нас в	2	3
211	именно в	1	3
212	к которому	2	3
213	самое слово	1	3
214	в связи	2	3
215	сравнению с	1	3
216	выше что	1	3
217	этом случае	1	3
218	в условиях	1	3
219	формы и	1	3
220	и от	3	3
221	бы в	2	3
222	иначе чем	1	3
223	точно так	9	3
224	на предмет	2	2
225	ли мы	2	2
226	говоря о	3	2
227	одним из	1	2
228	по закону	1	2
229	переход от	1	2
230	относятся к	1	2
231	что слово	2	2
232	между двумя	6	2
233	ту же	1	2
234	выражается в	2	2
235	должна быть	1	2
236	когда это	2	2
237	видеть в	1	2
238	к известному	1	2
239	что если	6	2
240	со словом	1	2
241	что уже	1	2
242	место в	4	2
243	между этими	1	2
244	мы и	1	2
245	к общему	4	2
246	в ней	3	2
247	видели что	1	2
248	мы будем	1	2
249	для других	1	2
250	отличие от	1	2
251	которые не	3	2
252	по которому	1	2
253	стороны и	1	2
254	животных и	2	2
255	в мысли	5	2
256	из этих	4	2
257	во многих	3	2
258	в известном	1	2
259	остановиться на	1	2
260	предметов и	1	2
261	не есть	6	2
262	в наших	1	2
263	дальше и	1	2
264	как оно	2	2
265	в нем	9	2
266	всех остальных	1	2
267	слова необходимо	1	2
268	том чтобы	1	2
269	слово или	1	2
270	поэтому оно	2	2
271	но вместе	2	2
272	из него	1	2
273	подобно тому	4	2
274	в каждом	2	2
275	мы его	1	2
276	факт что	2	2
277	же не	1	2
278	каждом языке	1	2
279	им как	1	2
280	входит в	1	2
281	может стать	2	2
282	далеко не	3	2
283	в слове	13	2
284	оно имеет	1	2
285	такой же	4	2
286	и тогда	3	2
287	таким же	1	2
288	никаких оснований	1	2
289	непонятное слово	1	2
290	мы называем	3	2
291	в отличие	1	2
292	мысли и	1	2
293	в памяти	5	2
294	дает в	1	2
295	более сложные	1	2
296	это к	1	2
297	их в	2	2
298	том же	1	2
299	в той	1	2
300	ничего кроме	1	2
301	может служить	1	2
302	не имеет	6	2
303	на котором	1	2
304	того как	7	2
305	словом окно	1	2
306	к этим	1	2
307	свою силу	1	2
308	находятся в	1	2
309	это слово	1	2
310	уже и	1	2
311	что на	3	2
312	не совсем	3	2
313	очень часто	1	2
314	когда мы	2	2
315	отличается от	1	2
316	указывает на	2	2
317	он видит	1	2
318	что при	1	2
319	существует только	2	2
320	и это	2	2
321	свою очередь	6	2
322	на нем	1	2
323	и сами	4	2
324	здесь не	1	2
325	никак не	1	2
326	мы наблюдаем	1	2
327	на образование	2	2
328	и которые	1	2
329	еще не	4	2
330	мы в	3	2
331	мыслью и	1	2
332	и здесь	2	2
333	слова из	1	2
334	к другой	2	2
335	развития не	1	2
336	связь между	2	2
337	к нему	1	2
338	на одном	1	2
339	в языке	3	2
340	в другой	1	2
341	вслед за	3	2
342	языка мы	2	2
343	значит что	1	2
344	для ребенка	1	2
345	что здесь	1	2
346	он что	1	2
347	но так	1	2
348	которое мы	3	2
349	по мнению	1	2
350	но как	1	2
351	от одной	1	2
352	и у	3	2
353	в значении	1	2
354	в нашей	2	2
355	по законам	1	2
356	он имеет	1	2
