N	3gram	Vinokur_St_2	Dialekti
1	и т д	6	15
2	с точки зрения	2	8
3	в том что	16	6
4	одно и то	1	4
5	и то же	1	4
6	в связи с	1	4
7	то же время	1	4
8	о том что	11	4
9	с другой стороны	3	4
10	в том смысле	2	4
11	том смысле что	1	3
12	в самом деле	2	3
13	принять во внимание	2	3
14	сами по себе	2	3
15	в то же	1	3
16	т е в	1	3
17	сам по себе	1	3
18	ни в каком	1	3
19	в то время	1	3
20	сомневаться в том	2	2
21	есть нечто совершенно	1	2
22	иметь в виду	3	2
23	в виду что	1	2
24	более или менее	2	2
25	как бы ни	1	2
26	до сих пор	5	2
27	в зависимости от	1	2
28	если принять во	2	2
29	и т п	3	2
30	говоря уже о	1	2
31	с тех пор	1	2
32	в данном случае	1	2
33	время т е	1	2
34	тем не менее	2	2
35	так или иначе	1	2
36	во всяком случае	3	2
37	с самого начала	3	2
38	я не стану	1	2
39	потому что они	1	2
40	не говоря уже	1	2
41	том что она	1	1
42	том что в	2	1
43	но как раз	1	1
44	в обоих случаях	1	1
45	только потому что	2	1
46	одному из них	1	1
47	только что в	2	1
48	в определенном направлении	1	1
49	на самом деле	1	1
50	имея в виду	1	1
51	в таком виде	1	1
52	в этом смысле	1	1
53	так что в	1	1
54	то что с	1	1
55	бы ни была	1	1
56	это еще не	1	1
57	бы то ни	2	1
58	в этом отношении	9	1
59	из них и	1	1
60	точно так же	1	1
61	можно сомневаться в	1	1
62	вместе с тем	5	1
63	не то что	1	1
64	в это время	2	1
65	в них нет	1	1
66	как раз в	2	1
67	во внимание что	1	1
68	так же как	3	1
69	не в том	2	1
70	в конце концов	1	1
71	и в этом	2	1
72	как и вообще	1	1
73	на тему о	1	1
74	я не могу	1	1
75	и эти два	1	1
76	и в том	1	1
77	в свое время	1	1
78	не входя в	1	1
79	что у меня	1	1
80	по сравнению с	1	1
81	и пр в	1	1
82	заключается в том	1	1
83	и вместе с	1	1
84	на этом основании	1	1
85	внимание на тот	1	1
86	к выводу что	1	1
87	вопрос о том	3	1
88	т е по	1	1
89	речь идет о	3	1
90	но все же	2	1
91	за то что	2	1
92	в каком смысле	1	1
93	вопрос в том	1	1
94	каком смысле не	1	1
95	к тому что	5	1
96	дело не в	1	1
97	том что он	5	1
98	к тому же	2	1
99	борис годунов и	1	1
100	и в другом	1	1
