N	3gram	Vinokur_St_3	Dialekti
1	и т д	2	15
2	с точки зрения	4	9
3	в том что	11	9
4	по крайней мере	4	7
5	не может быть	5	6
6	то же время	3	6
7	в то же	3	6
8	для того чтобы	1	5
9	в этом смысле	4	4
10	того что он	1	4
11	не в том	3	4
12	только тогда когда	2	4
13	и той же	1	3
14	не говоря уже	1	3
15	говоря уже о	1	3
16	одной и той	1	3
17	и в этом	2	3
18	что это есть	2	3
19	на то что	3	3
20	я думаю что	1	2
21	вы знаете что	2	2
22	одних и тех	1	2
23	в чем же	1	2
24	т е не	1	2
25	того или другого	1	2
26	сам по себе	1	2
27	и не мог	1	2
28	в собственном смысле	1	2
29	с этой точки	1	2
30	и тех же	1	2
31	ни на что	1	2
32	этой точки зрения	1	2
33	иметь в виду	1	2
34	от того что	1	2
35	в свою очередь	1	2
36	и в частности	1	2
37	тем не менее	2	2
38	не может не	1	1
39	из которых один	1	1
40	от себя и	1	1
41	и пр но	1	1
42	прежде всего в	3	1
43	а не в	1	1
44	должно было бы	1	1
45	он не может	1	1
46	бы не только	1	1
47	не было и	1	1
48	говорить о своем	1	1
49	в лучшем случае	1	1
50	и при помощи	1	1
51	можно сказать что	1	1
52	но в сущности	1	1
53	с тем что	3	1
54	то что я	2	1
55	что если бы	2	1
56	и не в	2	1
57	к жизни и	1	1
58	и тем не	2	1
59	мы видели уже	1	1
60	исторический процесс и	1	1
61	не только в	3	1
62	также иметь в	1	1
63	в конце концов	3	1
64	тогда было бы	1	1
65	не дает в	1	1
66	можно сказать так	1	1
67	все эти отдельные	1	1
68	это не так	2	1
69	на другое в	1	1
70	как и вообще	1	1
71	так или иначе	1	1
72	в течение всей	2	1
73	в связи с	3	1
74	хотя бы на	1	1
75	иной раз даже	1	1
76	и ни в	1	1
77	вместе с ним	1	1
78	то обстоятельство что	5	1
79	связи с этим	1	1
80	о том что	4	1
81	не только не	1	1
82	вопрос о том	1	1
83	одна из этих	1	1
84	речь идет о	1	1
85	но все же	2	1
86	может быть выражено	1	1
87	с другой стороны	4	1
88	совершенно очевидно что	1	1
89	в каком смысле	2	1
90	на что другое	1	1
91	кроме того в	1	1
92	но это не	3	1
93	т е как	1	1
94	которую можно назвать	1	1
95	той или иной	1	1
