N	3gram	Bakhtin_fo_2	KulturaY
1	и т п	11	41
2	с точки зрения	8	16
3	для того чтобы	7	11
4	до сих пор	2	8
5	в том что	3	8
6	и т д	3	8
7	той или иной	1	5
8	в этом случае	2	4
9	в данном случае	1	4
10	с одной стороны	1	4
11	и в этом	3	4
12	в связи с	7	4
13	на самом деле	1	3
14	сих пор еще	1	3
15	можно говорить о	1	3
16	не только в	5	3
17	с другой стороны	1	3
18	не может быть	1	3
19	о том что	1	3
20	т п в	1	3
21	в той или	1	2
22	и того же	1	2
23	в том числе	3	2
24	только в том	1	2
25	в отличие от	1	2
26	так как он	1	2
27	одного и того	1	2
28	тем более что	2	2
29	тот или иной	1	2
30	что и в	1	2
31	как мы видели	1	2
32	уже не только	1	2
33	и в поэзии	2	1
34	было бы и	1	1
35	а вовсе не	1	1
36	прежде всего в	2	1
37	также и в	1	1
38	так как на	1	1
39	есть прежде всего	1	1
40	но в той	1	1
41	то же самое	2	1
42	они не могут	1	1
43	и в то	3	1
44	в другом месте	2	1
45	что он не	1	1
46	наряду с этим	1	1
47	но и в	3	1
48	по своему содержанию	1	1
49	а так как	1	1
50	дело идет об	1	1
51	но в этом	1	1
52	с тем что	1	1
53	это вовсе не	1	1
54	значении этого слова	1	1
55	но и как	1	1
56	с этой точки	1	1
57	вместе с тем	1	1
58	может быть и	2	1
59	в то время	1	1
60	т п ведь	1	1
61	мы наблюдаем в	1	1
62	в большом количестве	1	1
63	или иной форме	1	1
64	это не значит	1	1
65	все для того	1	1
66	в связи со	1	1
67	он не знает	1	1
68	и пр и	1	1
69	этой точки зрения	1	1
70	самом деле может	1	1
71	то же время	4	1
72	из этих форм	1	1
73	и вместе с	1	1
74	в тех же	1	1
75	в свою очередь	1	1
76	в результате и	1	1
77	в котором в	1	1
78	и прежде всего	3	1
79	выходит за пределы	1	1
80	что на самом	1	1
81	но все же	1	1
82	не выходит за	1	1
83	сюда же относится	1	1
84	мы имеем в	2	1
85	в данном отношении	1	1
86	а вместе с	1	1
87	в то же	4	1
88	в одном из	1	1
89	к тому что	1	1
90	друг от друга	2	1
91	между словом и	1	1
92	пр и пр	1	1
93	бы не было	1	1
94	только для того	1	1
95	именно в том	1	1
96	и вопрос о	1	1
