N	2gram	Savitsky_P_1	FransuaR
1	и в	14	29
2	и не	12	16
3	в эпоху	1	15
4	в этой	1	13
5	но в	9	12
6	как и	1	12
7	и на	1	11
8	в этом	10	11
9	то же	9	10
10	не только	17	10
11	в то	7	10
12	и с	2	9
13	его в	1	9
14	и образы	1	9
15	но и	6	9
16	же время	7	8
17	в его	2	8
18	прежде всего	3	8
19	как бы	4	8
20	в них	2	7
21	в том	9	7
22	так же	1	7
23	в большинстве	1	6
24	из них	2	6
25	что это	1	5
26	в нем	3	5
27	большинстве случаев	1	5
28	весь мир	1	5
29	и о	5	5
30	это не	3	5
31	далеко не	1	5
32	и по	1	5
33	также и	1	4
34	связана с	1	4
35	и есть	2	4
36	в которой	1	4
37	еще не	1	4
38	с его	1	4
39	связанные с	1	4
40	были в	1	4
41	точки зрения	3	4
42	характер этого	1	4
43	в результате	1	4
44	с другой	5	4
45	все это	2	4
46	то что	4	4
47	есть и	1	4
48	по преимуществу	1	3
49	и здесь	1	3
50	в ней	6	3
51	но как	1	3
52	как к	1	3
53	в своем	4	3
54	власть и	1	3
55	и как	3	3
56	более или	1	3
57	построена как	1	3
58	в себе	3	3
59	церкви и	2	3
60	и вот	2	3
61	для того	3	3
62	а затем	1	3
63	особенно в	1	3
64	том что	4	3
65	или менее	1	3
66	в эту	2	3
67	того чтобы	1	3
68	конечно и	1	3
69	скота и	1	3
70	с ее	1	3
71	в ее	2	3
72	начала и	2	3
73	того что	2	3
74	с ними	3	3
75	в качестве	9	3
76	и любви	1	3
77	и других	2	3
78	том числе	2	3
79	мы можем	1	3
80	там где	1	3
81	все же	1	3
82	мы видим	1	3
83	тот же	3	3
84	другой стороны	1	3
85	в частности	2	3
86	одновременно и	1	3
87	как известно	1	2
88	и то	1	2
89	так называемые	2	2
90	он был	1	2
91	в различных	1	2
92	с одной	3	2
93	но не	3	2
94	если в	2	2
95	вот как	1	2
96	хотя и	3	2
97	и к	4	2
98	и этим	1	2
99	что каждая	1	2
100	может быть	5	2
101	и мы	2	2
102	в жизни	2	2
103	по всему	1	2
104	в этих	1	2
105	и при	1	2
106	в котором	4	2
107	с точки	3	2
108	место в	1	2
109	не столько	2	2
110	никогда не	1	2
111	и мучеников	2	2
112	числе и	1	2
113	где он	1	2
114	и это	2	2
115	в себя	1	2
116	было в	2	2
117	в которые	1	2
118	быть может	6	2
119	тех кто	4	2
120	на этой	1	2
121	а также	4	2
122	также в	1	2
123	себя в	1	2
124	есть в	2	2
125	уже в	1	2
126	и государства	1	2
127	это значение	1	2
128	мир в	1	2
129	и эпохи	1	2
130	друг друга	1	2
131	как раз	2	2
132	в других	1	2
133	со стороны	2	2
134	именно в	2	2
135	одной стороны	3	2
136	они не	1	2
137	что из	2	2
138	связаны с	1	2
139	да и	2	2
140	между прочим	2	2
141	парижа и	1	2
142	нет ничего	1	2
143	не может	4	2
144	в трех	1	2
145	как на	2	2
146	только в	7	2
147	и другие	1	2
148	это в	1	2
149	отношения к	2	1
150	же как	1	1
151	и такое	1	1
152	должна быть	1	1
153	в самом	1	1
154	века в	1	1
155	признание что	2	1
156	не вполне	1	1
157	от церкви	1	1
158	которое в	2	1
159	литературы и	1	1
160	построенная в	1	1
161	бы мы	1	1
162	в противоречии	1	1
163	не все	1	1
164	в общем	2	1
165	отличие от	1	1
166	к сожалению	1	1
167	государства и	1	1
168	с этим	2	1
169	стороны и	2	1
170	мира который	1	1
171	кто не	1	1
172	что по	1	1
173	бы и	1	1
174	думать что	2	1
175	только на	1	1
176	и будущее	1	1
177	только один	1	1
178	мира но	1	1
179	xviii и	1	1
180	исторических судеб	1	1
181	основная задача	1	1
182	на то	1	1
183	в наших	1	1
184	и если	4	1
185	ей в	3	1
186	главным образом	2	1
187	гонения на	1	1
188	в силу	2	1
189	и философской	1	1
190	прежде чем	1	1
191	одно и	1	1
192	за то	1	1
193	в мире	2	1
194	полной мере	2	1
195	но историческая	1	1
196	и очень	1	1
197	и некоторых	1	1
198	в данном	1	1
199	мы не	3	1
200	и без	3	1
201	в отношении	10	1
202	государства но	1	1
203	в отличие	1	1
204	мысли и	1	1
205	знаем что	1	1
206	партии в	1	1
207	совершенно новое	1	1
208	в россии	3	1
209	друг другу	2	1
210	что было	1	1
211	и вся	1	1
212	что эта	1	1
213	говорить о	2	1
214	казалось бы	1	1
215	как она	1	1
216	и народной	1	1
217	потому что	3	1
218	связывается с	1	1
219	будущее в	1	1
220	что все	1	1
221	мира они	1	1
222	в полной	2	1
223	из числа	1	1
224	подчеркнуть что	1	1
225	в последующие	1	1
226	вечности и	1	1
227	как по	1	1
228	касается не	1	1
229	на нее	1	1
230	и политических	1	1
231	те же	1	1
232	по природе	1	1
233	в борьбе	1	1
234	еще в	1	1
235	что дело	1	1
236	возможно что	1	1
237	если бы	4	1
238	о котором	1	1
239	ними как	1	1
240	тем чем	1	1
241	находится в	1	1
242	но несколько	1	1
243	но к	2	1
244	историю в	1	1
245	и что	1	1
246	притом в	1	1
247	с того	1	1
248	переходит в	1	1
249	что и	1	1
250	вполне и	1	1
251	еще более	2	1
252	них в	1	1
253	по стилю	1	1
254	в современной	1	1
255	тех пор	1	1
256	не как	1	1
257	традиции в	1	1
258	отчасти и	1	1
259	исторической действительности	1	1
260	и ее	1	1
261	именно на	1	1
262	новую и	1	1
263	в виде	2	1
264	на этих	2	1
265	веры и	1	1
266	г и	2	1
267	этого процесса	1	1
268	мы знаем	1	1
269	которая и	1	1
270	противоречии с	1	1
271	каждый из	1	1
272	эти явления	1	1
273	в это	1	1
274	без того	1	1
275	ней и	1	1
276	государство и	1	1
277	а с	1	1
278	в природе	1	1
279	в живом	1	1
280	выступает в	1	1
281	последующие века	1	1
282	различных формах	1	1
283	с которым	1	1
284	они как	1	1
285	что мы	3	1
286	не исключает	1	1
287	с большою	1	1
288	на фоне	1	1
289	речь но	1	1
290	знаем и	1	1
291	и потому	4	1
292	над ним	1	1
293	в сборнике	1	1
294	она есть	3	1
295	времени с	1	1
296	в отдельности	1	1
297	эти последние	1	1
298	из этой	1	1
299	и судьбы	1	1
300	культуры в	2	1
301	как начало	1	1
302	в делах	1	1
303	для тех	2	1
304	в условиях	1	1
305	на сторону	1	1
306	которые были	1	1
307	философской мысли	1	1
308	чтобы понять	1	1
309	для нас	2	1
310	с двух	1	1
311	по размерам	1	1
312	не более	1	1
313	в свете	1	1
314	только что	1	1
315	них и	1	1
316	проводили его	1	1
317	и внутренне	1	1
318	эту эпоху	1	1
319	что в	4	1
320	а я	5	1
