N	4gram	Losev_Prob_1	Problemy
1	и в то же	1	5
2	но в то же	1	3
3	а может быть даже	1	2
4	в записках из подполья	1	2
5	и к тому же	1	2
6	в этом смысле нет	1	1
7	может быть даже и	2	1
8	имел в виду и	1	1
9	но в конце концов	1	1
10	одного и того же	2	1
11	на самом же деле	1	1
12	для того чтобы она	1	1
13	а вовсе не для	1	1
14	том и в другом	1	1
15	и т д и	4	1
16	одно и то же	1	1
17	не чем иным как	1	1
18	и в том и	1	1
19	и это вовсе не	1	1
20	и в самом деле	1	1
21	не говоря ни слова	1	1
22	в том и в	1	1
23	и так до бесконечности	1	1
