N	3gram	Bakhtin_Fr_7	Problema
1	о том что	1	14
2	во всяком случае	1	10
3	в конце концов	4	7
4	в этом смысле	1	5
5	в данном случае	1	5
6	в связи с	1	5
7	то же самое	1	5
8	более или менее	2	4
9	в то же	9	4
10	есть прежде всего	1	4
11	в том что	3	4
12	что иное как	1	3
13	на первый план	1	3
14	но и в	1	3
15	и в этом	1	3
16	есть не что	1	3
17	не что иное	1	3
18	и есть то	2	2
19	пространстве и времени	1	2
20	на самом деле	1	2
21	в том числе	4	2
22	так что в	1	2
23	с самого начала	1	2
24	том числе и	2	2
25	можно было бы	2	2
26	содержит в себе	1	2
27	не только в	1	2
28	имеет ничего общего	1	2
29	имеем в виду	2	2
30	по содержанию своему	1	2
31	по себе и	1	2
32	в себе в	1	2
33	не имеет ничего	1	2
34	то есть только	1	2
35	и по своему	1	2
36	это и есть	1	2
37	ничего общего с	1	2
38	то есть в	4	2
39	и прежде всего	1	2
40	друг от друга	1	2
41	по этому поводу	1	2
42	том или ином	1	2
43	себе и в	1	2
44	в тот момент	1	1
45	а в конце	1	1
46	что в этом	1	1
47	свидетельствует о том	1	1
48	о том как	2	1
49	все что является	1	1
50	на самом же	1	1
51	в этом отношении	2	1
52	из самых важных	1	1
53	то что в	2	1
54	что в нем	1	1
55	в первых двух	1	1
56	как мы уже	1	1
57	понять значение как	1	1
58	что все это	1	1
59	что в конце	1	1
60	в известной мере	1	1
61	в ней уже	1	1
62	в этих словах	1	1
63	это прежде всего	2	1
64	мы не знаем	1	1
65	к самому предмету	1	1
66	и в отношении	1	1
67	в том или	1	1
68	а только в	1	1
69	самом же деле	1	1
70	и до наших	1	1
71	не есть нечто	1	1
72	то обстоятельство что	1	1
73	так и в	3	1
74	тем самым и	1	1
75	мы здесь не	1	1
76	и тем самым	1	1
77	вовсе не являются	1	1
78	мы имеем в	2	1
79	о котором мы	1	1
80	в другом случае	1	1
81	и в его	2	1
82	свою роль в	1	1
83	но в них	1	1
84	в свое время	2	1
