N	3gram	Berdyaev_M_1	Psycholo
1	в самом деле	1	18
2	в том что	1	11
3	и в самом	3	10
4	для того чтобы	2	8
5	мы увидим что	3	7
6	до сих пор	2	5
7	и т п	1	5
8	о том что	1	3
9	а вовсе не	1	2
10	в русской поэзии	1	2
11	к концу и	1	2
12	и та же	1	2
13	в наше время	1	2
14	вместе с тем	5	2
15	то время как	2	2
16	когда мы читаем	1	2
17	не в том	1	2
18	все более и	1	2
19	во всяком случае	1	2
20	в то время	2	2
21	и вместе с	4	2
22	и мы увидим	1	2
23	более и более	1	2
24	о человеке и	6	2
25	в том смысле	2	2
26	потому что он	1	1
27	а не к	1	1
28	не так как	1	1
29	потому что в	3	1
30	он хотел бы	2	1
31	имеем в виду	1	1
32	не могут понять	1	1
33	по своему значению	2	1
34	он не может	2	1
35	они не могут	1	1
36	стоит в самом	1	1
37	как и все	1	1
38	в зависимости от	1	1
39	человек и в	1	1
40	что он не	2	1
41	в отличие от	1	1
42	между этими двумя	1	1
43	в том случае	1	1
44	не было бы	5	1
45	с тем что	3	1
46	заключает в себе	3	1
47	можно было бы	1	1
48	ли что он	1	1
49	может быть и	1	1
50	том случае если	1	1
51	его к гибели	1	1
52	что она может	1	1
53	не в той	1	1
54	так как они	1	1
55	и ничего не	1	1
56	и на этом	2	1
57	одна и та	1	1
58	что до сих	1	1
59	бросается в глаза	1	1
60	не мог бы	1	1
61	не иное что	1	1
62	по сравнению с	1	1
63	в котором она	1	1
64	имел в виду	1	1
65	том смысле что	1	1
66	жизни а не	1	1
67	к тому чтобы	2	1
68	своих героев он	1	1
69	сплошь и рядом	1	1
70	как бы в	1	1
71	не может быть	17	1
72	в высшей степени	2	1
73	она не может	1	1
74	иное что как	1	1
75	он рассказывает о	1	1
