N	2gram	Tiupa_Lite_2	Istorich
1	и т	2	27
2	и в	19	26
3	так же	1	18
4	то что	7	16
5	не только	8	15
6	может быть	17	14
7	что в	4	14
8	же как	2	13
9	но и	10	12
10	так и	7	10
11	таким образом	1	10
12	и его	3	10
13	что он	3	10
14	все же	2	9
15	его в	1	9
16	что и	2	9
17	так как	3	9
18	и не	11	9
19	то же	12	8
20	а в	3	8
21	я тебе	1	7
22	мы имеем	1	7
23	в этом	9	7
24	он не	5	7
25	как и	10	7
26	в этих	1	7
27	их в	1	7
28	как в	1	7
29	в качестве	5	7
30	героя в	2	7
31	и то	3	6
32	еще не	2	6
33	как он	2	6
34	мы видели	1	6
35	не всегда	1	6
36	могут быть	2	6
37	потому что	2	6
38	а не	20	6
39	не может	9	6
40	вместе с	5	6
41	когда он	1	6
42	это и	1	5
43	но не	5	5
44	и как	3	5
45	но в	2	5
46	уже не	2	5
47	и только	2	5
48	и по	1	5
49	в другом	3	5
50	и с	3	5
51	это не	1	5
52	не в	4	5
53	ничего не	3	5
54	как мы	1	5
55	на нем	1	5
56	и что	2	5
57	в его	4	5
58	в одном	2	5
59	у него	2	5
60	тем что	4	5
61	и др	3	5
62	из которых	2	5
63	к этому	1	5
64	на себя	2	4
65	частный случай	1	4
66	тогда как	9	4
67	не просто	1	4
68	в этот	1	4
69	в плену	1	4
70	но он	1	4
71	в своей	1	4
72	но эта	1	4
73	что этот	1	4
74	даже в	4	4
75	того как	1	4
76	же он	1	4
77	здесь не	1	4
78	огонь и	1	4
79	так в	5	4
80	о том	2	4
81	и даже	8	4
82	с появлением	1	4
83	вовсе не	2	4
84	с другой	8	4
85	а по	1	4
86	все что	2	4
87	другой стороны	4	4
88	из трех	1	3
89	относится к	1	3
90	все эти	1	3
91	на то	1	3
92	при этом	6	3
93	он должен	1	3
94	на земле	1	3
95	что ни	1	3
96	а затем	2	3
97	должен был	1	3
98	в огонь	1	3
99	не мог	1	3
100	том что	7	3
101	от своего	1	3
102	с миром	1	3
103	как это	2	3
104	не имеет	1	3
105	в русской	4	3
106	во всем	1	3
107	связи с	1	3
108	все еще	2	3
109	и он	3	3
110	данном случае	3	3
111	в образе	1	3
112	но мы	1	3
113	а также	2	3
114	в том	10	3
115	человека с	1	3
116	переходит в	1	3
117	и других	4	3
118	а именно	3	3
119	что мы	1	3
120	к своему	2	3
121	в данном	3	3
122	власти над	2	3
123	наряду с	1	3
124	как бы	2	3
125	по существу	3	3
126	этом случае	2	3
127	для нас	2	3
128	но это	3	3
129	же в	2	3
130	на поле	1	3
131	к этой	2	3
132	начинается с	1	2
133	что образ	1	2
134	такую же	2	2
135	должна быть	1	2
136	и за	2	2
137	в царство	1	2
138	ему в	1	2
139	за это	1	2
140	при жизни	1	2
141	в этой	3	2
142	в истории	2	2
143	в своем	1	2
144	что это	1	2
145	в целом	2	2
146	представляет собой	2	2
147	право на	3	2
148	еще один	1	2
149	в себе	6	2
150	в нем	3	2
151	же это	1	2
152	не к	2	2
153	на этом	2	2
154	здесь мы	1	2
155	хотя бы	2	2
156	было бы	2	2
157	из них	2	2
158	он же	1	2
159	с тем	2	2
160	которой он	1	2
161	земли и	1	2
162	знает и	1	2
163	что я	2	2
164	тем не	2	2
165	однако в	6	2
166	случае мы	1	2
167	ему как	1	2
168	что есть	1	2
169	не менее	6	2
170	можно указать	1	2
171	меня я	1	2
172	не по	2	2
173	не могло	1	2
174	одна из	5	2
175	по своей	1	2
176	в тексте	1	2
177	что на	1	2
178	в области	4	2
179	у нас	5	2
180	не могут	1	2
181	я тебя	2	2
182	на том	1	2
183	никогда не	3	2
184	и на	6	2
185	основана на	1	2
186	после того	1	2
187	и орел	1	2
188	того что	5	2
189	несколько примеров	1	2
190	он стал	1	2
191	себя в	6	2
192	так что	4	2
193	уже в	2	2
