N	3gram	Vinokur_Ku_3	Myshleni
1	в том что	8	17
2	вместе с тем	1	10
3	заключается в том	1	7
4	для того чтобы	11	7
5	с помощью которых	1	7
6	в отличие от	2	6
7	так же как	1	6
8	в собственном смысле	1	6
9	в зависимости от	7	5
10	можно было бы	10	5
11	с одной стороны	4	5
12	в связи с	4	5
13	как уже сказано	1	5
14	тем не менее	9	5
15	что и в	2	5
16	и того же	2	4
17	ни в какой	2	4
18	смысле этого слова	2	4
19	во всяком случае	1	4
20	в то время	1	4
21	собственном смысле этого	1	4
22	одного и того	2	4
23	о том что	3	3
24	бы сказать что	3	3
25	а с другой	3	3
26	с другой стороны	3	3
27	то обстоятельство что	3	3
28	с тем что	1	3
29	как мы видели	2	3
30	этой точки зрения	1	2
31	и той же	1	2
32	по отношению к	2	2
33	и в отношении	1	2
34	в этом смысле	1	2
35	с помощью которого	1	2
36	в силу того	1	2
37	и в этом	4	2
38	только в том	2	2
39	что эти последние	1	2
40	и только после	2	2
41	не в пользу	1	2
42	тому или иному	1	2
43	то что мы	1	2
44	в известном смысле	2	2
45	от того как	2	2
46	не может быть	3	2
47	того или иного	3	2
48	силу того что	1	2
49	собственном смысле слова	1	2
50	из которых каждый	1	2
51	с этой точки	1	2
52	так и в	3	2
53	и вместе с	1	2
54	в свою очередь	1	2
55	само по себе	1	2
56	точки зрения на	2	2
57	той или иной	5	2
58	одной и той	1	2
59	с помощью этого	1	2
60	в другом месте	1	1
61	один или несколько	1	1
62	в виду не	1	1
63	прежде всего следует	3	1
64	должны сказать что	1	1
65	более или менее	2	1
66	связь между собой	1	1
67	который как мы	1	1
68	в том числе	2	1
69	то же самое	1	1
70	в этом случае	4	1
71	никоим образом не	1	1
72	с точки зрения	16	1
73	если судить по	1	1
74	принять во внимание	2	1
75	до сих пор	8	1
76	тот или иной	2	1
77	о которых говорено	1	1
78	хотя бы и	1	1
79	сам по себе	3	1
80	бы то ни	1	1
81	тогда когда он	1	1
82	из того что	1	1
83	точки зрения ее	1	1
84	имеет в виду	1	1
85	обратить внимание на	1	1
86	с двух точек	1	1
87	ту или иную	1	1
88	но все они	1	1
89	речи и не	1	1
90	так как он	2	1
91	которые лежат в	1	1
92	в процессе развития	1	1
93	создается впечатление что	1	1
94	в данном случае	4	1
95	не потому что	1	1
96	в том чтобы	3	1
97	мы наблюдаем в	1	1
98	и тем же	2	1
99	не только в	3	1
100	в области внутренней	1	1
101	и не могут	1	1
102	что они являются	1	1
103	так как они	1	1
104	которых говорено выше	1	1
105	не могут быть	2	1
106	той и другой	1	1
107	в связи со	1	1
108	не могло бы	1	1
109	в том отношении	1	1
110	что мы в	1	1
111	одним и тем	2	1
112	всего следует отметить	1	1
113	может быть совершенно	1	1
114	непосредственное отношение к	1	1
115	а вместе с	1	1
116	тогда когда они	1	1
117	то мы увидим	1	1
118	может не иметь	1	1
119	мы не можем	1	1
120	на наших глазах	1	1
121	как и всякая	1	1
122	данное слово к	1	1
123	мы должны сказать	1	1
124	в котором в	1	1
125	и в самом	4	1
126	выходит за пределы	1	1
127	и остается в	1	1
128	всякий раз когда	1	1
129	двух точек зрения	1	1
130	не выходит за	1	1
131	прямой связи с	1	1
132	друг от друга	1	1
133	что в процессе	1	1
134	он имеет в	1	1
135	по этому поводу	1	1
136	которые в таком	2	1
137	если мы теперь	1	1
138	к тому что	1	1
139	между словом и	1	1
140	сама по себе	2	1
141	в каком-либо определенном	1	1
142	этот вопрос в	1	1
143	вслед за этим	1	1
144	мы увидим что	1	1
145	что он в	1	1
