N	4gram	Tiupa_Lite_1	Hudozhes
1	в то же время	5	6
2	присутствия я в мире	1	4
3	состоит в том что	4	3
4	одного и того же	1	3
5	во всех подобных случаях	1	2
6	в войне и мире	1	2
7	художественности предполагает существенное изменение	1	1
8	некий качественный скачок творческой	1	1
9	рабле воспринимаются как недостаточно	1	1
10	параметрам ведет к построению	1	1
11	тебя так пылко я	1	1
12	исторически обоснованной общей теории	1	1
13	предыдущей стадии и будет	1	1
14	исканий и проб научной	1	1
15	его создателя исполнение жанрового	1	1
16	художественного произведения оставался единым	1	1
17	так пылко я люблю	1	1
18	общества о его целях	1	1
19	качестве моделей или примеров	1	1
20	в общественном сознании каждой	1	1
21	реальное многообразие этих субпарадигм	1	1
22	сознании каждой новой такой	1	1
23	могут заменять эксплицитные правила	1	1
24	художественного сознания критериев художественности	1	1
25	к смещению ценностных ориентиров	1	1
26	его бытования несмотря на	1	1
27	будет аккумулировано последующими вследствие	1	1
28	скачок творческой рефлексии художественное	1	1
29	всегда всему свету остается	1	1
30	такой парадигмы совершается в	1	1
31	ведет к построению исторически	1	1
32	за такого рода изменениями	1	1
33	великий мастер по фабрикации	1	1
34	правильность текста отождествляемая с	1	1
35	на языке платона и	1	1
36	произведения оставался единым со	1	1
37	задачах возможностях и средствах	1	1
38	технических средств и т.д	1	1
39	автор материал критерием художественности	1	1
40	отдельных достижениях когда они	1	1
41	мира представляет собой однонаправленный	1	1
42	концентрироваться в отдельных достижениях	1	1
43	различные периоды его бытования	1	1
44	мастер по фабрикации скрипок	1	1
45	единым со стороны субъекта	1	1
46	изменениями всегда стоит некий	1	1
47	при всей хаотичности картины	1	1
48	всей хаотичности картины индивидуальных	1	1
49	скрипок озабоченный вычислением пропорций	1	1
50	моделей или примеров могут	1	1
51	перемен трагедия остановилась приобретя	1	1
52	художественности за такого рода	1	1
53	вновь открытое она лишь	1	1
54	в жизни человека и	1	1
55	индивидуальных исканий и проб	1	1
56	искусства в жизни человека	1	1
57	художественности по одним и	1	1
58	в виду не только	1	1
59	несмотря на реальное многообразие	1	1
60	тем же параметрам ведет	1	1
61	периоды его бытования несмотря	1	1
62	создателя исполнение жанрового задания	1	1
63	романистика рабле воспринимаются как	1	1
64	стадии и будет аккумулировано	1	1
65	укрепление в общественном сознании	1	1
66	ценностных ориентиров художественного сознания	1	1
67	много перемен трагедия остановилась	1	1
68	убеждений ценностей технических средств	1	1
69	доминировавшего в историческом промежутке	1	1
70	ценностей технических средств и	1	1
71	критериев художественности за такого	1	1
72	бытования несмотря на реальное	1	1
73	бы то ни было	1	1
74	однонаправленный и необратимый процесс	1	1
75	котором трагедии шекспира или	1	1
76	со стороны субъекта художественной	1	1
77	с этой точки зрения	3	1
78	по одним и тем	1	1
79	текста отождествляемая с мастерством	1	1
80	трагедия остановилась приобретя достодолжную	1	1
81	в различные периоды его	1	1
82	обоснованной общей теории искусства	1	1
83	уголок который всегда всему	1	1
84	музыкант он же и	1	1
85	исходит из того что	1	1
86	субъекта объекта и адресата	1	1
87	есть такое историческое состояние	1	1
88	в том что он	1	1
89	совершенствоваться но само оно	1	1
90	при котором трагедии шекспира	1	1
91	на предыдущей стадии и	1	1
92	и укрепление в общественном	1	1
93	достижениях когда они используются	1	1
94	господства нормативного художественного сознания	1	1
95	парадигм художественности по одним	1	1
96	к построению исторически обоснованной	1	1
97	остановилась приобретя достодолжную и	1	1
98	представлений о месте искусства	1	1
99	сознания критериев художественности за	1	1
100	используются в качестве моделей	1	1
101	и общества о его	1	1
102	свету остается неизвестен и	1	1
103	может концентрироваться в отдельных	1	1
104	способность создать то чему	1	1
105	первых десятилетий хх века	1	1
106	воспринимаются как недостаточно художественные	1	1
107	ранее гипертрофируя вновь открытое	1	1
