N	3gram	Bakhtin_Fr_5	EvropaiC
1	в том что	6	16
2	до сих пор	3	12
3	по отношению к	1	10
4	друг с другом	2	9
5	с точки зрения	2	8
6	на самом деле	4	7
7	друг от друга	1	6
8	для того чтобы	6	6
9	в самом деле	1	5
10	сих пор не	1	4
11	совершенно так же	2	4
12	может быть и	1	4
13	к тому же	2	4
14	не может быть	2	4
15	о том что	1	4
16	тем не менее	1	4
17	и того же	1	3
18	одного и того	1	3
19	не подлежит сомнению	1	3
20	так же как	4	3
21	в данном случае	2	3
22	в связи с	5	3
23	таким образом здесь	1	2
24	он все же	1	2
25	как и все	1	2
26	он не может	1	2
27	то же время	9	2
28	вместе с тем	1	2
29	именно потому что	1	2
30	во всех этих	1	2
31	как и в	1	2
32	в свою очередь	1	2
33	ничего общего с	1	2
34	в то же	9	2
35	хотя и не	1	1
36	мы уже говорили	2	1
37	дело в том	2	1
38	а потому и	1	1
39	на том же	1	1
40	мы уже сказали	1	1
41	что одним из	1	1
42	то же самое	2	1
43	как в его	1	1
44	сих пор еще	2	1
45	на своем пути	1	1
46	тем что она	1	1
47	они вовсе не	2	1
48	таким образом как	1	1
49	для этой цели	1	1
50	в основе их	1	1
51	является одним из	1	1
52	между тем как	1	1
53	мы находим в	2	1
54	независимо от того	1	1
55	что многие из	1	1
56	том числе и	2	1
57	что за ними	1	1
58	основе их лежит	1	1
59	точки зрения на	2	1
60	данном случае не	1	1
61	не будет уже	1	1
62	уже говорили что	1	1
63	две стороны одного	1	1
64	в ту же	1	1
65	и с точки	2	1
66	в разные стороны	1	1
67	в нем не	3	1
68	в дальнейшем эта	1	1
69	но и с	1	1
70	но вместе с	1	1
71	того же явления	1	1
72	и той же	1	1
73	все то что	1	1
74	но в сущности	1	1
75	и таким образом	1	1
76	и некоторые другие	1	1
77	в то время	2	1
78	хотя бы в	2	1
79	стороны одного и	1	1
80	то есть в	2	1
81	в зрелом возрасте	1	1
82	мы видели что	1	1
83	все это конечно	1	1
84	в другом случае	1	1
85	в том числе	4	1
86	мы видим что	2	1
87	одной и той	1	1
88	как мы видели	4	1
89	те же самые	1	1
90	только тогда когда	1	1
91	как бы он	1	1
