N	3gram	Potebnia_M_4	Dialekti
1	и т д	3	15
2	с точки зрения	3	9
3	в том что	7	9
4	что иное как	2	8
5	не что иное	2	8
6	по крайней мере	5	7
7	не может быть	5	6
8	то же время	3	6
9	в то же	3	6
10	есть не что	1	5
11	есть то что	2	5
12	для того чтобы	4	5
13	того что он	1	4
14	само по себе	5	4
15	не в том	2	4
16	и стало быть	1	4
17	подобно тому как	2	4
18	и тем более	1	4
19	только тогда когда	4	4
20	и той же	1	3
21	одной и той	1	3
22	и в этом	4	3
23	той или другой	1	3
24	стало быть в	1	3
25	на то что	4	3
26	то же что	1	3
27	представим себе что	1	2
28	равно как и	2	2
29	же время и	1	2
30	о том как	1	2
31	если так то	1	2
32	хотя бы и	2	2
33	сам по себе	4	2
34	не имеет никакого	1	2
35	точно так же	1	2
36	то и другое	2	2
37	ничего общего с	1	2
38	потому что мы	2	2
39	иметь в виду	1	2
40	от того что	3	2
41	в свою очередь	1	2
42	не думает что	1	2
43	тем не менее	4	2
44	в сравнении с	1	2
45	даже тогда когда	1	1
46	но это есть	1	1
47	из которых один	1	1
48	а потом и	1	1
49	в силу этого	1	1
50	другой стороны в	1	1
51	только потому что	2	1
52	сказать что в	1	1
53	все что я	1	1
54	мы имеем дело	2	1
55	дело в том	1	1
56	а не в	1	1
57	и материи и	1	1
58	что это не	1	1
59	что перед нами	1	1
60	существует лишь как	1	1
61	не только о	1	1
62	в силу того	1	1
63	может быть только	1	1
64	и есть то	1	1
65	и не только	1	1
66	не было и	2	1
67	имеет в виду	1	1
68	и то и	1	1
69	в той же	1	1
70	можно говорить о	1	1
71	так как мы	1	1
72	и та же	1	1
73	можно сказать что	4	1
74	не было бы	1	1
75	того и другого	1	1
76	и чем больше	1	1
77	возможно было бы	1	1
78	с тем что	4	1
79	то что я	7	1
80	между собою и	2	1
81	рано или поздно	2	1
82	что если бы	2	1
83	и не в	1	1
84	и что это	1	1
85	в том случае	3	1
86	и то что	4	1
87	если это так	1	1
88	не есть только	3	1
89	в это время	1	1
90	бы в каком-нибудь	1	1
91	что то что	1	1
92	в данном случае	2	1
93	если бы мы	1	1
94	так что если	1	1
95	в нас самих	1	1
96	в которой нет	1	1
97	мы не знаем	1	1
98	это было бы	1	1
99	стало быть и	1	1
100	он сам не	1	1
101	как в лесу	1	1
102	то тем самым	1	1
103	это не так	1	1
104	и как бы	2	1
105	такие же примеры	1	1
106	так или иначе	2	1
107	не могу сказать	1	1
108	большею частью не	1	1
109	в связи с	1	1
110	а не как	1	1
111	в виду что	1	1
112	лишь в том	1	1
113	и так как	1	1
114	поэтический образ не	1	1
115	что мы уже	1	1
116	чтобы оба эти	1	1
117	теми или другими	1	1
118	но тем не	2	1
119	и знать что	1	1
120	далее в той	1	1
121	для меня совершенно	1	1
122	что я вижу	2	1
123	идеального и реального	1	1
124	отношении не встречает	1	1
125	в этом случае	5	1
126	одна и та	1	1
127	о том что	5	1
128	и вместе с	1	1
129	не только не	3	1
130	легко заметить что	1	1
131	как бы ни	1	1
132	и не может	1	1
133	вопрос о том	2	1
134	речь идет о	1	1
135	не более как	1	1
136	с другой стороны	1	1
137	друг от друга	1	1
138	которые могут быть	1	1
139	судить о том	1	1
140	после того как	2	1
141	кроме того в	1	1
142	в каком отношении	1	1
143	оно и не	1	1
144	но если бы	1	1
145	можем сказать что	2	1
146	по себе есть	1	1
147	том случае если	1	1
