N	3gram	Berdyaev_M_2	Psycholo
1	для того чтобы	4	19
2	в том что	2	12
3	о том что	2	10
4	на то что	1	6
5	к тому что	3	5
6	на самом деле	1	5
7	с точки зрения	1	4
8	что он не	1	4
9	том что он	1	3
10	так же как	3	3
11	в конце концов	1	3
12	смысле этого слова	1	3
13	и в этом	3	3
14	не для того	1	3
15	это и есть	3	3
16	до сих пор	3	3
17	сама по себе	1	3
18	потому что он	2	2
19	сам по себе	1	2
20	как бы его	2	2
21	одна и та	2	2
22	и той же	2	2
23	в нем нет	2	2
24	что это не	2	2
25	одной и той	2	2
26	и та же	2	2
27	посторонней силы этот	1	1
28	что иное как	3	1
29	а не в	2	1
30	том что это	1	1
31	по отношению к	2	1
32	в которых он	1	1
33	подобно тому как	2	1
34	также и в	2	1
35	сознания что это	1	1
36	же как и	3	1
37	но он же	1	1
38	для этого нужно	1	1
39	хотя бы одного	1	1
40	не может жить	1	1
41	которое послужило поводом	1	1
42	но он не	1	1
43	что она не	2	1
44	что вопрос о	1	1
45	у него нет	3	1
46	он думает что	1	1
47	так как он	2	1
48	не могу поверить	1	1
49	на эту тему	1	1
50	лежит в основе	1	1
51	и не было	1	1
52	и в этой	1	1
53	в себе всю	1	1
54	жизни и от	1	1
55	друг к другу	5	1
56	того чтобы сделать	1	1
57	я не могу	1	1
58	а не только	1	1
59	и если он	1	1
60	в нем есть	6	1
61	другом и в	1	1
62	а может быть	1	1
63	органической связи с	1	1
64	не может быть	8	1
65	на наших глазах	1	1
66	не что иное	3	1
67	к которой мы	1	1
68	и не хотел	1	1
69	бы ни в	1	1
70	он принадлежит к	1	1
71	и никогда не	2	1
72	и всякий раз	1	1
73	что и в	4	1
74	не до конца	2	1
75	мы увидим что	2	1
76	она не может	1	1
