N	3gram	Bakhtin_fo_2	slovoVRo
1	и т п	11	33
2	не может быть	1	15
3	в отличие от	1	12
4	в этом случае	2	6
5	с одной стороны	1	5
6	той или иной	1	5
7	в большинстве случаев	3	5
8	то же время	4	4
9	но все же	1	4
10	в то же	4	4
11	в том что	3	4
12	в той или	1	3
13	оно не может	1	3
14	с установкой на	1	3
15	с точки зрения	8	3
16	в этом отношении	2	3
17	в романе в	1	3
18	но в то	1	3
19	себя в них	1	3
20	между словом и	1	3
21	для романного жанра	1	3
22	на границе между	1	2
23	в чем не	1	2
24	и связанные с	1	2
25	и в сущности	1	2
26	а вовсе не	1	2
27	в свою очередь	1	2
28	и наконец в	1	2
29	а также и	1	2
30	там где они	1	2
31	и в особенности	3	2
32	до сих пор	2	2
33	может быть и	2	2
34	не только в	5	2
35	ни в чем	1	2
36	стихотворный рыцарский роман	1	2
37	не меньше чем	1	2
38	т п в	1	2
39	в связи с	7	2
40	как мы уже	4	2
41	для того чтобы	7	2
42	человека и его	1	2
43	сюда прежде всего	1	2
44	лежит на границе	1	2
45	и т д	3	2
46	в точном смысле	1	2
47	даже там где	1	1
48	а следовательно и	2	1
49	т п если	1	1
50	пространстве и времени	2	1
51	т п наконец	1	1
52	зоне контакта с	1	1
53	не значит конечно	1	1
54	и как он	1	1
55	то есть не	1	1
56	значит конечно что	1	1
57	в зоне контакта	1	1
58	границе между эпосом	1	1
59	и в поэзии	2	1
60	мы уже сказали	3	1
61	также и в	1	1
62	в том числе	3	1
63	бы она ни	2	1
64	в средние века	3	1
65	том что он	1	1
66	мы наблюдаем те	1	1
67	по самому своему	1	1
68	не может не	1	1
69	и не только	1	1
70	на первый план	2	1
71	один из многих	1	1
72	и в то	3	1
73	таков например и	1	1
74	сами по себе	2	1
75	особенно важное значение	1	1
76	но и в	3	1
77	между тем как	1	1
78	точном смысле слова	1	1
79	как пародия на	1	1
80	том числе и	2	1
81	эпосом и романом	1	1
82	рано или поздно	1	1
83	со всех сторон	1	1
84	и на развитие	1	1
85	конечно не в	1	1
86	века и в	1	1
87	в действии и	1	1
88	для него самого	1	1
89	не входят в	1	1
90	чувствует себя в	1	1
91	в истории романа	2	1
92	в дальнейшей истории	1	1
93	и в них	1	1
94	что он не	1	1
95	в пространстве и	4	1
96	у марка аврелия	1	1
97	однако в пределах	1	1
98	не до конца	1	1
99	самому своему существу	1	1
100	все более и	1	1
101	в рыцарском романе	4	1
102	но здесь это	1	1
103	это не значит	1	1
104	могут быть сведены	1	1
105	имеет громадное значение	1	1
106	мы уже говорили	3	1
107	проявляется вовсе не	1	1
108	не для того	2	1
109	в них и	1	1
110	же в значительной	1	1
111	с другой стороны	1	1
112	у августина у	1	1
113	только с помощью	1	1
114	именно в том	1	1
115	в широком смысле	1	1
116	о том что	1	1
117	во всех этих	3	1
118	в частности в	1	1
119	с ним но	1	1
120	и затем в	1	1
121	он как мы	1	1
122	как и в	1	1
123	она ни была	2	1
124	на протяжении всего	2	1
125	наблюдаем те же	1	1
126	с самого начала	1	1
127	более и более	1	1
128	но в этом	1	1
129	средние века и	2	1
130	этим определяется и	1	1
131	приобретает новый смысл	1	1
132	в другом случае	1	1
133	уже не только	1	1
134	это как бы	1	1
135	новый смысл и	1	1
136	о которых мы	1	1
137	всего может быть	1	1
138	и в нем	1	1
139	до некоторой степени	1	1
140	между эпосом и	1	1
141	всех этих актов	1	1
142	всех этих случаях	1	1
143	рыцарского романа в	1	1
144	реального мира и	1	1
145	одна из самых	1	1
146	как мы видели	1	1
147	дело идет об	1	1
